date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,26730000.0,44732000.0,35345000.0,29963000.0,24031000.0
,depreciationAndAmortization,13308000.0,10856000.0,8803000.0,7357000.0,6444000.0
,deferredIncomeTax,676000.0,-1366000.0,-4214000.0,4994000.0,1902000.0
,stockBasedCompensation,5599000.0,5147000.0,6911000.0,4346000.0,4158000.0
,changeInWorkingCapital,-1501845000.0,-32655000.0,-8882000.0,-2569000.0,-5770000.0
,accountsReceivables,-93011000.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,11136000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-1556728000.0,-54883000.0,-22228000.0,-13346000.0,-10777000.0
,otherNonCashItems,1628114000.0,138348000.0,108322000.0,71342000.0,69143000.0
,netCashProvidedByOperatingActivites,172582000.0,165062000.0,146285000.0,115433000.0,99908000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4383000.0,-7407000.0,-6798000.0,-11120000.0,-11735000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-94426000.0,-268222000.0,-192446000.0,-177298000.0,-145618000.0
,netCashUsedForInvestingActivites,-98809000.0,-275629000.0,-199244000.0,-188418000.0,-157353000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3170000.0,-21642000.0,-191655000.0,-799000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-12014000.0,-25028000.0,0.0,0.0,-25046000.0
,dividendsPaid,-2196000.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-40944000.0,163523000.0,272738000.0,74568000.0,79283000.0
,netCashUsedProvidedByFinancingActivities,-58324000.0,116853000.0,81083000.0,73769000.0,54237000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,15449000.0,6286000.0,28124000.0,784000.0,-3208000.0
,cashAtEndOfPeriod,71876000.0,56427000.0,50141000.0,5230000.0,4446000.0
,cashAtBeginningOfPeriod,56427000.0,50141000.0,22017000.0,4446000.0,7654000.0
,operatingCashFlow,172582000.0,165062000.0,146285000.0,115433000.0,99908000.0
,capitalExpenditure,-4383000.0,-7407000.0,-6798000.0,-11120000.0,-11735000.0
,freeCashFlow,168199000.0,157655000.0,139487000.0,104313000.0,88173000.0
