Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,53019000.0,51762000.0,11009000.0,9660000.0,1670000.0
Revenue Growth,0.0243,3.7018,0.1396,4.7844,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0
Gross Profit,53019000.0,51762000.0,11009000.0,9660000.0,1670000.0
R&D Expenses,56684000.0,41749000.0,36816000.0,24654000.0,10473000.0
SG&A Expense,29457000.0,18550000.0,12554000.0,5217000.0,3945000.0
Operating Expenses,86146000.0,60760000.0,48873000.0,29620000.0,14418000.0
Operating Income,-33127000.0,-8998000.0,-37864000.0,-19960000.0,-12748000.0
Interest Expense,166000.0,422000.0,950000.0,18000.0,9000.0
Earnings before Tax,-34385000.0,-9962000.0,-38884000.0,-19136000.0,-12942000.0
Income Tax Expense,2171000.0,444000.0,-5075000.0,34000.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-36556000.0,-10406000.0,-33809000.0,-19170000.0,-12942000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,-36556000.0,-10406000.0,-33809000.0,-19170000.0,-12942000.0
EPS,-1.26,-0.51,-2.65,-1.7,-1.77
EPS Diluted,-1.26,-0.64,-2.65,-1.7,-1.77
Weighted Average Shs Out,31966770.0,25340000.0,25340000.0,24196000.0,
Weighted Average Shs Out (Dil),29089896.0,21249414.0,12736567.0,11266451.0,7323985.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,1.0,1.0
EBITDA Margin,-0.577,-0.131,-3.353,-1.928,-7.498
EBIT Margin,-0.6454,-0.1843,-3.4457,-1.9791,-7.7443
Profit Margin,-0.689,-0.201,-3.071,-1.984,-7.75
Free Cash Flow margin,0.4409,-0.0347,-3.6035,-2.3598,-4.2491
EBITDA,-30589000.0,-6801000.0,-36909000.0,-18624000.0,-12521000.0
EBIT,-34219000.0,-9540000.0,-37934000.0,-19118000.0,-12933000.0
Consolidated Income,-36556000.0,-10406000.0,-33809000.0,-19170000.0,-12942000.0
Earnings Before Tax Margin,-0.6485,-0.1925,-3.532,-1.981,-7.7497
Net Profit Margin,-0.6895,-0.201,-3.071,-1.9845,-7.7497
