date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,4124000000.0,4590000000.0,4429000000.0,4130000000.0,3685000000.0,4308300000.0,4743200000.0,5474700000.0,6104000000.0,6097900000.0,3965000000.0,2608400000.0,3921100000.0,2756700000.0,1949500000.0,1908400000.0,1650652000.0,1390100000.0,1014100000.0,1159600000.0
,costOfRevenue,3323000000.0,3416000000.0,3512000000.0,3700000000.0,2845000000.0,2761200000.0,2964700000.0,2954500000.0,2990700000.0,3202300000.0,2785500000.0,1769000000.0,2698400000.0,2086700000.0,1802300000.0,1699200000.0,1434545000.0,1355700000.0,986300000.0,1244700000.0
,grossProfit,801000000.0,1174000000.0,917000000.0,430000000.0,840000000.0,1547100000.0,1778500000.0,2520200000.0,3113300000.0,2895600000.0,1179500000.0,839400000.0,1222700000.0,670000000.0,147200000.0,209200000.0,216107000.0,34400000.0,27800000.0,-85100000.0
,grossProfitRatio,0.194228903976722,0.255773420479303,0.207044479566494,0.104116222760291,0.227951153324288,0.35909755588051,0.374957834373419,0.460335726158511,0.510042595019659,0.474851998228898,0.297477931904161,0.321806471400092,0.3118257631787,0.243044219537853,0.075506540138497,0.109620624607001,0.130922205286154,0.0247464211207827,0.027413470071985,-0.0733873749568817
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,206000000.0,239000000.0,214000000.0,192000000.0,174000000.0,169800000.0,151900000.0,166000000.0,151800000.0,130000000.0,106100000.0,62900000.0,72500000.0,68400000.0,54500000.0,71100000.0,66873000.0,38400000.0,37300000.0,36100000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1000000.0,7000000.0,9000000.0,2000000.0,2000000.0,-3900000.0,-1900000.0,-54500000.0,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,203000000.0,240000000.0,195000000.0,201000000.0,247000000.0,221100000.0,182600000.0,176800000.0,173700000.0,100700000.0,262200000.0,159600000.0,72500000.0,68400000.0,75900000.0,73300000.0,66873000.0,40000000.0,46600000.0,49200000.0
,costAndExpenses,3526000000.0,3656000000.0,3707000000.0,3901000000.0,3092000000.0,2982300000.0,3147300000.0,3131300000.0,3164400000.0,3303000000.0,3047700000.0,1928600000.0,2770900000.0,2155100000.0,1878200000.0,1772500000.0,1501418000.0,1395700000.0,1032900000.0,1293900000.0
,interestExpense,171000000.0,224000000.0,228000000.0,299000000.0,141000000.0,116400000.0,167600000.0,136800000.0,103200000.0,147200000.0,221300000.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,892000000.0,875000000.0,888000000.0,883000000.0,678000000.0,479600000.0,392500000.0,410600000.0,419800000.0,0.0,0.0,0.0,100800000.0,84500000.0,94600000.0,97500000.0,108642000.0,0.0,0.0,0.0
,EBITDA,1490000000.0,1809000000.0,1610000000.0,1112000000.0,1271000000.0,1805600000.0,1988400000.0,2754000000.0,3359400000.0,3212800000.0,1313600000.0,798100000.0,1251000000.0,686100000.0,165900000.0,233400000.0,257876000.0,-5600000.0,-18800000.0,-134300000.0
,EBITDARatio,0.361299709020369,0.394117647058824,0.363513208399187,0.269249394673123,0.344911804613297,0.419098020100736,0.4192106594704,0.503041262534933,0.550360419397117,0.526869906033225,0.331298865069357,0.305973010274498,0.319043125653516,0.248884535858091,0.0850987432675045,0.122301404317753,0.156226751610879,-0.00402848715919718,-0.0185386056601913,-0.115815798551225
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,598000000.0,934000000.0,722000000.0,229000000.0,593000000.0,1326000000.0,1595900000.0,2343400000.0,2939600000.0,2794900000.0,917300000.0,679800000.0,1150200000.0,601600000.0,71300000.0,135900000.0,149234000.0,-5600000.0,-18800000.0,-134300000.0
,operatingIncomeRatio,0.145004849660524,0.203485838779956,0.163016482275909,0.0554479418886199,0.160922659430122,0.307778009887891,0.336460617304773,0.42804171918096,0.481585845347313,0.458338116400728,0.231349306431274,0.260619536880846,0.293336053658412,0.218231943991004,0.0365734803795845,0.0712114860616223,0.0904091231828393,-0.00402848715919718,-0.0185386056601913,-0.115815798551225
,totalOtherIncomeExpensesNet,26000000.0,55000000.0,53000000.0,-51000000.0,-624000000.0,-136800000.0,768700000.0,13800000.0,20900000.0,-3800000.0,-9800000.0,12800000.0,4900000.0,2500000.0,-20500000.0,-28400000.0,-162000.0,0.0,0.0,0.0
,incomeBeforeTax,463000000.0,772000000.0,547000000.0,-125000000.0,-226000000.0,1057600000.0,2187300000.0,2209700000.0,2829500000.0,2645600000.0,687700000.0,695600000.0,1058500000.0,571300000.0,53000000.0,92500000.0,109022000.0,-32600000.0,-46400000.0,-148400000.0
,incomeBeforeTaxRatio,0.112269641125121,0.168191721132898,0.123504177015128,-0.0302663438256659,-0.0613297150610583,0.245479655548592,0.461144375105414,0.403620289696239,0.463548492791612,0.43385427770216,0.17344262295082,0.266676890047539,0.2699497589962,0.207240541226829,0.0271864580661708,0.0484699224481241,0.0660478404896974,-0.0234515502481836,-0.0457548565230253,-0.127975163849603
,incomeTaxExpense,31000000.0,126000000.0,119000000.0,-575000000.0,-68000000.0,395800000.0,773000000.0,686500000.0,964200000.0,-926500000.0,273700000.0,246000000.0,378100000.0,199500000.0,19700000.0,128700000.0,41400000.0,12600000.0,16600000.0,59300000.0
,netIncome,317000000.0,493000000.0,290000000.0,358000000.0,-277000000.0,699900000.0,1390300000.0,1464600000.0,1848700000.0,1539200000.0,349200000.0,365600000.0,684600000.0,372700000.0,33300000.0,-39000000.0,67732000.0,-18400000.0,-28100000.0,-74200000.0
,netIncomeRatio,0.0768671193016489,0.107407407407407,0.0654775344321517,0.086682808716707,-0.0751696065128901,0.162453868115034,0.293114353179288,0.267521508027837,0.302866972477064,0.252414765739025,0.0880706179066835,0.140162551755866,0.174593863966744,0.135197881525012,0.017081302898179,-0.0204359673024523,0.0410334825269045,-0.0132364578087907,-0.0277092988857115,-0.0639875819248017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.43960036330609,2.24,1.25,1.53319057815846,-1.19,2.97,5.432,4.974,5.788,4.436,1.08,1.508,2.478,1.342,0.121090909090909,-0.408,0.246,-0.066,-0.102,-0.269818
,EPSDiluted,1.43960036330609,2.23,1.24,1.53056861906798,-1.19,2.96,5.416,4.948,5.718,4.396,1.068,1.484,2.43,1.314,0.120871143375681,-0.408,0.246,-0.066,-0.102182,-0.269818
,weightedAverageShsOut,220200000.0,220200000.0,232600000.0,233500000.0,233100000.0,235300000.0,256000000.0,294500000.0,319500000.0,347000000.0,323500000.0,242500000.0,276500000.0,277500000.0,275000000.0,274999995.0,275000000.0,275000000.0,275000000.0,275000000.0
,weightedAverageShsOutDil,220200000.0,221600000.0,233800000.0,233900000.0,233100000.0,236100000.0,256500000.0,296000000.0,323500000.0,350000000.0,327000000.0,246000000.0,282000000.0,283500000.0,275500000.0,274999995.0,275000000.0,275000000.0,275000000.0,275000000.0
