date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY,1992-03-31_FY,1991-03-31_FY,1990-03-31_FY,1989-03-31_FY,1988-03-31_FY,1987-03-31_FY,1986-03-31_FY
,revenue,20358300000.0,36819000000.0,39750300000.0,33695500000.0,27015800000.0,30379700000.0,43386389000.0,41561947000.0,38945338000.0,34622854000.0,19131147000.0,11295177000.0,18509403000.0,13729555000.0,10785136000.0,8733947000.0,5654373000.0,2661790000.0,1547000000.0,1365065000.0,1529242000.0,1200297000.0,744200000.0,801700000.0,772600000.0,642300000.0,361900000.0,250500000.0,254800000.0,205500000.0,234300000.0,142200000.0,64500000.0,41100000.0,9200000.0,7300000.0
,costOfRevenue,19506500000.0,35707000000.0,38731800000.0,32763300000.0,26116800000.0,29519200000.0,42572767000.0,40809189000.0,38271891000.0,33987851000.0,18689006000.0,10919586000.0,18114020000.0,13484283000.0,10571067000.0,8555283000.0,5524417000.0,2561082000.0,1484000000.0,1288891000.0,1455150000.0,1133622000.0,682000000.0,749000000.0,724100000.0,600300000.0,332700000.0,222100000.0,229300000.0,180700000.0,208600000.0,125200000.0,54300000.0,35100000.0,8600000.0,6500000.0
,grossProfit,851800000.0,1112000000.0,1018500000.0,932200000.0,899000000.0,860500000.0,813622000.0,752758000.0,673447000.0,635003000.0,442141000.0,375591000.0,395383000.0,245272000.0,214069000.0,178664000.0,129956000.0,100708000.0,63000000.0,76174000.0,74092000.0,66675000.0,62200000.0,52700000.0,48500000.0,42000000.0,29200000.0,28400000.0,25500000.0,24800000.0,25700000.0,17000000.0,10200000.0,6000000.0,600000.0,800000.0
,grossProfitRatio,0.0418404287194903,0.0302017979847361,0.0256224481324669,0.0276654152631657,0.0332768231923541,0.0283248353341211,0.0187529319390927,0.0181117116577816,0.017292108236421,0.0183405735413955,0.0231110554949999,0.0332523341599693,0.0213611967927869,0.0178645265633154,0.0198485211498492,0.0204562725191715,0.0229832733001519,0.0378346901896844,0.0407239819004525,0.055802470944607,0.0484501471971081,0.0555487516839582,0.083579682880946,0.0657353124610203,0.0627750453015791,0.0653900046707146,0.0806852721746339,0.113373253493014,0.100078492935636,0.120681265206813,0.109688433632096,0.119549929676512,0.158139534883721,0.145985401459854,0.0652173913043478,0.10958904109589
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,678000000.0,792600000.0,741700000.0,735100000.0,694700000.0,605800000.0,540717000.0,476655000.0,411634000.0,369858000.0,257013000.0,217044000.0,225562000.0,0.0,0.0,0.0,0.0,38757000.0,30000000.0,54885000.0,54085000.0,57327000.0,42000000.0,31900000.0,31000000.0,25400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,68800000.0,11500000.0,-3800000.0,-6400000.0,-7500000.0,2000000.0,25640000.0,-406000.0,1669000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-378000.0,19000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,792600000.0,741700000.0,735100000.0,710100000.0,613300000.0,544474000.0,488400000.0,416424000.0,378031000.0,261275000.0,221596000.0,241643000.0,159384000.0,137423000.0,122044000.0,92980000.0,73718000.0,51000000.0,55885000.0,54085000.0,59757000.0,44800000.0,34300000.0,32900000.0,27100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,20184500000.0,36499600000.0,39473500000.0,33498400000.0,26826900000.0,30132500000.0,43117241000.0,41297589000.0,38688315000.0,34365882000.0,18950281000.0,11141182000.0,18355663000.0,13643667000.0,10708490000.0,8677327000.0,5617397000.0,2634800000.0,1535000000.0,1344776000.0,1509235000.0,1193379000.0,726800000.0,783300000.0,757000000.0,627400000.0,350600000.0,240900000.0,246700000.0,197000000.0,226400000.0,136300000.0,60700000.0,39100000.0,8900000.0,6700000.0
,interestExpense,48600000.0,80000000.0,74800000.0,66300000.0,43700000.0,34900000.0,31230000.0,21169000.0,20005000.0,16613000.0,5459000.0,4879000.0,10341000.0,1919000.0,2236000.0,3430000.0,1635000.0,310000.0,389000.0,0.0,348000.0,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,0.0,0.0,1000000.0,300000.0,400000.0,300000.0,300000.0,300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,85800000.0,87400000.0,81500000.0,86000000.0,82300000.0,63400000.0,59399000.0,44710000.0,36714000.0,40530000.0,19106000.0,16956000.0,13870000.0,6901000.0,4866000.0,3826000.0,3596000.0,3830000.0,2200000.0,1939000.0,2350000.0,2430000.0,2800000.0,2400000.0,1900000.0,1700000.0,1400000.0,1500000.0,1500000.0,2000000.0,1900000.0,900000.0,500000.0,400000.0,300000.0,200000.0
,EBITDA,259600000.0,406800000.0,358300000.0,283100000.0,271200000.0,310600000.0,328547000.0,309068000.0,293737000.0,297502000.0,199972000.0,170951000.0,167610000.0,92789000.0,81512000.0,60446000.0,40572000.0,30820000.0,14200000.0,22228000.0,22357000.0,9348000.0,20200000.0,20800000.0,17500000.0,16600000.0,12700000.0,11100000.0,9600000.0,10500000.0,9800000.0,6800000.0,4300000.0,2400000.0,600000.0,800000.0
,EBITDARatio,0.012751555876473,0.0110486433634808,0.00901376844954629,0.00840171536258551,0.0100385700219871,0.0102239324285625,0.00757258226767846,0.00743632149860544,0.00754228914382512,0.00859264808152442,0.010452692669185,0.0151348668551188,0.00905539741071065,0.00675833994619636,0.00755780919220676,0.00692081140405363,0.007175331376264,0.0115786745009937,0.00917905623787977,0.0162834736807405,0.0146196612439365,0.00778807245206811,0.02714324106423,0.0259448671572908,0.0226507895418069,0.0258446208936634,0.0350925670074606,0.044311377245509,0.0376766091051805,0.0510948905109489,0.0418267178830559,0.0478199718706048,0.0666666666666667,0.0583941605839416,0.0652173913043478,0.10958904109589
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,173800000.0,319400000.0,276800000.0,197100000.0,188900000.0,247200000.0,269148000.0,264358000.0,257023000.0,256972000.0,180866000.0,153995000.0,153740000.0,85888000.0,76646000.0,56620000.0,36976000.0,26990000.0,12000000.0,20289000.0,20007000.0,6918000.0,17400000.0,18400000.0,15600000.0,14900000.0,11300000.0,9600000.0,8100000.0,8500000.0,7900000.0,5900000.0,3800000.0,2000000.0,300000.0,600000.0
,operatingIncomeRatio,0.00853705859526581,0.00867486895352943,0.00696346945809214,0.00584944577169058,0.00699220456177496,0.00813701254456101,0.00620351235038251,0.006360577862245,0.00659958324151661,0.00742203401256292,0.00945400712252119,0.0136336951603326,0.0083060485527275,0.00625570165966778,0.00710663268409411,0.00648275058229687,0.00653936342720935,0.0101397931467171,0.00775694893341952,0.0148630285004743,0.0130829522076951,0.0057635735155549,0.0233808116097823,0.0229512286391418,0.0201915609629821,0.0231978826093726,0.0312240950538823,0.0383233532934132,0.0317896389324961,0.0413625304136253,0.0337174562526675,0.0414908579465541,0.0589147286821705,0.048661800486618,0.0326086956521739,0.0821917808219178
,totalOtherIncomeExpensesNet,32900000.0,-8200000.0,-20900000.0,-157900000.0,-7500000.0,2000000.0,25640000.0,-406000.0,1669000.0,-2944000.0,1409000.0,-423000.0,-7710000.0,-2413000.0,1400000.0,-147000.0,-797000.0,115000.0,-2000000.0,1659000.0,-6436000.0,-11284000.0,1500000.0,2200000.0,2200000.0,1900000.0,1800000.0,100000.0,200000.0,700000.0,800000.0,700000.0,200000.0,100000.0,200000.0,100000.0
,incomeBeforeTax,161700000.0,237300000.0,184900000.0,-21100000.0,142100000.0,219300000.0,269551000.0,246665000.0,239595000.0,238203000.0,177530000.0,149909000.0,137575000.0,86586000.0,81399000.0,55828000.0,35528000.0,27618000.0,12000000.0,23226000.0,16343000.0,1272000.0,18900000.0,20800000.0,17900000.0,16800000.0,13000000.0,8400000.0,8300000.0,8900000.0,7700000.0,6200000.0,3600000.0,1700000.0,300000.0,300000.0
,incomeBeforeTaxRatio,0.00794270641458275,0.00644504196203047,0.00465153722110273,-0.000626196376370732,0.00525988495621081,0.0072186361287307,0.00621280097774443,0.00593487595756763,0.0061520842366293,0.00687993543224368,0.00927963179625351,0.0132719478411007,0.00743270866164619,0.00630654088934419,0.00754733180926045,0.00639206993126933,0.00628327844661115,0.0103757246063739,0.00775694893341952,0.0170145743975562,0.010686993948636,0.00105973771491556,0.0253963988175222,0.0259448671572908,0.023168521874191,0.0261560018682858,0.0359215252832274,0.0335329341317365,0.032574568288854,0.04330900243309,0.0328638497652582,0.0436005625879044,0.0558139534883721,0.0413625304136253,0.0326086956521739,0.0410958904109589
,incomeTaxExpense,52100000.0,56200000.0,55900000.0,149200000.0,15700000.0,36300000.0,51144000.0,39505000.0,38244000.0,39001000.0,31027000.0,32346000.0,32370000.0,21235000.0,17353000.0,15475000.0,6969000.0,5744000.0,-1884000.0,5991000.0,4557000.0,1444000.0,3800000.0,4900000.0,4600000.0,5900000.0,4900000.0,3200000.0,3000000.0,3000000.0,2900000.0,2200000.0,1400000.0,700000.0,100000.0,100000.0
,netIncome,109600000.0,178900000.0,127700000.0,-170200000.0,126500000.0,186900000.0,221747000.0,203075000.0,189345000.0,194029000.0,146865000.0,117139000.0,105039000.0,64773000.0,63948000.0,39609000.0,28559000.0,21874000.0,10000000.0,17235000.0,10634000.0,9635000.0,15100000.0,15900000.0,13300000.0,10900000.0,8100000.0,5200000.0,1600000.0,5900000.0,4800000.0,4000000.0,2200000.0,1000000.0,200000.0,200000.0
