date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,revenue,13978500000.0,11820000000.0,10944000000.0,9052000000.0,6794752000.0,6287375000.0,5856277000.0,5245326000.0,4731555000.0,5651035000.0,4507938000.0,1596063000.0,2953678000.0,3808679000.0,3597104000.0,2528967000.0,3363773000.0,1540044211.87,1957377508.72,1847572046.89,2160781226.52,1197516950.0,774641610.0,808453737.0,619395023.0,446342493.0
,costOfRevenue,7181300000.0,6540200000.0,5914000000.0,4976000000.0,3750272000.0,3391631000.0,3259903000.0,3068064000.0,2726298000.0,3201645000.0,5105536000.0,2275342000.0,1938164000.0,2248335000.0,4270172000.0,3109544000.0,4256230000.0,1171905700.88,1490082951.4,1795624926.69,1205906423.42,755479158.0,444917988.0,452908638.0,361240112.0,276556086.0
,grossProfit,6797200000.0,5279800000.0,5029000000.0,4076000000.0,3044480000.0,2895744000.0,2596374000.0,2177262000.0,2005257000.0,2449390000.0,1955170000.0,458392000.0,1015514000.0,1560344000.0,-673068000.0,974195000.0,1235658000.0,368138510.99,467294557.32,51947120.2,954874803.1,442037792.0,329723622.0,355545099.0,258154911.0,169786407.0
,grossProfitRatio,0.486261043745752,0.44668358714044,0.459521198830409,0.450287229341582,0.448063446612915,0.460564862124496,0.443348905798001,0.41508611666844,0.423805070426107,0.433440953736793,0.433717145178128,0.287201695672414,0.343813374375948,0.409681151916452,-0.1871138560353,0.385214595524576,0.36734286172105,0.239044118443189,0.238735019299154,0.02811642462736,0.441911837894785,0.369128630705394,0.425646670335718,0.439784099853818,0.416785575301596,0.380394897780884
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,2200800000.0,1968500000.0,-1575000000.0,-1259000000.0,-1105763000.0,-1068077000.0,-1074035000.0,-882029000.0,589182000.0,590270000.0,523426000.0,466761000.0,538324000.0,510503000.0,413708000.0,347901000.0,481526000.0,286219229.92,298206231.31,408934653.5,214699497.3,173913250.0,114000642.0,78636285.0,0.0,0.0
,GeneralAndAdministrativeExpenses,544900000.0,520500000.0,-488000000.0,-416000000.0,-374760000.0,-345732000.0,-321110000.0,-311741000.0,259301000.0,217904000.0,181045000.0,156644000.0,212341000.0,225668000.0,204799000.0,0.0,275104000.0,212237866.76,263069274.44,280480731.78,185558628.24,140223769.0,93622068.0,56909034.0,96255706.0,62392800.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,10113000000.0,2063900000.0,1580500000.0,1386746000.0,1330609000.0,1314139000.0,1129314000.0,848483000.0,808174000.0,704471000.0,623405000.0,730196201.7,736115464.46,591364921.96,524679563.3,532194809.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,9927000000.0,9029200000.0,3851000000.0,3301000000.0,2269749000.0,1977822000.0,1864758000.0,1874294000.0,3574781000.0,4009819000.0,5810007000.0,2898747000.0,2688829000.0,2984506000.0,4888679000.0,3457445000.0,5012860000.0,1670362797.56,2051358457.15,2485040311.97,1672196529.54,1112150389.0,686391300.0,604272123.0,466976764.0,345422139.0
,interestExpense,43400000.0,36600000.0,0.0,0.0,0.0,0.0,0.0,0.0,6196000.0,33737000.0,23301000.0,49303000.0,-22599000.0,-33451000.0,50488000.0,52523000.0,60131000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,490800000.0,366000000.0,417000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140201000.0,119190000.0,126344000.0,87092000.0,90531000.0,123090000.0,144547603.29,165925418.58,159074849.67,66031980.58,42534212.0,33850602.0,15818166.0,9480946.0,6473253.0
,EBITDA,4542300000.0,3156800000.0,3382000000.0,2496000000.0,1657734000.0,1565135000.0,1282235000.0,1047948000.0,1156774000.0,1641216000.0,1250699000.0,-24812000.0,406235000.0,951731000.0,957744000.0,539648000.0,640080000.0,14229017.6,71944470.15,-478393415.41,554616677.56,127900773.0,122100912.0,219999780.0,161899205.0,107393607.0
,EBITDARatio,0.324949028865758,0.267072758037225,0.309027777777778,0.275740167918692,0.243972701284756,0.248932980774966,0.218950538029537,0.199787010378383,0.244480725681092,0.290427505757795,0.277443700423564,-0.0155457522666712,0.137535303442014,0.249884802578532,0.266254186701302,0.213386730629542,0.190286324314988,0.00923935656543418,0.0367555414474171,-0.258930858049771,0.256674146717401,0.106804979253112,0.157622454595487,0.272124142584055,0.261382799325464,0.240608072689149
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,4051500000.0,2790800000.0,2965000000.0,2496000000.0,1657734000.0,1565135000.0,1282235000.0,1047948000.0,1156774000.0,1641216000.0,1250699000.0,-165013000.0,287045000.0,825387000.0,870652000.0,449117000.0,516990000.0,-130318585.69,-93980948.43,-637468265.08,488584696.98,85366561.0,88250310.0,204181614.0,152418259.0,100920354.0
,operatingIncomeRatio,0.289837965446936,0.236108291032149,0.270924707602339,0.275740167918692,0.243972701284756,0.248932980774966,0.218950538029537,0.199787010378383,0.244480725681092,0.290427505757795,0.277443700423564,-0.103387522923594,0.0971822250089549,0.216712146127306,0.242042487512176,0.177589110494522,0.153693486451077,-0.0846200288833011,-0.0480137060997792,-0.345030260743035,0.226114837996293,0.0712863070539419,0.113924050632911,0.252558191836276,0.246076015047347,0.226105189585882
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,95000000.0,93777000.0,83200000.0,81006000.0,64456000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24442625.49,0.0,-57358746.85,0.0,36173956.0,6821280.0,14636349.0,3856656.0,701919.0
,incomeBeforeTax,4016600000.0,2765800000.0,2937000000.0,2445000000.0,1691378000.0,1548620000.0,1273635000.0,1023477000.0,1150578000.0,1648635000.0,1242523000.0,-171550000.0,309644000.0,858838000.0,869798000.0,435023000.0,495060000.0,-183859234.56,-130737954.3,-698433639.12,490701400.1,118360389.0,89444034.0,218817963.0,156033874.0,101232318.0
,incomeBeforeTaxRatio,0.28734127409951,0.233993231810491,0.268366228070175,0.270106053910738,0.248924169712154,0.246306288395396,0.217482028257885,0.195121714074588,0.243171219609621,0.291740362606142,0.275630010883025,-0.107483225912762,0.104833363690964,0.225494981330797,0.241805074304218,0.172016084037475,0.147174021552584,-0.119385685906217,-0.0667924065325009,-0.378027823215699,0.22709443884344,0.0988381742738589,0.115465052283985,0.270662318677612,0.251913348034765,0.22680412371134
,incomeTaxExpense,551500000.0,191700000.0,-351000000.0,-310000000.0,-219484000.0,-161446000.0,-76995000.0,-7987000.0,-4262000.0,-181675000.0,-220703000.0,20625000.0,12726000.0,-170995000.0,-245109000.0,-123559000.0,-173798000.0,-59570512.69,-42751187.17,-218608362.37,146318700.28,37565262.0,27796716.0,71272656.0,54716307.0,37279698.0
,netIncome,3553700000.0,2574100000.0,2591000000.0,2118000000.0,1471894000.0,1387174000.0,1196640000.0,1015490000.0,1146316000.0,1466960000.0,1021820000.0,-150925000.0,322370000.0,687843000.0,624689000.0,311464000.0,321262000.0,-159936698.72,-207684563.98,-479826400.66,345439986.64,80795127.0,61647318.0,147545307.0,101317567.0,63952620.0
,netIncomeRatio,0.254226132989949,0.217774957698816,0.236750730994152,0.233981440565621,0.21662218135408,0.220628481679556,0.204334596877846,0.193599025113024,0.242270458654713,0.259591384587071,0.226671263003174,-0.0945608036775491,0.109141890212813,0.180598837549712,0.173664425604597,0.123158586094639,0.0955064446976654,-0.103852017680581,-0.106103479300634,-0.259706462580275,0.159868098815511,0.0674688796680498,0.0795817281232801,0.182503092319802,0.163575042158516,0.143281495719028
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,8.49,6.13,6.1,4.93,3.46,3.22,2.74,2.36,2.7,3.44665874093671,2.34822335491996,-0.35,0.746883833001251,1.48753043861888,1.31552246978057,0.64338374271591,0.66,-0.482891,-0.642884,-1.505969,1.212206,0.283625895409704,0.18825,0.460448,0.323476,0.212703
,EPSDiluted,8.48,6.12,6.08,4.91,3.44,3.21,2.72,2.34,2.68,3.41906477754497,2.32774606240916,-0.35,0.742437327990235,1.41635522389904,1.23950411025769,0.573620710929889,0.66,-0.482891,-0.642884,-1.505969,1.168392,0.280832408543591,0.18825,0.460448,0.323476,0.212703
