Date,2018-12-31,2017-12-31
Depreciation & Amortization,127000.0,84000.0
Stock-based compensation,865000.0,726000.0
Operating Cash Flow,-22166000.0,-23406000.0
Capital Expenditure,-347000.0,-319000.0
Acquisitions and disposals,0.0,0.0
Investment purchases and sales,-58689000.0,23831000.0
Investing Cash flow,-59036000.0,23512000.0
Issuance (repayment) of debt,0.0,0.0
Issuance (buybacks) of shares,0.0,0.0
Dividend payments,0.0,0.0
Financing Cash Flow,89844000.0,0.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,8642000.0,106000.0
Free Cash Flow,-22513000.0,-23725000.0
Net Cash/Marketcap,,
