Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,1556240.0,2017323.0,2566136.0,1268955.0,210123.0,70725.0,49814.0
Stock-based compensation,628430.0,594371.0,1123481.0,825145.0,101830.0,0.0,0.0
Operating Cash Flow,5452268.0,-74131.0,-10847312.0,-6796479.0,-437445.0,422217.0,2175937.0
Capital Expenditure,-1111117.0,-449204.0,-1567727.0,-4054446.0,-656805.0,-241412.0,-84044.0
Acquisitions and disposals,-100000.0,0.0,-839000.0,-4925525.0,-900000.0,0.0,0.0
Investment purchases and sales,245713.0,76351.0,35905.0,42388.0,4179.0,10353.0,-90000.0
Investing Cash flow,-1243654.0,-372853.0,-2695822.0,-10013083.0,-2060126.0,-231059.0,-174044.0
Issuance (repayment) of debt,0.0,768500.0,-436350.0,-218500.0,0.0,0.0,0.0
Issuance (buybacks) of shares,326298.0,654266.0,196498.0,14375532.0,22425000.0,-240000.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,326298.0,1422766.0,-239852.0,12805629.0,19777604.0,-240000.0,0.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,4534912.0,975782.0,-13782986.0,-4003933.0,17280033.0,-48842.0,2001893.0
Free Cash Flow,4341151.0,-523335.0,-12415039.0,-10850925.0,-1094250.0,180805.0,2091893.0
Net Cash/Marketcap,0.0679,0.0486,0.0894,0.2806,0.3388,0.0429,0.0429
