date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,revenue,299488000.0,938091000.0,863704000.0,870005000.0,896558000.0,930990000.0,872862000.0,799688000.0,749647000.0,638230000.0,624371000.0,575681000.0,693234000.0,710933000.0,491890000.0,229450263.0,7073864.0
,costOfRevenue,340625000.0,638358000.0,599500000.0,581266000.0,587872000.0,618469000.0,594098000.0,572017000.0,530914000.0,464465000.0,457872000.0,433417000.0,479518000.0,476188000.0,335340000.0,181269258.0,6166890.0
,grossProfit,-41137000.0,299733000.0,264204000.0,288739000.0,308686000.0,312521000.0,278764000.0,227671000.0,218733000.0,173765000.0,166499000.0,142264000.0,213716000.0,234745000.0,156550000.0,48181005.0,906974.0
,grossProfitRatio,-0.137357757239021,0.319513778514025,0.305896464529515,0.331882000678157,0.344301205276178,0.335686742070269,0.319367780932152,0.284699782915337,0.291781331746809,0.272260783730003,0.266666773440791,0.247122972618516,0.308288399011012,0.330192859242713,0.318262213096424,0.209984527234994,0.128214791802613
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,34309000.0,55648000.0,54835000.0,55235000.0,53772000.0,54694000.0,52294000.0,48618000.0,46010000.0,43278000.0,38402000.0,37873000.0,42556000.0,43582000.0,33317000.0,13461528.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,3330000.0,1942000.0,4113000.0,6555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,200690000.0,159359000.0,154325000.0,151216000.0,155837000.0,151944000.0,152513000.0,146162000.0,130537000.0,126866000.0,120602000.0,121407000.0,117897000.0,85679000.0,41051762.0,0.0
,costAndExpenses,499781000.0,839048000.0,758859000.0,735591000.0,739088000.0,774306000.0,746042000.0,724530000.0,677076000.0,595002000.0,584738000.0,554019000.0,600925000.0,594085000.0,421019000.0,222321020.0,11334338.0
,interestExpense,53995000.0,46584000.0,40970000.0,38481000.0,41735000.0,52684000.0,58278000.0,57279000.0,53771000.0,45406000.0,45524000.0,51609000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,114716000.0,118110000.0,104524000.0,99090000.0,97444000.0,101143000.0,99650000.0,103895000.0,100152000.0,87259000.0,88464000.0,82729000.0,78156000.0,74315000.0,52362000.0,27590234.0,1053283.0
,EBITDA,-85577000.0,217153000.0,209369000.0,233504000.0,254914000.0,257827000.0,226470000.0,179053000.0,172723000.0,130487000.0,128097000.0,104391000.0,170465000.0,191163000.0,123233000.0,34719477.0,-3207191.0
,EBITDARatio,-0.285744337001816,0.2314839391914,0.242408278762169,0.268393859805403,0.284325163570009,0.276938527803736,0.259456821353204,0.223903572393233,0.230405777652682,0.204451373329364,0.205161674709428,0.181334801739158,0.245898210416685,0.268890317371679,0.250529589948972,0.151315917210345,-0.453386013641201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-200293000.0,99043000.0,104845000.0,134414000.0,157470000.0,156684000.0,126820000.0,75158000.0,72571000.0,43228000.0,39633000.0,21662000.0,92309000.0,116848000.0,70871000.0,7129243.0,-4260474.0
,operatingIncomeRatio,-0.668784725932258,0.105579309469977,0.121389966933116,0.154497962655387,0.175638385915914,0.168298263139239,0.145292153857082,0.0939841538199898,0.0968068971129078,0.0677310687369757,0.0634766829337045,0.0376284782718207,0.133157058078513,0.164358666709802,0.144078960743256,0.0310709733202616,-0.602283843738019
,totalOtherIncomeExpensesNet,-168582000.0,152583000.0,25216000.0,4331000.0,10698000.0,-11410000.0,83894000.0,-1492000.0,-41291000.0,-2521000.0,-1436000.0,-2542000.0,-695000.0,359000.0,0.0,0.0,0.0
,incomeBeforeTax,-422479000.0,206239000.0,90897000.0,102084000.0,127195000.0,97205000.0,169013000.0,22715000.0,-22184000.0,-4085000.0,-6530000.0,-32121000.0,43553000.0,68161000.0,38594000.0,-8689201.0,-3699738.0
,incomeBeforeTaxRatio,-1.41067087829896,0.219849673432535,0.105240915869326,0.117337256682433,0.141870353061375,0.104410358865294,0.193630837406142,0.0284048278828743,-0.0295925949146732,-0.00640051392131363,-0.010458525460023,-0.0557965262011426,0.0628258279311171,0.0958754200466148,0.0784606314419891,-0.0378696493365972,-0.523015144198418
,incomeTaxExpense,-26452000.0,22028000.0,3101000.0,10207000.0,12399000.0,11575000.0,5636000.0,-1113000.0,-6158000.0,3655000.0,2642000.0,-21031000.0,-9376000.0,5264000.0,3383000.0,-1353261.0,-1582113.0
,netIncome,-394375000.0,183487000.0,87784000.0,91877000.0,114796000.0,85630000.0,163377000.0,49065000.0,-16592000.0,-7678000.0,-9172000.0,-11090000.0,52929000.0,68309000.0,35211000.0,-7335940.0,-2117625.0
,netIncomeRatio,-1.31683072443637,0.195596162845609,0.101636671822754,0.105605140200344,0.12804079602212,0.0919773574367072,0.187173917526482,0.0613551785196227,-0.0221330839715226,-0.0120301458721777,-0.0146899839998975,-0.0192641410781318,0.0763508425726378,0.0960835971884833,0.0715830775173311,-0.0319718090713193,-0.299359020755841
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.95225725490973,0.91,0.427249860194962,0.457590216772265,0.570898367682529,0.426451278242761,0.83,0.25,-0.09,-0.05,-0.06,-0.1,0.56873281506357,0.72515005178248,0.521375252608464,-0.19,-0.12
,EPSDiluted,-1.95225725490973,0.9,0.425864795301438,0.455916686752202,0.569209291854275,0.42504729501202,0.83,0.25,-0.09,-0.05,-0.06349,-0.1,0.568419046309061,0.724646713642976,0.519983109963292,-0.19,-0.12
,weightedAverageShsOut,202009750.0,202009750.0,205462911.0,200784450.0,201079573.0,200796678.0,196839759.0,196260000.0,180826124.0,166667459.0,144463587.0,107404074.0,93064790.0,94199814.0,67534851.0,39145789.0,18162916.0
,weightedAverageShsOutDil,202009750.0,202741630.0,206131150.0,201521468.0,201676258.0,201459934.0,196839759.0,196260000.0,180826124.0,166667459.0,144463587.0,107404074.0,93116162.0,94265245.0,67715661.0,39145789.0,18162916.0
