Date,2018-12-31,2017-12-31,2016-12-31
Revenue,528854287.4096,285023730.5018,113296180.8495
Revenue Growth,0.85547458269009,1.51573996903231,
Cost of Revenue,506998006.9465,285726840.5381,166318464.7948
Gross Profit,21856280.4631,-703110.0363,-53022283.9453
R&D Expenses,47660551.809,32060763.1499,13456323.1102
SG&A Expense,106472149.3488,62110688.029,45859007.4874
Operating Expenses,146186235.6006,92765377.7207,58768689.1289
Operating Income,-124329955.1375,-93468487.757,-111790973.0742
Interest Expense,0.0,0.0,1282126.7099
Earnings before Tax,-126813289.1462,-92638746.0701,-112727394.9604
Income Tax Expense,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-126813289.1462,-92638746.0701,-112727394.9604
Preferred Dividends,964061.7945,0.0,41028518.0706
Net Income Com,-127777350.9407,-92638746.0701,-153755913.031
EPS,-1.5745,-1.1313,-1.7846
EPS Diluted,-1.5745,-1.1313,-1.7846
Weighted Average Shs Out,324624000.0,324624000.0,324624000.0
Weighted Average Shs Out (Dil),1174408.1042,1237725.2116,1240592.3686
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.0413,-0.0025,-0.468
EBITDA Margin,-0.0329,-0.047,-0.1404
EBIT Margin,-0.2398,-0.325,-0.9837
Profit Margin,-0.035,-0.0491,-0.1954
Free Cash Flow margin,-0.1009,-0.2147,-0.9642
EBITDA,-120222065.123,-88702423.0653,-110428179.5536
EBIT,-126813289.1462,-92638746.0701,-111445268.2505
Consolidated Income,-126813289.1462,-92638746.0701,-112727394.9604
Earnings Before Tax Margin,-0.2398,-0.325,-0.995
Net Profit Margin,-0.2398,-0.325,-0.995
