Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,2000000.0,8000000.0,2000000.0,4000000.0,3000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,5000000.0,7000000.0,9000000.0,12000000.0,7000000.0
Inventories,,,,,
Total current assets,23000000.0,24000000.0,27000000.0,29000000.0,9000000.0
Property Plant & Equipment Net,1000000.0,1000000.0,1000000.0,1000000.0,0000000.0
Goodwill and Intangible Assets,21000000,22000000,24000000,25000000,6000000
Long-term investments,000000.0,000000.0,000000.0,000000.0,0000000.0
Tax assets,000000.0,000000.0,000000.0,0000000.0,000000.0
Total non-current assets,8000000.0,8000000.0,5000000.0,4000000.0,2000000.0
Total assets,32000000.0,40000000.0,40000000.0,47000000.0,22000000.0
Payables,2000000.0,1000000.0,2000000.0,2000000.0,0000000.0
Short-term debt,1000000.0,3000000.0,0000000.0,000000.0,000000.0
Total current liabilities,10000000.0,11000000.0,9000000.0,9000000.0,4000000.0
Long-term debt,5000000.0,4000000.0,000000.0,000000.0,000000.0
Total debt,5000000.0,4000000.0,000000.0,000000.0,000000.0
Deferred revenue,2000000.0,3000000.0,3000000.0,2000000.0,000000.0
Tax Liabilities,000000.0,000000.0,000000.0,0000000.0,000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,8000000.0,8000000.0,5000000.0,4000000.0,2000000.0
Total liabilities,18000000.0,20000000.0,14000000.0,13000000.0,6000000.0
Other comprehensive income,-4000000.0,-4000000.0,-3000000.0,-2000000.0,-2000000.0
Retained earnings (deficit),-47000000.0,-40000000.0,-34000000.0,-25000000.0,-20000000.0
Total shareholders equity,14000000.0,20000000.0,26000000.0,34000000.0,16000000.0
Investments,000000.0,000000.0,000000.0,000000.0,0000000.0
Net Debt,4000000,-1000000,-2000000,-4000000,-3000000
Other Assets,1000000,1000000,2000000,2000000,3000000
Other Liabilities,1000000,2000000,2000000,2000000,1000000
