date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2013-02-12_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-03-17_FY,2009-12-31_FY,2009-02-24_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,revenue,43043000.0,129146000.0,149167000.0,86264000.0,56555000.0,67030000.0,133776000.0,94331000.0,58050000.0,68573000.0,64622000.0,59030000.0,46906000.0,52750000.0,24758000.0,100310000.0,48302000.0,51723000.0,48625000.0,33854000.0,39019000.0,22307000.0,77243000.0,76600000.0,66770000.0,60084000.0,70931000.0,26653000.0,13800000.0,11300000.0,7500000.0,3400000.0,1500000.0,500000.0
,costOfRevenue,0.0,39562000.0,36323000.0,22425000.0,24323000.0,29753000.0,37337000.0,33871000.0,0.0,31419000.0,5766000.0,6713000.0,0.0,758000.0,0.0,27491000.0,12055000.0,12595000.0,11850000.0,671000.0,609000.0,567000.0,702000.0,717000.0,20303000.0,79836000.0,21029000.0,6289000.0,100000.0,100000.0,400000.0,1400000.0,600000.0,700000.0
,grossProfit,43043000.0,89584000.0,112844000.0,63839000.0,32232000.0,37277000.0,96439000.0,60460000.0,58050000.0,37154000.0,58856000.0,52317000.0,46906000.0,51992000.0,24758000.0,72819000.0,36247000.0,39128000.0,36775000.0,33183000.0,38410000.0,21740000.0,76541000.0,75883000.0,46467000.0,-19752000.0,49902000.0,20364000.0,13700000.0,11200000.0,7100000.0,2000000.0,900000.0,-200000.0
,grossProfitRatio,1.0,0.693664534712651,0.756494398895198,0.740042196049337,0.569923083723809,0.556124123526779,0.720899114938405,0.640934581420742,1.0,0.541816750032812,0.91077342081644,0.886278163645604,1.0,0.985630331753555,1.0,0.725939587279434,0.750424413067782,0.756491309475475,0.756298200514139,0.980179594730312,0.984392219175274,0.974581969785269,0.990911797832813,0.990639686684073,0.69592631421297,-0.328739764329938,0.703528781491872,0.764041571305294,0.992753623188406,0.991150442477876,0.946666666666667,0.588235294117647,0.6,-0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,8783000.0,11304000.0,12041000.0,16276000.0,13562000.0,11788000.0,13378000.0,12876000.0,8869000.0,10712000.0,0.0,8869000.0,6438000.0,7705000.0,5451000.0,7127000.0,0.0,0.0,0.0,0.0,0.0,0.0,3678000.0,9660000.0,5269000.0,5522000.0,4171000.0,1933000.0,1000000.0,800000.0,500000.0,1200000.0,700000.0,1100000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,233678000.0,389000.0,-94000.0,-214000.0,0.0,-318000.0,7000.0,-539000.0,0.0,-97000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,242461000.0,64007000.0,55316000.0,42502000.0,37993000.0,50509000.0,56517000.0,39508000.0,8869000.0,33728000.0,47208000.0,44723000.0,6438000.0,51815000.0,5451000.0,30470000.0,18631000.0,19553000.0,14671000.0,34772000.0,95801000.0,22646000.0,54778000.0,64300000.0,59354000.0,36748000.0,34752000.0,11538000.0,10900000.0,8800000.0,5800000.0,2200000.0,1100000.0,1700000.0
,costAndExpenses,242461000.0,103569000.0,91639000.0,64927000.0,62316000.0,80262000.0,93854000.0,73379000.0,8869000.0,65147000.0,52974000.0,51436000.0,6438000.0,52573000.0,5451000.0,57961000.0,30686000.0,32148000.0,26521000.0,35443000.0,96410000.0,23213000.0,55480000.0,65017000.0,79657000.0,116584000.0,55781000.0,17827000.0,11000000.0,8900000.0,6200000.0,3600000.0,1700000.0,2400000.0
,interestExpense,-21281000.0,12335000.0,7053000.0,2948000.0,4319000.0,3906000.0,2570000.0,4580000.0,0.0,5520000.0,4898000.0,9106000.0,-8392000.0,11708000.0,-6597000.0,10496000.0,8392000.0,16767000.0,13989000.0,19524000.0,21361000.0,24689000.0,31523000.0,31140000.0,0.0,30848000.0,0.0,6241000.0,3900000.0,2400000.0,2500000.0,700000.0,100000.0,100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,24432000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16212000.0,0.0,0.0,0.0,14292000.0,0.0,14939000.0,24371000.0,14963000.0,15984000.0,10503000.0,9061000.0,12481000.0,10979000.0,34752000.0,37948000.0,36147000.0,32797000.0,31841000.0,0.0,5600000.0,4300000.0,2400000.0,1000000.0,400000.0,200000.0
,EBITDA,-174986000.0,78191000.0,100270000.0,46927000.0,17652000.0,24530000.0,82136000.0,45681000.0,19019000.0,27619000.0,27849000.0,23341000.0,29816000.0,18078000.0,21477000.0,66720000.0,32579000.0,35559000.0,32607000.0,7472000.0,-44910000.0,10073000.0,56515000.0,49531000.0,23260000.0,-23703000.0,46991000.0,5804000.0,8400000.0,6700000.0,3700000.0,800000.0,200000.0,-1700000.0
,EBITDARatio,-4.06537648398113,0.605446548867174,0.672199615196391,0.543992859130112,0.312120944213597,0.365955542294495,0.61398158115058,0.484262861625553,0.327631352282515,0.402767853236697,0.43095230726378,0.395409114009826,0.635654287298,0.342710900473934,0.867477179093626,0.665138071976872,0.674485528549542,0.687489124760745,0.670580976863753,0.220712471199858,-1.15097772879879,0.451562289864168,0.73165205908626,0.646618798955614,0.348360041935001,-0.394497703215498,0.662488897661107,0.217761602821446,0.608695652173913,0.592920353982301,0.493333333333333,0.235294117647059,0.133333333333333,-3.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-199418000.0,25577000.0,57528000.0,21337000.0,-5761000.0,-13232000.0,39922000.0,20952000.0,2807000.0,3426000.0,11648000.0,7594000.0,15524000.0,177000.0,6538000.0,42349000.0,17616000.0,19575000.0,22104000.0,-1589000.0,-57391000.0,-906000.0,21763000.0,11583000.0,-12887000.0,-56500000.0,15150000.0,8826000.0,2800000.0,2400000.0,1300000.0,-200000.0,-200000.0,-1900000.0
,operatingIncomeRatio,-4.63299491206468,0.198047171418395,0.38566170801853,0.247345358434573,-0.101865440721422,-0.197404147396688,0.29842423155125,0.222111500991191,0.0483548664944014,0.0499613550522801,0.180248212682987,0.12864645095714,0.330959791924274,0.00335545023696682,0.264076258179174,0.422181238161699,0.36470539522173,0.378458326083174,0.454580976863753,-0.046936846458321,-1.47084753581588,-0.0406150535706281,0.28174721333972,0.15121409921671,-0.193005840946533,-0.940350176419679,0.213587852983886,0.331144711664728,0.202898550724638,0.212389380530973,0.173333333333333,-0.0588235294117647,-0.133333333333333,-3.8
,totalOtherIncomeExpensesNet,-14896000.0,-77768000.0,7785000.0,-1961000.0,-85280000.0,-109590000.0,25244000.0,24339000.0,0.0,-15454000.0,6909000.0,3191000.0,0.0,-15719000.0,0.0,-97943000.0,41826000.0,-1591000.0,-274000.0,24735000.0,137210000.0,-66868000.0,-6328000.0,32780000.0,0.0,61657000.0,49491000.0,12627000.0,0.0,0.0,-500000.0,-3200000.0,200000.0,800000.0
,incomeBeforeTax,-184522000.0,-65004000.0,57821000.0,16006000.0,-96378000.0,-127369000.0,61664000.0,39347000.0,1687000.0,-18481000.0,13666000.0,1687000.0,55143000.0,-27235000.0,58632000.0,-65903000.0,55143000.0,1246000.0,6271000.0,1784000.0,56692000.0,-60846000.0,-15640000.0,11662000.0,-49305000.0,-88114000.0,-10041000.0,2186000.0,0.0,0.0,-1700000.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,-4.28692237994564,-0.503337308162854,0.387625949439219,0.185546693869981,-1.7041464061533,-1.90017902431747,0.460949647171391,0.417116324432053,0.0290611541774332,-0.269508407099004,0.211475967936616,0.0285786888023039,1.17560653221336,-0.516303317535545,2.36820421681881,-0.656993320705812,1.14162974618028,0.0240898633103262,0.128966580976864,0.0526968748153837,1.45293318639637,-2.72766396198503,-0.202477894437036,0.152245430809399,-0.738430432829115,-1.46651354769989,-0.14156010771031,0.0820170337297865,0.0,0.0,-0.226666666666667,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,-279000.0,-287000.0,700000.0,79000.0,310000.0,-77000.0,-79000.0,0.0,1290000.0,0.0,0.0,283000.0,0.0,0.0,-6060000.0,377000.0,0.0,2402000.0,3705000.0,-12625000.0,-4158000.0,-3891000.0,176000.0,0.0,0.0,200000.0,0.0,0.0,0.0
,netIncome,-184522000.0,-65004000.0,57821000.0,16006000.0,-96378000.0,-127110000.0,63269000.0,38647000.0,1766000.0,-18791000.0,13743000.0,1766000.0,55143000.0,-18780000.0,58349000.0,-52403000.0,56702000.0,1246000.0,19117000.0,11167000.0,56710000.0,-118527000.0,-19718000.0,8449000.0,-36680000.0,-83960000.0,-6485000.0,1513000.0,-1200000.0,-2400000.0,-2500000.0,-4000000.0,0.0,-1200000.0
,netIncomeRatio,-4.28692237994564,-0.503337308162854,0.387625949439219,0.185546693869981,-1.7041464061533,-1.89631508279875,0.472947314914484,0.409695646182061,0.0304220499569337,-0.274029136832281,0.212667512611804,0.0299169913603253,1.17560653221336,-0.356018957345972,2.35677356813959,-0.522410527365168,1.17390584240818,0.0240898633103262,0.393151670951157,0.329857623914456,1.45339450011533,-5.31344421033756,-0.255272322411092,0.110300261096606,-0.549348509809795,-1.3973770055256,-0.0914268796435973,0.0567665928788504,-0.0869565217391304,-0.212389380530973,-0.333333333333333,-1.17647058823529,0.0,-2.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-22.0140777857313,-7.82017119105909,7.0,1.98658317870685,-15.8,-24.2,12.8,8.4,0.02,-4.0,3.04888464908875,0.465208171436851,1.22,-6.8,1.14522,-21.4,24.4,0.6,9.8,6.2,31.6,-79.0,-15.2,7.4,-108.2,-265.2,-22.2,3.4,-6.8,-12.0,-26.8,-78.4,-5.6,-64.0
,EPSDiluted,-22.0140777857313,-7.81711482033768,6.8,1.9658077669426,-15.8,-24.2,12.4,8.2,0.02,-4.0,2.97970599713803,0.457370765565109,1.22,-6.8,1.14522,-21.4,23.8,0.6,9.2,5.8,31.0,-79.0,-15.2,5.2,-108.2,-265.2,-22.2,3.4,-6.8,-12.0,-26.8,-78.4,-5.6,-64.0
,weightedAverageShsOut,8382000.0,8312350.0,8281750.0,8057050.0,6106600.0,5230250.0,4941750.0,4622550.0,88300000.0,4595700.0,4507550.0,3796150.0,2774950.0,2774950.0,50950000.0,2450250.0,2323852.0,2076667.0,1950714.0,1801129.0,1794620.0,1500342.0,1297237.0,1141757.0,1129750.0,317308.0,315217.0,339722.0,235294.0,216667.0,76271.0,53571.0,24390.0,21875.0
,weightedAverageShsOutDil,8382000.0,8315600.0,8384450.0,8142200.0,6106600.0,5230250.0,5073400.0,4676900.0,88300000.0,4595700.0,4612200.0,3861200.0,2774950.0,2774950.0,50950000.0,2450250.0,2382437.0,2076667.0,2077935.0,1925345.0,1829355.0,1500342.0,1297237.0,1141757.0,1129750.0,317308.0,315217.0,339722.0,235294.0,216667.0,76271.0,53571.0,24390.0,21875.0
