date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2002-02-02_FY,2001-01-27_FY,2000-01-29_FY,1999-01-30_FY,1998-01-31_FY,1997-01-31_FY,1996-01-31_FY,1995-01-31_FY,1994-01-31_FY,1993-01-31_FY,1992-01-31_FY,1991-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-15000000.0,105500000.0,-657400000.0,519300000.0,543200000.0,467900000.0,381300000.0,368000000.0,359900000.0,324400000.0,200400000.0,164100000.0,-393700608.0,219800000.0,249600000.0,239100000.0,252500000.0,250363000.0,194700000.0,146100000.0,145800000.0,103900000.0,82200000.0,83100000.0,11900000.0,-37200000.0,-41500000.0,-169000000.0,-37900000.0,-221100000.0,148800000.0
,depreciationAndAmortization,176000000.0,178000000.0,183600000.0,203400000.0,188800000.0,175300000.0,126000000.0,110200000.0,99400000.0,92400000.0,97800000.0,108900000.0,0.0,114100000.0,93400000.0,83600000.0,77700000.0,73722000.0,57400000.0,49900000.0,45900000.0,44900000.0,45800000.0,43800000.0,39400000.0,40600000.0,44700000.0,54700000.0,55200000.0,110400000.0,57500000.0
,deferredIncomeTax,141000000.0,21500000.0,-105600000.0,-33400000.0,27700000.0,25000000.0,-47600000.0,-20400000.0,4300000.0,29300000.0,25100000.0,15500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,20300000.0
,stockBasedCompensation,14000000.0,16900000.0,16500000.0,16100000.0,8000000.0,16400000.0,12100000.0,14400000.0,15700000.0,17000000.0,17000000.0,0.0,699370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,979800000.0,-320600000.0,-586100000.0,-1030000000.0,3438900000.0,-3069000000.0,712100000.0,192700000.0,15100000.0,317800000.0,16800000.0,138600390.0,-140200390.0,69300000.0,520500000.0,-103500000.0,94411000.0,142189000.0,126300000.0,339900000.0,-143900000.0,61700000.0,709200000.0,42800000.0,9900000.0,8500000.0,-25100000.0,-31000000.0,100900000.0,55100000.0,-237200000.0
,accountsReceivables,-50000000.0,-15200000.0,27600000.0,242100000.0,-102700000.0,-189800000.0,-194600000.0,-168300000.0,-117100000.0,-152500000.0,-78000000.0,-32800000.0,0.0,-57400000.0,-95100000.0,-73100000.0,-72700000.0,0.0,-32600000.0,-700000.0,-106700000.0,35700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,308000000.0,48800000.0,-194300000.0,210900000.0,-9700000.0,-46000000.0,-121600000.0,-98400000.0,-65700000.0,-115200000.0,-19000000.0,191300000.0,12699694.0,-97100000.0,-147000000.0,-109600000.0,-104500000.0,-81934000.0,-101400000.0,-36800000.0,-154500000.0,-52600000.0,0.0,20700000.0,4700000.0,10000000.0,1400000.0,6600000.0,70100000.0,60900000.0,-79600000.0
,accountsPayables,577000000.0,77200000.0,-78500000.0,-51400000.0,-7000000.0,-6400000.0,23700000.0,3200000.0,-39600000.0,57200000.0,59000000.0,-24000000.0,0.0,-242300000.0,-3300000.0,-33700000.0,23200000.0,0.0,22400000.0,10200000.0,-47600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,2482000000.0,1502200000.0,1822800000.0,2408900000.0,3438900000.0,0.0,3069000000.0,2356900000.0,2164200000.0,2149100000.0,1831300000.0,1814500000.0,1675899610.0,1816100000.0,1746800000.0,1226300000.0,1329800000.0,1235389000.0,1093200000.0,966900000.0,627000000.0,770900000.0,709200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,74500000.0,825500000.0,5700000.0,-12500000.0,-12000000.0,5900000.0,4500000.0,10500000.0,4400000.0,11400000.0,5400000.0,-74499488.0,18100000.0,20400000.0,23000000.0,0.0,-145984000.0,0.0,0.0,-2100000.0,-3400000.0,-2200000.0,-1700000.0,0.0,0.0,62300000.0,-3300000.0,0.0,63800000.0,-13100000.0
,netCashProvidedByOperatingActivites,1372000000.0,555700000.0,697700000.0,1940500000.0,678300000.0,443300000.0,283000000.0,235500000.0,312700000.0,325200000.0,323900000.0,515400000.0,164399536.0,136400000.0,178900000.0,202900000.0,195200000.0,225910000.0,164500000.0,161200000.0,97700000.0,126400000.0,118400000.0,234100000.0,127300000.0,85900000.0,87000000.0,24300000.0,86800000.0,9500000.0,-7000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-83000000.0,-136300000.0,-133500000.0,-237400000.0,-278000000.0,-226500000.0,-220200000.0,-152700000.0,-134200000.0,-97800000.0,-1000000.0,-43600000.0,-114900002.0,-140400000.0,-123000000.0,-137300000.0,-129500000.0,-92882000.0,-75100000.0,-87200000.0,-84400000.0,-63500000.0,-51200000.0,-46600000.0,-24300000.0,-26800000.0,-40300000.0,-38700000.0,-17800000.0,-56900000.0,-148400000.0
,acquisitionsNet,0.0,0.0,0.0,-331800000.0,0.0,0.0,-1429000000.0,1400000.0,-56700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-13300000.0,-485000000.0,-460000000.0,-1000000000.0,-130000000.0,-5700000.0,-104700000.0,-287200000.0,-12700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,8300000.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
