date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-138315000.0,23969000.0,-134201000.0,-242895000.0,21333000.0,129720000.0,-76227000.0,-16349000.0,102641000.0,106051000.0,1410000.0,225720000.0,11244000.0,25586000.0
,depreciationAndAmortization,11666000.0,16012000.0,96901000.0,123279000.0,107165000.0,108406000.0,116151000.0,115564000.0,76594000.0,55221000.0,52048000.0,38032000.0,19759000.0,1180000.0
,deferredIncomeTax,0.0,0.0,0.0,404000.0,13285000.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,2543000.0,1227000.0,4266000.0,6611000.0,12001000.0,19289000.0,17470000.0,16433000.0,9834000.0,5043000.0,3659000.0,1241000.0,1507000.0,0.0
,changeInWorkingCapital,-51759000.0,681045000.0,-585648000.0,-61687000.0,-58980000.0,84357000.0,-27995000.0,-64925000.0,37590000.0,31940000.0,-41992000.0,78379000.0,4432000.0,0.0
,accountsReceivables,20385000.0,7823000.0,-2670000.0,-11403000.0,14850000.0,3275000.0,-2671000.0,-1773000.0,-6505000.0,-9320000.0,3955000.0,327000.0,-8926000.0,-2278000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,1377000.0,-513000.0,-6783000.0,-5862000.0,-4067000.0,2368000.0,1316000.0,5185000.0,7362000.0,4514000.0,-2126000.0,-233000.0,4627000.0,1536000.0
,otherWorkingCapital,36763000.0,88522000.0,-592523000.0,-6875000.0,54812000.0,113792000.0,29435000.0,57430000.0,122355000.0,84765000.0,52825000.0,94817000.0,16438000.0,12006000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,47680000.0,45557000.0,31700000.0,33875000.0,141283000.0,148200000.0,152499000.0,209515000.0,167212000.0,122353000.0,109525000.0,104371000.0,56114000.0,2863000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,-112409000.0,-175870000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,-61400000.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-39646000.0,-176992000.0,-456513000.0,-69517000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,6313000.0,-30361000.0,-9766000.0,291793000.0,65595000.0,-162100000.0,-273508000.0,-518962000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,171612000.0,6313000.0,-30361000.0,-9766000.0,291793000.0,-46814000.0,-337970000.0,-273508000.0,-518962000.0,-550559000.0,-53917000.0,-210009000.0,-467056000.0,-70688000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-115000000.0,-182000000.0,0.0,-121000.0,-4074000.0,-159000000.0,-208000000.0,-4152000.0,-7698000.0,-226000000.0,-185000000.0,0.0,-196350000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-6313000.0,-4896000.0,-5557000.0,-20415000.0,-8255000.0,-11698000.0,-7486000.0,-30312000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-71256000.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-79000.0,0.0,0.0,-65017000.0,-45306000.0,-25127000.0,0.0
,otherFinancingActivites,0.0,6313000.0,2896000.0,-33289000.0,-396427000.0,-96574000.0,201381000.0,52805000.0,396945000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-186637000.0,-182255000.0,-2000000.0,-38967000.0,-420916000.0,-104829000.0,189683000.0,41167000.0,358935000.0,432527000.0,-78430000.0,137046000.0,419287000.0,69700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,32655000.0,6313000.0,-661000.0,-14858000.0,12160000.0,-3443000.0,4212000.0,-22826000.0,7185000.0,4321000.0,-22822000.0,31408000.0,8345000.0,1875000.0
,cashAtEndOfPeriod,38968000.0,6313000.0,4896000.0,5557000.0,20415000.0,8255000.0,11698000.0,7486000.0,30312000.0,23127000.0,18806000.0,41628000.0,10220000.0,1875000.0
,cashAtBeginningOfPeriod,6313000.0,28732000.0,5557000.0,20415000.0,8255000.0,11698000.0,7486000.0,30312000.0,23127000.0,18806000.0,41628000.0,10220000.0,1875000.0,0.0
