date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,757980000.0,571850000.0,586930000.0,468709000.0,364305000.0,213957000.0,147269000.0,127819000.0,115661000.0,101585000.0,85544000.0,82124000.0,84912000.0,85811000.0,84586000.0,61911000.0,38112000.0,21200000.0,16329000.0,19427000.0,15234000.0,400000.0,100000.0
,costOfRevenue,178816000.0,155216000.0,126909000.0,79226000.0,62972000.0,43935000.0,32906000.0,27500000.0,27756000.0,26212000.0,23684000.0,22914000.0,22908000.0,25306000.0,24797000.0,17434000.0,13307000.0,8264000.0,5328000.0,7954000.0,-42079000.0,-4600000.0,-300000.0
,grossProfit,579164000.0,416634000.0,460021000.0,389483000.0,301333000.0,170022000.0,114363000.0,100319000.0,87905000.0,75373000.0,61860000.0,59210000.0,62004000.0,60505000.0,59789000.0,44477000.0,24805000.0,12936000.0,11001000.0,11473000.0,57313000.0,5000000.0,400000.0
,grossProfitRatio,0.764088762236471,0.728572178018711,0.783774896495323,0.830969748820697,0.827144837430175,0.794655000771183,0.776558542531015,0.784852017305721,0.760022825325736,0.741969779002806,0.72313663144113,0.720982903901417,0.730214810627473,0.70509608325273,0.706842739933322,0.718402222545267,0.650844878253568,0.610188679245283,0.673709351460592,0.590569825500592,3.76217670999081,12.5,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,95600000.0,78041000.0,56591000.0,46208000.0,35158000.0,20711000.0,13309000.0,10958000.0,10243000.0,9395000.0,9420000.0,8699000.0,8425000.0,8260000.0,8817000.0,6596000.0,6221000.0,4820000.0,4790000.0,12578000.0,33051000.0,7400000.0,1500000.0
,GeneralAndAdministrativeExpenses,118670000.0,110804000.0,96951000.0,88550000.0,67125000.0,42399000.0,25147000.0,15794000.0,14750000.0,14181000.0,19801000.0,12961000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42720000.0,178503000.0,49500000.0,0.0
,SellingAndMarketingExpenses,166742000.0,134226000.0,112080000.0,91222000.0,78830000.0,56144000.0,43659000.0,39449000.0,38755000.0,34569000.0,31174000.0,31735000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,381012000.0,323071000.0,265622000.0,225980000.0,181113000.0,119254000.0,82115000.0,66201000.0,63748000.0,58145000.0,60395000.0,53395000.0,57544000.0,53913000.0,48259000.0,36033000.0,31792000.0,25577000.0,22766000.0,218932000.0,277324000.0,63900000.0,4400000.0
,costAndExpenses,559828000.0,478287000.0,392531000.0,305206000.0,244085000.0,163189000.0,115021000.0,93701000.0,91504000.0,84357000.0,84079000.0,76309000.0,80452000.0,79219000.0,73056000.0,53467000.0,45099000.0,33841000.0,28094000.0,226886000.0,235245000.0,59300000.0,4100000.0
,interestExpense,1114000.0,2513000.0,2595000.0,3669000.0,3552000.0,397000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,25964000.0,27868000.0,24092000.0,21444000.0,19152000.0,7702000.0,4833000.0,2538000.0,1649000.0,885000.0,894000.0,1216000.0,1928000.0,3047000.0,2937000.0,2936000.0,3154000.0,3772000.0,6673000.0,20229000.0,65770000.0,7000000.0,300000.0
,EBITDA,224116000.0,121431000.0,218491000.0,184947000.0,139372000.0,58470000.0,37081000.0,36656000.0,25806000.0,18113000.0,2359000.0,7031000.0,6388000.0,9639000.0,14467000.0,11380000.0,-3833000.0,-8869000.0,-5092000.0,-187230000.0,-154241000.0,-51900000.0,-3700000.0
,EBITDARatio,0.295675347634502,0.212347643612836,0.372260746596698,0.394588113306977,0.382569550239497,0.273279210308613,0.251790940387997,0.286780525586963,0.223117559073499,0.178303883447359,0.0275764518844104,0.0856144367054698,0.0752308272093462,0.112328256284159,0.171033031470929,0.183812246612072,-0.100571998320739,-0.418349056603774,-0.311837834527528,-9.63761774849436,-10.1247866614153,-129.75,-37.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
