Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Revenue,114682000.0,92282000.0,83591000.0,76644000.0,68484000.0,55091000.0,45294000.0
Revenue Growth,0.2427,0.104,0.0906,0.1192,0.2431,0.2163,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,114682000.0,92282000.0,83591000.0,76644000.0,68484000.0,55091000.0,45294000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,50715000.0,43398000.0,39647000.0,37529000.0,35199000.0,28614000.0,24322000.0
Operating Expenses,61996000.0,55959000.0,46708000.0,44751000.0,43197000.0,35301000.0,29802000.0
Operating Income,52686000.0,36323000.0,36883000.0,31893000.0,25287000.0,19790000.0,15492000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,52686000.0,36323000.0,36883000.0,29876000.0,23151000.0,18216000.0,13885000.0
Income Tax Expense,12054000.0,16477000.0,13273000.0,10262000.0,8246000.0,6338000.0,4643000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,40632000.0,19846000.0,23610000.0,19614000.0,14905000.0,11878000.0,9242000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,40632000.0,19846000.0,23610000.0,19614000.0,14905000.0,11878000.0,9242000.0
EPS,2.18,1.1,1.33,1.21,1.02,0.92,0.76
EPS Diluted,2.14,1.08,1.3,1.17,0.98,0.89,0.74
Weighted Average Shs Out,18719496.0,18025720.0,17790549.0,17525418.0,17070921.0,,
Weighted Average Shs Out (Dil),18679165.0,18019643.0,17732920.0,16258424.0,14677499.0,12900386.0,12161468.0
Dividend per Share,0.41,0.34,0.29,0.12,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EBITDA Margin,0.488,0.422,0.471,0.423,0.371,0.363,0.337
EBIT Margin,0.4594,0.3936,0.4412,0.3898,0.338,0.3307,0.3066
Profit Margin,0.354,0.215,0.282,0.256,0.218,0.216,0.204
Free Cash Flow margin,0.4268,0.3259,0.2816,0.2729,0.257,0.3374,0.0009
EBITDA,55967000.0,38935000.0,39410000.0,32428000.0,25408000.0,20013000.0,15254000.0
EBIT,52686000.0,36323000.0,36883000.0,29876000.0,23151000.0,18216000.0,13885000.0
Consolidated Income,40632000.0,19846000.0,23610000.0,19614000.0,14905000.0,11878000.0,9242000.0
Earnings Before Tax Margin,0.4594,0.3936,0.4412,0.3898,0.338,0.3307,0.3066
Net Profit Margin,0.3543,0.2151,0.2824,0.2559,0.2176,0.2156,0.204
