Date,2018-04,2017-04,2016-04,2015-04,2014-04
Cash and cash equivalents,19000000.0,16000000.0,10000000.0,21000000.0,46000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,53000000.0,55000000.0,50000000.0,46000000.0,43000000.0
Inventories,,,,,
Total current assets,78000000.0,89000000.0,92000000.0,78000000.0,73000000.0
Property, Plant & Equipment Net,39000000.0,40000000.0,41000000.0,36000000.0,38000000.0
Goodwill and Intangible Assets,32000000,30000000,20000000,18000000,17000000
Long-term investments,,,,,
Tax assets,0000000.0,000000.0,000000.0,000000.0,000000.0
Total non-current assets,9000000.0,35000000.0,31000000.0,31000000.0,33000000.0
Total assets,178000000.0,204000000.0,193000000.0,184000000.0,199000000.0
Payables,15000000.0,13000000.0,12000000.0,17000000.0,15000000.0
Short-term debt,18000000.0,8000000.0,6000000.0,4000000.0,7000000.0
Total current liabilities,57000000.0,53000000.0,51000000.0,54000000.0,56000000.0
Long-term debt,2000000.0,18000000.0,18000000.0,21000000.0,22000000.0
Total debt,2000000.0,18000000.0,18000000.0,21000000.0,22000000.0
Deferred revenue,5000000.0,6000000.0,7000000.0,8000000.0,8000000.0
Tax Liabilities,1000000.0,10000000.0,6000000.0,2000000.0,3000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,9000000.0,35000000.0,31000000.0,31000000.0,33000000.0
Total liabilities,67000000.0,88000000.0,82000000.0,85000000.0,89000000.0
Other comprehensive income,-1000000.0,-2000000.0,-2000000.0,-1000000.0,0000000.0
Retained earnings (deficit),101000000.0,110000000.0,106000000.0,95000000.0,101000000.0
Total shareholders equity,112000000.0,116000000.0,112000000.0,99000000.0,110000000.0
Investments,,,,,
Net Debt,1000000,10000000,14000000,4000000,-17000000
Other Assets,37000000,57000000,69000000,55000000,50000000
Other Liabilities,19000000,23000000,25000000,24000000,18000000
