date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-76984000.0,-69081000.0,-64246000.0,-77926000.0,-75225000.0,-65811000.0,-36644000.0,3446000.0,4966000.0,6350000.0,-1931000.0,5516000.0,10757000.0,10517080.0,7025259.0,3439527.0
,depreciationAndAmortization,14334000.0,13870000.0,13055000.0,10531000.0,9507000.0,10395000.0,10443000.0,4307000.0,2286000.0,1609000.0,1361000.0,1486000.0,1363000.0,1182582.0,1270441.0,1515303.0
,deferredIncomeTax,0.0,-119000.0,-463000.0,-520000.0,40000.0,165000.0,12528000.0,155000.0,2535000.0,315000.0,-187000.0,-1563000.0,-821000.0,-1871178.0,-1161450.0,-98269.0
,stockBasedCompensation,24399000.0,24680000.0,21453000.0,22796000.0,20466000.0,27864000.0,22665000.0,16272000.0,9645000.0,6832000.0,6964000.0,5475000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-24664000.0,118418000.0,-28638000.0,23095000.0,-47751000.0,-27216000.0,79776000.0,-823000.0,6742000.0,13882000.0,1571000.0,9014000.0,7823344.0,-2183369.0,6384274.0,2068374.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6659000.0,-14619000.0,4377000.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-4817000.0,2489000.0,3931000.0,700000.0,-2905000.0,-4049000.0,-3104000.0,2885000.0,-790000.0,2579000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-11967000.0,189811000.0,71393000.0,100031000.0,76936000.0,124687000.0,151903000.0,72127000.0,72950000.0,66208000.0,52326000.0,50755000.0,41741000.0,33917656.0,12250004.0,697021.0
,otherNonCashItems,8743000.0,11115000.0,12027000.0,9264000.0,6439000.0,6039000.0,329000.0,0.0,0.0,6350000.0,-87000.0,-566000.0,4309000.0,2378422.0,0.0,0.0
,netCashProvidedByOperatingActivites,-49389000.0,5245000.0,5703000.0,-25313000.0,-14345000.0,15532000.0,1754000.0,16971000.0,24652000.0,14243000.0,-5276000.0,11463000.0,13823000.0,10023537.0,13518524.0,34948684.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-28493000.0,-5271000.0,-1475000.0,-1286000.0,-7241000.0,-6794000.0,-7499000.0,-3401000.0,-7514000.0,-3002000.0,-1524000.0,-1111000.0,-1208000.0,-1677818.0,-1090004.0,-766359.0
,acquisitionsNet,0.0,-11000000.0,0.0,-34000000.0,0.0,0.0,-22000000.0,-13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-281000.0,-293000.0,-45000.0,0.0,-156990000.0,-57697000.0,0.0,0.0,0.0,0.0,-73000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,15992000.0,141500000.0,55200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,100000.0,39718000.0,-39389000.0,0.0,-36000.0,-293000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-30460000.0,-17560000.0,-6258000.0,-22346000.0,-25404000.0,-9424000.0,7866000.0,-58766000.0,-9527000.0,-2965000.0,-1890000.0,-1111000.0,-1208000.0,-1677818.0,-1090004.0,-766359.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-97678000.0,-54000.0,-209000.0,-196000.0,-263000.0,-29411000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,141954000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54512316.0,67329.0,17152.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5000000.0,-17365083.0,-8445472.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41328294.0,0.0,0.0
,otherFinancingActivites,-46835000.0,-21482000.0,-9410000.0,-10503000.0,-5467000.0,-6836000.0,-21461000.0,-402000.0,-1378000.0,-540000.0,-326000.0,0.0,-14000.0,-2327178.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,102914000.0,22991000.0,135352000.0,90654000.0,-3684000.0,-5554000.0,106305000.0,2925000.0,-24000.0,1334000.0,562000.0,118000.0,-5014000.0,-6508239.0,-8378143.0,17152.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-8000.0,-75000.0,174000.0,-529000.0,-298000.0,197000.0,406000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
