Date,2017-12-31,2017-12,2016-12-25,2016-12,2015-12-27,2015-12,2014-12-28,2014-12,2013-12-29,2013-12,2012-12-30,2011-12-25
Revenue,407607000.0,408000000.0,410254000.0,410000000.0,423994000.0,424000000.0,408309000.0,408000000.0,411091000.0,411000000.0,409065000.0,0.0
Revenue Growth,-0.000963235294117647,-0.00549415727817401,0.000619512195121951,-0.0330051840356231,-0.0000141509433962264,0.0384292288438413,0.000757352941176471,-0.00751901647080573,0.000221411192214112,0.00473029958564042,0.0,0.0
Cost of Revenue,235493000.0,354000000.0,245074000.0,358000000.0,244381000.0,361000000.0,225434000.0,347000000.0,236879000.0,342000000.0,222311000.0,0.0
Gross Profit,172114000.0,53000000.0,165180000.0,52000000.0,179613000.0,63000000.0,182875000.0,62000000.0,174212000.0,69000000.0,186754000.0,0.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
SG&A Expense,29381000.0,30000000.0,28562000.0,30000000.0,24520000.0,28000000.0,22575000.0,26000000.0,22697000.0,26000000.0,23684000.0,0.0
Operating Expenses,180805000.0,51000000.0,180359000.0,52000000.0,176413000.0,50000000.0,167423000.0,46000000.0,165794000.0,46000000.0,163601000.0,0.0
Operating Income,-8691000.0,3000000.0,-15179000.0,0000000.0,3200000.0,13000000.0,15452000.0,15000000.0,8418000.0,23000000.0,23153000.0,0.0
Interest Expense,2464000.0,,1703000.0,,1484000.0,,1347000.0,,1143000.0,,1353000.0,0.0
Earnings before Tax,-11155000.0,-11000000.0,-16882000.0,-17000000.0,1716000.0,2000000.0,14105000.0,14000000.0,7275000.0,7000000.0,21800000.0,0.0
Income Tax Expense,-1386000.0,-1000000.0,57833000.0,58000000.0,-2864000.0,-3000000.0,2283000.0,2000000.0,-268000.0,-0000000.0,5652000.0,0.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,-9769000.0,-10000000.0,-74715000.0,-75000000.0,4580000.0,5000000.0,11822000.0,12000000.0,7543000.0,8000000.0,16148000.0,0.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,-9769000.0,-10000000.0,-74715000.0,-75000000.0,4580000.0,5000000.0,11822000.0,12000000.0,7543000.0,8000000.0,16148000.0,0.0
EPS,-0.64,-0.64,-5.09,-5.09,0.3,0.30,0.63,0.63,0.39,0.39,0.82,0.0
EPS Diluted,-0.64,-0.64,-5.09,-5.09,0.29,0.29,0.6,0.60,0.37,0.37,0.78,0.0
Weighted Average Shs Out,15173000.0,15000000.0,14680000.0,15000000.0,15143000.0,15000000.0,18863000.0,19000000.0,19542000.0,20000000.0,19584000.0,0.0
Weighted Average Shs Out (Dil),15173000.0,15000000.0,14680000.0,15000000.0,15865000.0,16000000.0,19701000.0,20000000.0,20432000.0,20000000.0,20612000.0,0.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Margin,0.422254769913,0.12990196078431,0.402628615443,0.12682926829268,0.423621560682,0.14858490566038,0.447883833077,0.15196078431373,0.423779649761,0.16788321167883,0.456538691895,0.0
EBITDA Margin,0.050919145157,0.058823529411765,0.0367674660089,0.05609756097561,0.0795152761596,0.084905660377358,0.108998332146,0.088235294117647,0.095392504336,0.10462287104623,0.118709740506,0.0
EBIT Margin,-0.0213220086996,-0.026960784313725,-0.0369990298693,-0.041463414634146,0.0075472766124,0.0047169811320755,0.0378438878398,0.034313725490196,0.0204772179396,0.019464720194647,0.0565998068767,0.0
Profit Margin,-0.0239667130349,-0.024509803921569,-0.182118882448,-0.18292682926829,0.0108020396515,0.011792452830189,0.0289535621306,0.029411764705882,0.0183487354381,0.019464720194647,0.0394753889969,0.0
Free Cash Flow margin,0.00792675297529,,0.0117926942821,,0.0415689844668,,0.0416204394221,,0.0193533791788,,0.0389009081686,0.0
EBITDA,20755000.0,24000000.0,15084000.0,23000000.0,33714000.0,36000000.0,44505000.0,36000000.0,39215000.0,43000000.0,48560000.0,0.0
EBIT,-8691000.0,-11000000,-15179000.0,-17000000,3200000.0,2000000,15452000.0,14000000,8418000.0,8000000,23153000.0,0.0
Consolidated Income,-9769000.0,-10000000.0,-74715000.0,-75000000.0,4580000.0,5000000.0,11822000.0,12000000.0,7543000.0,8000000.0,16148000.0,0.0
Earnings Before Tax Margin,-0.0273670471802,-0.026960784313725,-0.0411501167569,-0.041463414634146,0.0040472270834,0.0047169811320755,0.0345449157378,0.034313725490196,0.0176968116548,0.017031630170316,0.0532922640656,0.0
Net Profit Margin,-0.0239667130349,-0.024509803921569,-0.182118882448,-0.18292682926829,0.0108020396515,0.011792452830189,0.0289535621306,0.029411764705882,0.0183487354381,0.019464720194647,0.0394753889969,0.0
