date,,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,232136000.0,-24851000.0,-18254000.0,2498000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0
,deferredIncomeTax,-112087000.0,-14633000.0,-17179000.0,153468000.0
,stockBasedCompensation,17150000.0,13763000.0,9384000.0,20232000.0
,changeInWorkingCapital,-9185000.0,-41368000.0,-14934000.0,34888000.0
,accountsReceivables,0.0,-45909000.0,0.0,-4383000.0
,inventory,0.0,0.0,0.0,0.0
,accountsPayables,10454000.0,-4096000.0,-13700000.0,17180000.0
,otherWorkingCapital,0.0,3180000.0,-13570000.0,14952000.0
,otherNonCashItems,4193000.0,2577000.0,2547000.0,1344000.0
,netCashProvidedByOperatingActivites,498367000.0,166213000.0,218805000.0,223157000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1516781000.0,-962970000.0,-872869000.0,-816302000.0
,acquisitionsNet,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-64109000.0,634000.0,2000.0
,netCashUsedForInvestingActivites,-1517254000.0,-1029423000.0,-874939000.0,-816925000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-253826000.0,-65000000.0,-568667000.0
,commonStockIssued,0.0,975975000.0,543524000.0,280703000.0
,commonStockRepurchased,-7745000.0,-2662000.0,-1841000.0,-1663000.0
,dividendsPaid,0.0,0.0,0.0,0.0
,otherFinancingActivites,-1042000.0,-12068000.0,2400000.0,-14059000.0
,netCashUsedProvidedByFinancingActivities,366213000.0,1411245000.0,742583000.0,636826000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-652674000.0,548035000.0,86449000.0,43058000.0
,cashAtEndOfPeriod,38102000.0,690776000.0,142741000.0,56292000.0
,cashAtBeginningOfPeriod,690776000.0,142741000.0,56292000.0,13234000.0
,operatingCashFlow,498367000.0,166213000.0,218805000.0,223157000.0
,capitalExpenditure,-1516781000.0,-962970000.0,-872869000.0,-816302000.0
,freeCashFlow,-1018414000.0,-796757000.0,-654064000.0,-593145000.0
