date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,272722000.0,262906000.0,249845000.0,187070000.0,175354000.0,161826000.0,80611000.0,83278000.0,77324000.0,71947000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,244888000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.897940026840519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,112252000.0,117314000.0,130086000.0,98162000.0,80808000.0,77915000.0,41774000.0,38351000.0,32321000.0,16147000.0
,SellingAndMarketingExpenses,3498000.0,3927000.0,4757000.0,3290000.0,2733000.0,2891000.0,2530000.0,1470000.0,0.0,0.0
,otherExpenses,17559000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252000.0,0.0
,operatingExpenses,261000000.0,249000000.0,244000000.0,186000000.0,143000000.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,3498000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,45752000.0,59703000.0,43280000.0,23451000.0,15995000.0,12889000.0,8543000.0,9069000.0,25124000.0,20579000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,6504000.0,7090000.0,6956000.0,3325000.0,2147000.0,2857000.0,2115000.0,4962000.0,2082000.0,279000.0
,EBITDA,247894000.0,0.0,0.0,0.0,52569000.0,38355000.0,17582000.0,25490000.0,18729000.0,27888000.0
,EBITDARatio,0.908962239936639,0.0,0.0,0.0,0.299787857704985,0.237013829668904,0.21810919105333,0.306083239270876,0.242214577621437,0.387618663738585
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,241390000.0,0.0,0.0,0.0,50422000.0,35498000.0,15467000.0,20528000.0,16647000.0,27609000.0
,operatingIncomeRatio,0.885113778866391,0.275653655679216,0.203346074566231,0.141503180627573,0.287544053742715,0.219359064674403,0.191872077011822,0.246499675784721,0.215288914179297,0.383740809206777
,totalOtherIncomeExpensesNet,8794000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,32014000.0,72471000.0,50805000.0,26471000.0,50422000.0,35498000.0,15467000.0,20528000.0,16647000.0,27609000.0
,incomeBeforeTaxRatio,0.117386936147432,0.275653655679216,0.203346074566231,0.141503180627573,0.287544053742715,0.219359064674403,0.191872077011822,0.246499675784721,0.215288914179297,0.383740809206777
,incomeTaxExpense,9477000.0,16687000.0,11384000.0,10415000.0,18889000.0,11091000.0,4651000.0,6023000.0,4577000.0,9272000.0
,netIncome,22537000.0,55784000.0,39421000.0,16056000.0,31542000.0,24324000.0,10816000.0,14505000.0,12070000.0,18337000.0
,netIncomeRatio,0.0826372643204435,0.21218230089842,0.157781824731333,0.0858288341262629,0.179876136272911,0.150309591783768,0.134175236630237,0.174175652633349,0.156096425430655,0.254868166845039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.927876490198587,2.28,1.69,0.89,2.22,1.638087,0.213347,0.6591,0.565828,1.080609
,EPSDiluted,0.927876490198587,2.26,1.66,0.87,2.17,1.638087,0.213347,0.6591,0.565828,1.080609
,weightedAverageShsOut,22937837.0,24288793.0,23130475.0,17781631.0,14130552.0,14849031.0,14849031.0,14849031.0,14849031.0,14849031.0
,weightedAverageShsOutDil,22937837.0,24493431.0,23549025.0,18283214.0,14428839.0,14849031.0,14849031.0,14849031.0,14849031.0,14849031.0
