date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,19077000.0,8376000.0,4403000.0,3510000.0,2721000.0,-1456000.0
,depreciationAndAmortization,25514000.0,22752000.0,20168000.0,18153000.0,13383000.0,5320000.0
,deferredIncomeTax,80000.0,1430000.0,-1547000.0,-478000.0,0.0,0.0
,stockBasedCompensation,4736000.0,3836000.0,2852000.0,1474000.0,674000.0,166000.0
,changeInWorkingCapital,1861000.0,-1980000.0,-4988000.0,709000.0,-119000.0,-997000.0
,accountsReceivables,-1750000.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,1015000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,26132000.0,30693000.0,29205000.0,27268000.0,12135000.0,12103000.0
,otherNonCashItems,-3211000.0,-2052000.0,-1212000.0,-1308000.0,-1885000.0,-133000.0
,netCashProvidedByOperatingActivites,48370000.0,32362000.0,24441000.0,22127000.0,14929000.0,2971000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,8503000.0,1195000.0,-6942000.0,-12917000.0,-12302000.0,-10863000.0
,netCashUsedForInvestingActivites,-125062000.0,-153178000.0,-53508000.0,-147554000.0,-117087000.0,-140640000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-108000.0,-28103000.0,0.0,-17000000.0,0.0,0.0
,commonStockIssued,97972000.0,107250000.0,10187000.0,109168000.0,86805000.0,127486000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-38034000.0,-31947000.0,-29375000.0,-24432000.0,-17783000.0,-3928000.0
,otherFinancingActivites,-269000.0,-1753000.0,-483000.0,-1747000.0,-1314000.0,-873000.0
,netCashUsedProvidedByFinancingActivities,77561000.0,120447000.0,29329000.0,125989000.0,101708000.0,139685000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,869000.0,-369000.0,262000.0,562000.0,-450000.0,2016000.0
,cashAtEndOfPeriod,2892000.0,2023000.0,2392000.0,2130000.0,1568000.0,2018000.0
,cashAtBeginningOfPeriod,2023000.0,2392000.0,2130000.0,1568000.0,2018000.0,2000.0
,operatingCashFlow,48370000.0,32362000.0,24441000.0,22127000.0,14929000.0,2971000.0
,capitalExpenditure,-6995000.0,-150001000.0,-42009000.0,-133505000.0,-103206000.0,-128950000.0
,freeCashFlow,41375000.0,27990000.0,19884000.0,20995000.0,13350000.0,2144000.0
