date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-383000000.0,405000000.0,545000000.0,289000000.0,393000000.0,330000000.0,226000000.0,204000000.0,-19000000.0,276000000.0,933000000.0,64000000.0,-839000000.0,96000000.0
,depreciationAndAmortization,493000000.0,457000000.0,433000000.0,371000000.0,343000000.0,300000000.0,304000000.0,332000000.0,349000000.0,318000000.0,320000000.0,325000000.0,331000000.0,343000000.0
,deferredIncomeTax,86000000.0,118000000.0,141000000.0,183000000.0,136000000.0,64000000.0,-15000000.0,54000000.0,-59000000.0,55000000.0,-867000000.0,17000000.0,881000000.0,0.0
,stockBasedCompensation,41000000.0,39000000.0,47000000.0,44000000.0,41000000.0,30000000.0,29000000.0,28000000.0,24000000.0,21000000.0,23000000.0,52000000.0,17000000.0,0.0
,changeInWorkingCapital,94000000.0,-10000000.0,39000000.0,80000000.0,202000000.0,-403000000.0,-32000000.0,150000000.0,-22000000.0,275000000.0,-458000000.0,316000000.0,-11000000.0,-259000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,189000000.0,35000000.0,-216000000.0,-57000000.0,5000000.0,150000000.0,-29000000.0,-27000000.0,0.0,0.0,0.0,0.0,-100000000.0,3000000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-11000000.0,732000000.0,742000000.0,703000000.0,623000000.0,421000000.0,824000000.0,856000000.0,706000000.0,728000000.0,453000000.0,911000000.0,595000000.0,606000000.0
,otherNonCashItems,-178000000.0,-92000000.0,-106000000.0,-71000000.0,-69000000.0,-82000000.0,-84000000.0,-164000000.0,-76000000.0,-106000000.0,-88000000.0,-13000000.0,56000000.0,106000000.0
,netCashProvidedByOperatingActivites,1135000000.0,1037000000.0,803000000.0,1016000000.0,943000000.0,742000000.0,441000000.0,418000000.0,330000000.0,289000000.0,488000000.0,541000000.0,193000000.0,182000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-307000000.0,-447000000.0,-537000000.0,-337000000.0,-373000000.0,-393000000.0,-363000000.0,-353000000.0,-332000000.0,-442000000.0,-314000000.0,-243000000.0,-434000000.0,-247000000.0
,acquisitionsNet,0.0,0.0,-1143000000.0,-570000000.0,-452000000.0,0.0,-12000000.0,-62000000.0,0.0,-84000000.0,0.0,0.0,0.0,-620000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84000000.0,0.0,0.0,0.0,-620000000.0
,salesMaturitiesOfInvestments,0.0,31000000.0,64000000.0,0.0,0.0,4000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,102000000.0,53000000.0,91000000.0,6000000.0,10000000.0,24000000.0,70000000.0,74000000.0,79000000.0,0.0,65000000.0,0.0,272000000.0,0.0
,netCashUsedForInvestingActivites,-205000000.0,-394000000.0,-1589000000.0,-901000000.0,-815000000.0,-369000000.0,-286000000.0,-307000000.0,-253000000.0,-445000000.0,-249000000.0,-204000000.0,-162000000.0,-430000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1095000000.0,-3032000000.0,-1979000000.0,-1484000000.0,-1138000000.0,-1682000000.0,-1746000000.0,-1109000000.0,-2421000000.0,-1433000000.0,-1238000000.0,-621000000.0,-980000000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-318000000.0,-61000000.0,-236000000.0,-159000000.0,-247000000.0,-138000000.0,-44000000.0,-63000000.0,-113000000.0,-138000000.0,-120000000.0,-3000000.0,-100000000.0,0.0
,dividendsPaid,-104000000.0,-95000000.0,-92000000.0,-89000000.0,-81000000.0,-78000000.0,-56000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-14000000.0,-6000000.0,-5000000.0,13000000.0,14000000.0,19000000.0,8000000.0,2000000.0,-18000000.0,8000000.0,-28000000.0,-3000000.0,0.0,-1390000000.0
,netCashUsedProvidedByFinancingActivities,-358000000.0,-573000000.0,647000000.0,3000000.0,-88000000.0,-333000000.0,-142000000.0,-107000000.0,-76000000.0,174000000.0,-750000000.0,-17000000.0,67000000.0,-731000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-27000000.0,24000000.0,-29000000.0,17000000.0,-18000000.0,-11000000.0,-3000000.0,-2000000.0,2000000.0,-18000000.0,-1000000.0,8000000.0,3000000.0,25000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,545000000.0,94000000.0,-168000000.0,135000000.0,22000000.0,29000000.0,10000000.0,2000000.0,3000000.0,0.0,-512000000.0,328000000.0,101000000.0,-954000000.0
,cashAtEndOfPeriod,724000000.0,179000000.0,85000000.0,253000000.0,118000000.0,96000000.0,67000000.0,57000000.0,55000000.0,52000000.0,52000000.0,564000000.0,236000000.0,135000000.0
