date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-616828000.0,191386000.0,213827000.0,264180000.0,255091000.0,216869000.0,192610000.0,148470000.0,168949000.0,130557000.0,146120000.0,97108000.0,-48325000.0,88920000.0,841000.0,-25408000.0,44649000.0,35476000.0
,depreciationAndAmortization,259776000.0,261155000.0,261162000.0,237513000.0,209071000.0,189206000.0,175656000.0,163970000.0,147675000.0,154449000.0,143508000.0,150904000.0,160712000.0,154403000.0,100305000.0,86359000.0,0.0,0.0
,deferredIncomeTax,-38900000.0,-1843000.0,23187000.0,-15015000.0,-5467000.0,11095000.0,526000.0,-37790000.0,5280000.0,21676000.0,-8603000.0,-12614000.0,-25975000.0,-34614000.0,-7011000.0,-12332000.0,0.0,0.0
,stockBasedCompensation,19404000.0,14615000.0,14336000.0,12681000.0,13394000.0,15758000.0,12818000.0,16886000.0,15070000.0,9692000.0,8352000.0,4304000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-158163000.0,-158151000.0,-104316000.0,-44435000.0,-42266000.0,-51245000.0,-7284000.0,-173070000.0,184866000.0,16978000.0,78648000.0,54254000.0,-23502000.0,220182000.0,-71090000.0,46621000.0,0.0,0.0
,accountsReceivables,58457000.0,11326000.0,-4584000.0,-13195000.0,-706000.0,-26370000.0,33804000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,9093000.0,-2367000.0,-1813000.0,-541000.0,-1007000.0,-2535000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,-942000.0,787000.0,-309000.0,0.0,0.0
,accountsPayables,-97273000.0,36106000.0,-11408000.0,23405000.0,-30516000.0,43827000.0,32570000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,22622000.0,-73810000.0,84341000.0,188657000.0,233092000.0,275358000.0,326603000.0,333887000.0,506957000.0,322091000.0,305113000.0,226465000.0,172211000.0,195713000.0,-24469000.0,46621000.0,0.0,0.0
,otherNonCashItems,10690000.0,-12714000.0,-13081000.0,-10559000.0,-10403000.0,-11457000.0,-4342000.0,-5482000.0,3159000.0,3025000.0,3940000.0,23345000.0,153808000.0,122733000.0,2864000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-330098000.0,561995000.0,556915000.0,528477000.0,451834000.0,455871000.0,454634000.0,309666000.0,395205000.0,391201000.0,264751000.0,176763000.0,257294000.0,276036000.0,155662000.0,165270000.0,135522000.0,150119000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-303627000.0,-346073000.0,-380862000.0,-326908000.0,-331726000.0,-244705000.0,-259670000.0,-220727000.0,-184819000.0,-156102000.0,-133858000.0,-106109000.0,-146304000.0,-107081000.0,-75605000.0,-51002000.0,-38032000.0
,acquisitionsNet,0.0,-10000000.0,-90000000.0,-41000000.0,-17000000.0,-3000000.0,-9000000.0,-133000000.0,-14000000.0,-67000000.0,0.0,-58000000.0,-10000000.0,0.0,-531000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1520000.0,-1756000.0,0.0,-4000000.0,-1500000.0,0.0,-7329000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,13451000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,614000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12628000.0,203450000.0,271000.0,0.0,3851000.0,3282000.0
,netCashUsedForInvestingActivites,-83366000.0,-310642000.0,-451370000.0,-410476000.0,-327769000.0,-328122000.0,-253339000.0,-364701000.0,-234311000.0,-247067000.0,-136067000.0,-183130000.0,-94942000.0,93178000.0,-631747000.0,-81617000.0,-47151000.0,-34750000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-22123000.0,-22584000.0,-33337000.0,-27396000.0,-235948000.0,-24933000.0,-23881000.0,-483300000.0,-918117000.0,-174424000.0,-19361000.0,-292726000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292000.0,249475000.0,35000.0,5000000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-42311000.0,-159281000.0,-149492000.0,-135079000.0,-125490000.0,-115863000.0,-115625000.0,-106045000.0,-96367000.0,-95838000.0,-84502000.0,-78643000.0,-77534000.0,-33061000.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-172904000.0,-4641000.0,-9819000.0,-5212000.0,-13947000.0,-10351000.0,-7439000.0,-18369000.0,-22551000.0,-8102000.0,-10701000.0,-11388000.0,-29290000.0,-1730000.0,-24204000.0,-1437000.0,-45738000.0,-96140000.0
,netCashUsedProvidedByFinancingActivities,584408000.0,-186506000.0,-192648000.0,-157487000.0,-152635000.0,-151147000.0,-146833000.0,-76184000.0,63424000.0,-78414000.0,-106650000.0,78299000.0,-135091000.0,-183715000.0,439977000.0,-3750000.0,-45738000.0,-96140000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
