date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-23524000.0,-53382000.0,-35774000.0,34262000.0,-31396000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,-9096000.0,-32337000.0,448000.0,29178000.0,-14713000.0
,stockBasedCompensation,5310000.0,3126000.0,-1282000.0,7100000.0,3682000.0
,changeInWorkingCapital,-3327000.0,-6614000.0,5940000.0,15896000.0,-13990000.0
,accountsReceivables,7409000.0,713000.0,7018000.0,-9199000.0,-1783000.0
,inventory,-11292000.0,-4634000.0,653000.0,16324000.0,-16023000.0
,accountsPayables,2967000.0,-463000.0,-1778000.0,8995000.0,4010000.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,136832000.0,131848000.0,124746000.0,124643000.0,90270000.0
,netCashProvidedByOperatingActivites,106195000.0,42641000.0,94078000.0,211079000.0,33853000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-65496000.0,-50751000.0,-94866000.0,-97223000.0,-18843000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-7796000.0,-2834000.0,-1316000.0,-5347000.0,-3777000.0
,salesMaturitiesOfInvestments,13374000.0,241000.0,855000.0,0.0,3371000.0
,otherInvestingActivites,275000.0,36413000.0,933000.0,758000.0,158000.0
,netCashUsedForInvestingActivites,-59643000.0,-16931000.0,-94394000.0,-101812000.0,-19091000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-14362000.0,-18920000.0,-12293000.0,-373717000.0,-60353000.0
,commonStockIssued,34299000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-31873000.0,2178000.0,-21302000.0,260784000.0,66613000.0
,netCashUsedProvidedByFinancingActivities,-11936000.0,-16742000.0,-33595000.0,-112933000.0,6260000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-2704000.0,-1435000.0,-655000.0,-5133000.0,-513000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,31912000.0,7533000.0,-34566000.0,-8799000.0,20509000.0
,cashAtEndOfPeriod,85110000.0,53198000.0,45665000.0,80231000.0,89030000.0
,cashAtBeginningOfPeriod,53198000.0,45665000.0,80231000.0,89030000.0,68521000.0
,operatingCashFlow,106195000.0,42641000.0,94078000.0,211079000.0,33853000.0
,capitalExpenditure,-65496000.0,-50751000.0,-94866000.0,-97223000.0,-18843000.0
,freeCashFlow,40699000.0,-8110000.0,-788000.0,113856000.0,15010000.0
