date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,111841258.0,-50945905.0,-20400686.0,-1441815.0,129688382.0,25260782.0,2833843.0
,depreciationAndAmortization,68148052.0,65201151.0,65329951.0,65057487.0,42591942.0,14093744.0,6620372.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,3227686.0,5476234.0,5138489.0,4385911.0,4052249.0,2311565.0,0.0
,changeInWorkingCapital,51378164.0,-49973606.0,74991124.0,-39224930.0,-38082294.0,-18168129.0,-2062.0
,accountsReceivables,563272.0,-1047956.0,-325132.0,96287.0,22739907.0,-21018670.0,-1966746.0
,inventory,115434.0,-98730.0,567835.0,-292669.0,1087686.0,-2317430.0,396776.0
,accountsPayables,1470669.0,793925.0,-561808.0,743993.0,1044595.0,2731828.0,1799616.0
,otherWorkingCapital,54601796.0,3223632.0,53197238.0,-21793886.0,17431044.0,-97446.0,0.0
,otherNonCashItems,-3558231.0,2483722.0,7189574.0,2481960.0,2637773.0,781000.0,415729.0
,netCashProvidedByOperatingActivites,169036407.0,8883433.0,57249103.0,52103768.0,151027500.0,25623220.0,7236422.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-141012.0,-47799.0,-139503.0,-1919665.0,-895525712.0,-314565546.0,-172253126.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-14888638.0,-499690.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,1767906.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,25011442.0,-61357.0,-14889129.0,2238702.0,-35448702.0
,netCashUsedForInvestingActivites,-33144834.0,-4520304.0,24574405.0,-1981022.0,-910414841.0,-312326844.0,-221434724.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-63968414.0,-130205069.0,-251994382.0,-66265644.0,-40794928.0,-9612000.0,-6506000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,155830178.0,510496990.0
,commonStockRepurchased,-50642795.0,-1310064.0,-1220535.0,-12953453.0,-20943816.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-40547.0,-628144.0,-3113425.0,-99785.0,-13990720.0,-12609730.0,-10668897.0
,netCashUsedProvidedByFinancingActivities,-114651756.0,-67005777.0,4671658.0,-79318882.0,601090409.0,213694591.0,493322093.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-323336.0,-253086.0,-8042.0,-197274.0,-112289.0,-1301579.0,8004.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,20916481.0,-62895734.0,86487124.0,-29393410.0,-158409221.0,-74310612.0,0.0
,cashAtEndOfPeriod,87389127.0,66472646.0,103505676.0,17018552.0,46411962.0,204821183.0,279131795.0
,cashAtBeginningOfPeriod,66472646.0,129368380.0,17018552.0,46411962.0,204821183.0,279131795.0,0.0
,operatingCashFlow,169036407.0,8883433.0,57249103.0,52103768.0,151027500.0,25623220.0,7236422.0
,capitalExpenditure,-20024102.0,-4020614.0,-437037.0,-1919665.0,-895525712.0,-314565546.0,-172253126.0
,freeCashFlow,149012305.0,4862819.0,56812066.0,50184103.0,-744498212.0,-288942326.0,-165016704.0
