date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,revenue,836417000.0,822224000.0,816484000.0,865048000.0,833537000.0,767421000.0,617825000.0,438310716.0,442635146.0,503986224.0,468561524.0,578237482.0,734246671.0,718272469.0,655151931.0,645392586.0,654110876.0,686929644.0,639952915.0,500502570.0,367689902.0,193774000.0
,costOfRevenue,633685000.0,618215000.0,606921000.0,636462000.0,611802000.0,570056000.0,460021000.0,324850878.0,331050041.0,366044323.0,336250100.0,420856313.0,541659776.0,543608163.0,502467737.0,503102978.0,509570451.0,519959631.0,478549635.0,374651086.0,273094434.0,148223000.0
,grossProfit,202732000.0,204009000.0,209563000.0,228586000.0,221735000.0,197365000.0,157804000.0,113459838.0,111585105.0,137941901.0,132311424.0,157381169.0,192586895.0,174664306.0,152684194.0,142289608.0,144540425.0,166970013.0,161403280.0,125851484.0,94595468.0,45551000.0
,grossProfitRatio,0.242381491528747,0.248118517581584,0.256665164289809,0.264246608280697,0.266016985448756,0.257179566365789,0.255418605592198,0.258857093514456,0.252092735988931,0.273701729196471,0.282377910312585,0.27217393181717,0.262291819093586,0.243172770137178,0.233051582045936,0.220469852128112,0.220972361572536,0.24306712406198,0.252211180255347,0.251450225320521,0.257269692437733,0.235072816786566
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,173809000.0,181959000.0,180230000.0,187435000.0,179820000.0,161275000.0,141018000.0,106116849.0,109416687.0,116538077.0,108983689.0,125162550.0,137765997.0,124250759.0,110631463.0,105974648.0,100492678.0,110895105.0,95172275.0,69666099.0,49460349.0,21945000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-280000.0,68000.0,418000.0,155000.0,230000.0,306000.0,30000.0,118675.0,-15790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,186480000.0,196034000.0,192010000.0,197609000.0,189002000.0,169341000.0,148459000.0,112296614.0,116585088.0,127400967.0,121171899.0,137953606.0,392662506.0,132645262.0,124507751.0,112556790.0,107977244.0,118989207.0,102730267.0,87402734.0,65774347.0,176121000.0
,costAndExpenses,820165000.0,814249000.0,798931000.0,834071000.0,800804000.0,739397000.0,608480000.0,437147492.0,447635129.0,493445290.0,457421999.0,558809919.0,934322282.0,676253425.0,626975488.0,615659768.0,617547695.0,638948838.0,581279902.0,462053820.0,338868781.0,324344000.0
,interestExpense,2890000.0,5306000.0,5654000.0,4214000.0,6106000.0,6810000.0,4160000.0,849149.0,2341299.0,2856109.0,4071582.0,6173457.0,4224537.0,2587398.0,1464223.0,3457579.0,4024791.0,4319579.0,3752718.0,14422170.0,15435236.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,12671000.0,14075000.0,11780000.0,10174000.0,9182000.0,8066000.0,7441000.0,6179765.0,7168401.0,10284085.0,11894415.0,12791056.0,10802509.0,8360849.0,7018446.0,6582142.0,7484566.0,8077929.0,6671956.0,17736635.0,15024781.0,5285000.0
,EBITDA,28923000.0,22050000.0,29333000.0,41151000.0,41915000.0,36090000.0,16786000.0,7342989.0,2168418.0,20825019.0,23033940.0,32218619.0,-189273102.0,50379893.0,35194889.0,36314960.0,44047747.0,56058735.0,65344969.0,56185385.0,43845902.0,-125285000.0
,EBITDARatio,0.0345796414946133,0.0268175095837631,0.0359259948755885,0.0475707706393171,0.0502857101724339,0.0470276419331762,0.0271695059280541,0.0167529305854343,0.0048988834700442,0.0413206115729068,0.0491588378904112,0.0557186623194378,-0.257778631453952,0.0701403647979719,0.0537201942552162,0.0562680154494368,0.0673398786293839,0.0816076806258779,0.102109026255471,0.112257935059155,0.11924695718187,-0.646552169021644
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,16252000.0,7975000.0,17553000.0,30977000.0,32733000.0,28024000.0,9345000.0,1163224.0,-4999983.0,10540934.0,11139525.0,19427563.0,-200075611.0,42019044.0,28176443.0,29732818.0,36563181.0,47980806.0,58673013.0,38448750.0,28821121.0,-130570000.0
,operatingIncomeRatio,0.0194304993800939,0.00969930335285762,0.0214982779821772,0.035809573572796,0.0392700024114107,0.0365171138136694,0.0151256423744588,0.00265387990194609,-0.0112959466621297,0.0209151232673376,0.0237738790520068,0.0335978963743481,-0.272491001869316,0.0585001455763718,0.0430074943944567,0.046069351655056,0.0558975279903464,0.0698482099572922,0.0916833279835908,0.0768202848588769,0.0783843147261629,-0.673826209914643
,totalOtherIncomeExpensesNet,-25692000.0,-26880000.0,-30094000.0,-22462000.0,-22082000.0,-17054000.0,-36503000.0,-10353538.0,-19553576.0,545521.0,-10839543.0,-1599422.0,-243962044.0,-126591.0,-6857842.0,-1359394.0,0.0,-976164.0,-886036.0,0.0,-1289217.0,0.0
,incomeBeforeTax,-12330000.0,-24211000.0,-18195000.0,4301000.0,4545000.0,4160000.0,-31318000.0,-10039463.0,-26894858.0,8230346.0,-3771600.0,11654684.0,-204168192.0,39338709.0,26712220.0,24915845.0,32538390.0,42701236.0,54920295.0,24026580.0,13385885.0,12412000.0
,incomeBeforeTaxRatio,-0.0147414507356976,-0.0294457471443305,-0.0222845763052307,0.00497197843356669,0.00545266736809524,0.00542075340653957,-0.0506907295755271,-0.0229048997287121,-0.0607607828773723,0.0163304979542457,-0.0080493164863447,0.0201555318753965,-0.278064852131962,0.0547685045687029,0.0407725578389542,0.0386057192792109,0.0497444564734618,0.0621624592459719,0.0858192746883573,0.0480049083464247,0.0364053647576103,0.0640540010527728
,incomeTaxExpense,-188000.0,31732000.0,-2478000.0,-34501000.0,-4186000.0,-794000.0,216000.0,44210548.0,-6149889.0,4132497.0,-996737.0,4960376.0,-61223579.0,14759200.0,10145868.0,9575426.0,11935770.0,16525378.0,21254154.0,10364123.0,6730024.0,672000.0
,netIncome,-12962000.0,-57713000.0,-16951000.0,37513000.0,7967000.0,4418000.0,-31783000.0,-51969323.0,-42221497.0,4097849.0,-2774863.0,6694308.0,-142944613.0,24579509.0,16636389.0,14752386.0,20658695.0,25820785.0,29782705.0,8672042.0,4598196.0,11545000.0
,netIncomeRatio,-0.0154970546987926,-0.0701913347214384,-0.0207609702088467,0.0433652236638892,0.00955806400915616,0.00575694436300284,-0.0514433698862947,-0.118567311048813,-0.0953866799361658,0.00813087502169504,-0.00592208889947182,0.0115770910886749,-0.194682003536111,0.0342203134058866,0.0253931770827674,0.0228580035160181,0.0315828642482318,0.0375886893592847,0.0465389004439491,0.0173266682726524,0.0125056357952414,0.0595797165770434
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.361915398576016,-1.61,-0.48,1.07,0.25,0.140191660849146,-1.02,-1.12,-1.37,0.131569029730945,-0.09,0.217171386861314,-4.63727993217475,0.77,0.52,0.46,0.65,0.8,0.92,0.35,0.2,0.75
,EPSDiluted,-0.361915398576016,-1.61,-0.48,1.01,0.15,0.137367079161744,-1.02,-1.12,-1.37,0.131375,-0.09,0.215952385560825,-4.61002322932961,0.76,0.51,0.45,0.63,0.79,0.88,0.34,0.2,0.75
,weightedAverageShsOut,36088000.0,35815000.0,35657000.0,35018000.0,32132000.0,31514000.0,31190000.0,31009000.0,30843000.0,31146000.0,31060000.0,30825000.0,30825099.0,31972681.0,32077240.0,32228978.0,31992752.0,32090731.0,32432026.0,24881218.0,23205388.0,15291749.0
,weightedAverageShsOutDil,36088000.0,35815000.0,35657000.0,36166000.0,36246000.0,32162000.0,31190000.0,31009000.0,30843000.0,31192000.0,31060000.0,30999000.0,31007352.0,32484241.0,32737419.0,32773634.0,32578319.0,32530563.0,33653433.0,25222936.0,23205388.0,15291749.0
