date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-383457000.0,-279659000.0,-143588000.0,-76914000.0,-135747000.0,-60716000.0,-37034000.0,-13167180.0,-8196000.0
,depreciationAndAmortization,33590000.0,38646000.0,2421000.0,617000.0,296000.0,96000.0,49000.0,1282.0,0.0
,deferredIncomeTax,0.0,-6631000.0,-28338000.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,24460000.0,11925000.0,19040000.0,8867000.0,5825000.0,4714000.0,6010000.0,1563759.0,122000.0
,changeInWorkingCapital,-13670000.0,-101167000.0,-11425000.0,31954000.0,52904000.0,25554000.0,74065767.0,32208690.0,-808000.0
,accountsReceivables,12011000.0,-22198000.0,33384000.0,-393000.0,0.0,0.0,87000.0,-49706.0,-4000.0
,inventory,6163000.0,-29142000.0,26000.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,3678000.0,1372000.0,13717000.0,4959000.0,-274000.0,231000.0,0.0,0.0,0.0
,otherWorkingCapital,-35170000.0,101415000.0,202582000.0,214007000.0,182053000.0,129149000.0,103595000.0,29529233.0,-2679457.0
,otherNonCashItems,24611000.0,-1443000.0,13414000.0,0.0,0.0,0.0,0.0,760424.0,17000.0
,netCashProvidedByOperatingActivites,-110388000.0,-257441000.0,-97494000.0,-56159000.0,57906000.0,-52407000.0,-27483000.0,-11331671.0,-7211000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-317000.0,-6655000.0,-1606000.0,-1622000.0,-2662000.0,-414000.0,-229000.0,-19732.0,0.0
,acquisitionsNet,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-99932000.0,0.0,-224216000.0,-330636000.0,-147009000.0,-77175000.0,-77708000.0,-13394944.0,0.0
,salesMaturitiesOfInvestments,60245000.0,217831000.0,256269000.0,154998000.0,162376000.0,63901000.0,12585000.0,1990000.0,1366000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-40004000.0,211176000.0,36594000.0,-177260000.0,12705000.0,-13688000.0,-65352000.0,-11424676.0,1366000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-15000000.0,-19000.0,-5000.0,-20000.0,-7000.0,-3000.0,0.0,0.0
,commonStockIssued,209419000.0,25785000.0,95452000.0,114580000.0,66736000.0,82750000.0,104328000.0,5336.0,0.0
,commonStockRepurchased,0.0,-426000.0,0.0,0.0,0.0,0.0,-162000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1415187.0,0.0
,netCashUsedProvidedByFinancingActivities,231720000.0,88970000.0,96562000.0,116240000.0,66946000.0,83093000.0,104400000.0,42330537.0,2475000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,81328000.0,42705000.0,35662000.0,-117179000.0,137557000.0,16998000.0,11565000.0,19574190.0,-3370000.0
,cashAtEndOfPeriod,231132000.0,149804000.0,107099000.0,70156000.0,187335000.0,49778000.0,32780000.0,21215228.0,1641000.0
,cashAtBeginningOfPeriod,149804000.0,107099000.0,71437000.0,187335000.0,49778000.0,32780000.0,21215000.0,1641038.0,5011000.0
,operatingCashFlow,-110388000.0,-257441000.0,-97494000.0,-56159000.0,57906000.0,-52407000.0,-27483000.0,-11331671.0,-7211000.0
,capitalExpenditure,-317000.0,-6655000.0,-1606000.0,-1622000.0,-2662000.0,-414000.0,-229000.0,-19732.0,0.0
,freeCashFlow,-110705000.0,-264096000.0,-99100000.0,-57781000.0,55244000.0,-52821000.0,-27712000.0,-11351403.0,-7211000.0
