date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-03-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,185126000.0,160456000.0,154333000.0,159365000.0,151540000.0,148862000.0,101609000.0,106183000.0,90731000.0,0.0,81132000.0,69421000.0,64229000.0,57510000.0,96435000.0,69228000.0,54408000.0,56379000.0,43808000.0,30787000.0,-63000.0,33724000.0,53618000.0,69645000.0,75388000.0,67164000.0,49700000.0,38900000.0,24400000.0,13300000.0,2100000.0
,depreciationAndAmortization,83150000.0,76816000.0,75786000.0,72963000.0,63128000.0,56635000.0,40689000.0,20905000.0,16981000.0,0.0,11992000.0,11203000.0,8621000.0,7943000.0,11725000.0,11809000.0,12603000.0,14453000.0,15380000.0,16383000.0,14658000.0,14172000.0,11485000.0,8955000.0,8036000.0,6832000.0,6100000.0,5300000.0,5200000.0,4700000.0,1200000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,3061000.0,3646000.0,2490000.0,2612000.0,1732000.0,2134000.0,2020000.0,2339000.0,2168000.0,0.0,3087000.0,2368000.0,853000.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-6738000.0,89041000.0,118515000.0,29762000.0,6558000.0,103128000.0,5268000.0,-18199000.0,182781000.0,-89192000.0,-886000.0,-38117000.0,-52678000.0,69039000.0,-101443000.0,41048000.0,-24749000.0,70503000.0,44077000.0,28461000.0,2958000.0,10600000.0,-5000000.0,3500000.0,-6100000.0,9526000.0,-1200000.0,9000000.0,6600000.0,-2000000.0,2000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-713000.0,86000.0,-455000.0,167000.0,-822000.0,-3609000.0,-3339000.0,-2521000.0,1264000.0,-1343000.0,-1048000.0,-2437000.0,-9600000.0,2800000.0,200000.0,1600000.0,100000.0,3400000.0,2100000.0,300000.0,-2200000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2512000.0,-5514000.0,-1316000.0,-124000.0,1188000.0,3029000.0,8850000.0,5867000.0,5500000.0,500000.0,6100000.0,0.0,-700000.0,1100000.0,1200000.0,-1300000.0,3200000.0
,otherWorkingCapital,-217000.0,437175000.0,348134000.0,229619000.0,199857000.0,193299000.0,90171000.0,84903000.0,103102000.0,-79679000.0,9513000.0,10399000.0,48516000.0,101194000.0,32155000.0,133598000.0,92550000.0,117299000.0,46796000.0,2719000.0,-25742000.0,-28700000.0,-39300000.0,-34300000.0,-37800000.0,-31700000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-18370000.0,-19479000.0,-30022000.0,-27280000.0,-23912000.0,-25034000.0,-16463000.0,-9816000.0,-8269000.0,0.0,-3877000.0,-3869000.0,-157000.0,388000.0,-37343000.0,-14244000.0,1043000.0,-7290000.0,4774000.0,12486000.0,28278000.0,5472000.0,18992000.0,-1709000.0,-1462000.0,-6809000.0,600000.0,-4600000.0,-3300000.0,4600000.0,-800000.0
,netCashProvidedByOperatingActivites,232148000.0,240955000.0,207869000.0,197325000.0,177219000.0,164425000.0,126143000.0,104193000.0,86266000.0,0.0,76854000.0,77544000.0,69212000.0,67134000.0,66529000.0,57805000.0,59010000.0,57092000.0,68033000.0,66089000.0,59763000.0,63610000.0,73433000.0,84928000.0,89936000.0,76713000.0,55200000.0,48600000.0,32900000.0,20600000.0,4500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75806000.0,-98736000.0,-81569000.0,-4048000.0,-2491000.0,-2499000.0,-12264000.0,-1678000.0,-10009000.0,-16568000.0,-1941000.0,-3202000.0,-14318000.0,-40724000.0,-23848000.0,-67892000.0,-11100000.0,-10100000.0,-15400000.0,-8300000.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,-8458000.0,0.0,0.0,0.0,-0.0,0.0,-12422000.0,-4775000.0,0.0,-361463000.0,-11063000.0,-22079000.0,-1024000.0,0.0,0.0,-23740000.0,-41459000.0,-55336000.0,-135777000.0,-115876000.0,-153084000.0,0.0,0.0,0.0,-74000000.0,-73800000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,18182000.0,59607000.0,57406000.0,0.0,0.0,125000.0,0.0,12862000.0,9557000.0,30891000.0,56179000.0,347254000.0,16853000.0,14800000.0,10823000.0,405000.0,6279000.0,17922000.0,13115000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52800000.0,0.0
,otherInvestingActivites,-11744000.0,-105335000.0,-102645000.0,-6685000.0,-22431000.0,-70754000.0,-4545000.0,7894000.0,1222000.0,6927000.0,-1501000.0,3325000.0,0.0,0.0,38131000.0,19664000.0,5424000.0,53232000.0,74326000.0,33517000.0,49623000.0,60730000.0,16287000.0,97763000.0,188907000.0,105061000.0,400000.0,-203500000.0,-158100000.0,0.0,-25300000.0
