Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,125582000.0,121520000.0,114602000.0,190510000.0,91642000.0,42629000.0
Revenue Growth,0.0334,0.0604,-0.3984,1.0789,1.1498,
Cost of Revenue,114525000.0,111428000.0,102532000.0,182401000.0,79485000.0,45398000.0
Gross Profit,11057000.0,10092000.0,12070000.0,8109000.0,12157000.0,-2769000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,1761000.0
SG&A Expense,14510000.0,16938000.0,16966000.0,116175000.0,9687000.0,10281000.0
Operating Expenses,14009000.0,19371000.0,103670000.0,172356000.0,7644000.0,28845000.0
Operating Income,-2952000.0,-9279000.0,-91600000.0,-164247000.0,4513000.0,-31614000.0
Interest Expense,6665000.0,8087000.0,3494000.0,9275000.0,2259000.0,4321000.0
Earnings before Tax,-11950000.0,-90943000.0,-220090000.0,-184125000.0,-2156000.0,-31431000.0
Income Tax Expense,332000.0,137000.0,606000.0,673000.0,3040000.0,813000.0
Net Income - Non-Controlling int,-39000.0,-215000.0,394000.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-12282000.0,-91080000.0,-220696000.0,-184798000.0,-5196000.0,-32244000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-12282000.0,-91080000.0,-220696000.0,-184798000.0,-5196000.0,-32244000.0
EPS,-1.7,-13.0,-34.0,-30.0,-0.2,-160.0
EPS Diluted,-1.7,-13.0,-34.0,-30.0,-0.2,-160.0
Weighted Average Shs Out,7260672.0,6416652.0,639065.0,639065.0,,
Weighted Average Shs Out (Dil),7262023.0,6826633.0,6415616.0,6120471.0,30700506.0,198214.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.088,0.083,0.1053,0.0426,0.1327,-0.065
EBITDA Margin,-0.03,-0.67,-1.851,-0.889,0.021,-0.592
EBIT Margin,-0.0421,-0.6818,-1.89,-0.9178,0.0011,-0.636
Profit Margin,-0.098,-0.75,-1.926,-0.97,-0.057,-0.756
Free Cash Flow margin,0.0631,-0.0982,-0.7179,-1.0523,-0.6318,0.2629
EBITDA,-3781000.0,-81395000.0,-212157000.0,-169302000.0,1942000.0,-25256000.0
EBIT,-5285000.0,-82856000.0,-216596000.0,-174850000.0,103000.0,-27110000.0
Consolidated Income,-12259000.0,-90959000.0,-220968000.0,-184798000.0,-5196000.0,-32244000.0
Earnings Before Tax Margin,-0.0952,-0.7484,-1.9205,-0.9665,-0.0235,-0.7373
Net Profit Margin,-0.0978,-0.7495,-1.9258,-0.97,-0.0567,-0.7564
