date,,2021-01-31_FY,2021-01-30_FY,2020-01-31_FY,2019-01-31_FY,2018-01-31_FY,2017-01-31_FY,2016-01-31_FY,2015-01-31_FY,2014-01-31_FY,2013-01-31_FY,2012-01-31_FY,2011-01-31_FY,2010-01-31_FY,2009-01-31_FY,2008-01-31_FY,2007-01-31_FY,2006-01-31_FY,2005-01-31_FY,2004-01-31_FY,2003-01-31_FY,2002-01-31_FY,2001-01-31_FY,2000-01-31_FY,1999-01-31_FY,1998-01-31_FY,1997-01-31_FY,1996-01-31_FY,1995-01-31_FY,1994-01-31_FY,1993-01-31_FY,1992-01-31_FY
,revenue,901278000.0,901278000.0,900254000.0,885496000.0,913380000.0,974873000.0,1119616000.0,1153142000.0,1128001000.0,1124007000.0,1062946000.0,949838000.0,898287000.0,792046000.0,619888000.0,530074000.0,501101000.0,470937000.0,422820000.0,401060000.0,387638000.0,393247000.0,375526000.0,337900000.0,267900000.0,206400000.0,172300000.0,145000000.0,129600000.0,112900000.0,86700000.0
,costOfRevenue,500610000.0,500610000.0,522780000.0,519423000.0,533357000.0,577705000.0,638215000.0,645810000.0,628856000.0,624692000.0,594291000.0,530709000.0,497668000.0,448558000.0,365350000.0,322760000.0,307063000.0,299958000.0,279901000.0,269533000.0,259645000.0,250450000.0,233629000.0,209500000.0,169100000.0,135100000.0,112900000.0,95500000.0,84900000.0,71700000.0,56200000.0
,grossProfit,400668000.0,400668000.0,377474000.0,366073000.0,380023000.0,397168000.0,481401000.0,507332000.0,499145000.0,499315000.0,468655000.0,419129000.0,400619000.0,343488000.0,254538000.0,207314000.0,194038000.0,170979000.0,142919000.0,131527000.0,127993000.0,142797000.0,141897000.0,128400000.0,98800000.0,71300000.0,59400000.0,49500000.0,44700000.0,41200000.0,30500000.0
,grossProfitRatio,0.444555398001505,0.444555398001505,0.419297220562197,0.413410111395195,0.416062317983753,0.407404861966636,0.429969739625014,0.439956223951604,0.442504040333298,0.444227660503894,0.440901983732005,0.441263668120248,0.44598107286424,0.433671781689447,0.410619337686808,0.391103883608704,0.387223334218052,0.363061301193153,0.338013812024029,0.327948436642896,0.330186926978263,0.363122922743212,0.377861985588215,0.37999408108908,0.368794326241135,0.345445736434109,0.344747533372026,0.341379310344828,0.344907407407407,0.364924712134632,0.351787773933103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,41488000.0,41488000.0,41497000.0,43113000.0,39877000.0,38475000.0,39282000.0,37671000.0,35258000.0,39177000.0,37041000.0,30752000.0,32416000.0,30041000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,191158000.0,191158000.0,204480000.0,202032000.0,206068000.0,205933000.0,212531000.0,212688000.0,206893000.0,201963000.0,195294000.0,177610000.0,168741000.0,151251000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,2925000.0,0.0,6210000.0,5716000.0,5407000.0,3511000.0,5236000.0,2723000.0,3462000.0,3524000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
