date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,55338000.0,188886000.0,159207000.0,178040000.0,219919000.0,221854000.0,195022000.0,300835000.0,156761000.0,162510000.0,157193000.0,154954000.0,150941000.0,133373000.0,105239000.0,50142000.0,62543000.0,141783000.0,-7916000.0,25694000.0,-730782000.0,-53400000.0,29500000.0,54000000.0,30900000.0,14300000.0,7200000.0,4000000.0,2500000.0,-1900000.0,200000.0,1600000.0
,depreciationAndAmortization,150861000.0,144572000.0,156501000.0,147129000.0,166746000.0,151514000.0,113925000.0,113491000.0,113933000.0,108931000.0,106273000.0,100803000.0,91461000.0,82613000.0,72106000.0,65409000.0,61324000.0,61516000.0,66204000.0,0.0,0.0,0.0,0.0,-14100000.0,-11300000.0,-6500000.0,-5500000.0,-5200000.0,-6800000.0,-4000000.0,-3000000.0,-2200000.0
,deferredIncomeTax,4945000.0,-1162000.0,-4436000.0,921000.0,-3911000.0,5706000.0,-3211000.0,-151037000.0,5761000.0,17359000.0,26203000.0,22622000.0,29813000.0,9576000.0,31141000.0,21255000.0,14934000.0,-50082000.0,0.0,-3531000.0,-13767000.0,0.0,0.0,-6300000.0,13100000.0,0.0,1100000.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,17264000.0,17267000.0,13132000.0,13286000.0,17903000.0,15394000.0,13975000.0,12965000.0,12325000.0,10384000.0,9646000.0,9828000.0,9679000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,34496000.0,59445000.0,-29523000.0,10021000.0,9168000.0,-29534000.0,-51331000.0,-85956000.0,23217000.0,-11371000.0,41766000.0,-15804000.0,20544000.0,-100928000.0,80041000.0,16796000.0,-3529000.0,65171000.0,68381000.0,0.0,0.0,0.0,-136700000.0,86200000.0,39400000.0,-3000000.0,1900000.0,1300000.0,2900000.0,-2800000.0,3300000.0,-4300000.0
,accountsReceivables,16769000.0,-16938000.0,-19470000.0,-13913000.0,14059000.0,1266000.0,-12549000.0,16683000.0,12189000.0,46941000.0,-70964000.0,20767000.0,-25150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000000.0,-56000000.0,-12800000.0,-7100000.0,500000.0,-5900000.0,0.0,-600000.0,-4900000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-800000.0
,accountsPayables,17727000.0,11359000.0,19377000.0,21339000.0,-39403000.0,-2210000.0,82396000.0,23910000.0,-24219000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7100000.0,28500000.0,2000000.0,3700000.0,-100000.0,-600000.0,300000.0,1400000.0,400000.0
,otherWorkingCapital,0.0,66574000.0,7129000.0,36652000.0,26631000.0,17463000.0,46997000.0,98328000.0,184284000.0,161067000.0,172438000.0,130672000.0,146476000.0,125932000.0,226860000.0,146819000.0,130023000.0,133552000.0,68381000.0,0.0,0.0,0.0,0.0,136700000.0,50500000.0,11100000.0,14100000.0,12200000.0,10900000.0,8000000.0,10800000.0,7500000.0
,otherNonCashItems,18975000.0,5694000.0,-2165000.0,-7039000.0,-106000.0,4767000.0,3816000.0,42366000.0,7499000.0,1559000.0,645000.0,4499000.0,983000.0,-11844000.0,-16831000.0,47598000.0,6870000.0,5371000.0,3101000.0,99257000.0,607648000.0,196500000.0,3800000.0,28200000.0,23200000.0,19300000.0,11100000.0,10200000.0,13700000.0,8600000.0,5900000.0,4300000.0
,netCashProvidedByOperatingActivites,355530000.0,354384000.0,322880000.0,341325000.0,375373000.0,399798000.0,423581000.0,369504000.0,283256000.0,351076000.0,255515000.0,314691000.0,273585000.0,250880000.0,171955000.0,153366000.0,125981000.0,202847000.0,101389000.0,92761000.0,-46563000.0,79500000.0,52700000.0,92000000.0,24400000.0,17800000.0,11400000.0,10400000.0,4400000.0,5000000.0,4500000.0,-600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-27591000.0,-136128000.0,-58239000.0,-17576000.0,-41816000.0,-164880000.0,-85791000.0,-27955000.0,-30424000.0,0.0,0.0,0.0,0.0,-343141000.0,-163122000.0,-110305000.0,-128028000.0,-96294000.0,-12254000.0,-6435000.0,-78663000.0,-528900000.0,-409500000.0,-297300000.0,-165700000.0,-25900000.0,-23200000.0,-1900000.0,-11100000.0,-8100000.0,-28000000.0,-19800000.0
,acquisitionsNet,-9000000.0,-48000000.0,-176000000.0,-49000000.0,-44000000.0,-158000000.0,0.0,-36000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3886000.0,-63816000.0,-10328000.0,-160000.0,0.0,0.0,0.0,0.0,0.0,0.0,-38200000.0,0.0,0.0,0.0,0.0,0.0,-800000.0,-1000000.0,-8900000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86716000.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,5700000.0,0.0,0.0,0.0,0.0,0.0,0.0,4600000.0,2800000.0
