date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,7814000.0,-724000.0,-11807000.0,14092000.0,1959000.0,2526139.0,-5291869.0,-7275706.0,-7839996.0,-125057.0,-682353.0,-1321964.0,-748764.0,-383798.0,-717326.0,-1027356.0,-3846326.0,-2492190.0,396806.0,-341424.0,-1433615.0,2000000.0,-1500000.0,-2600000.0,1200000.0,-100000.0,-1100000.0,-900000.0,0.0,900000.0,600000.0
,depreciationAndAmortization,7943000.0,8412000.0,4638000.0,913000.0,1388000.0,605725.0,470697.0,323383.0,231981.0,179291.0,172598.0,83631.0,36084.0,39343.0,469900.0,619258.0,537418.0,441931.0,634352.0,570167.0,431192.0,300000.0,500000.0,700000.0,400000.0,400000.0,800000.0,1100000.0,600000.0,900000.0,600000.0
,deferredIncomeTax,1903000.0,-3775000.0,3636000.0,-11065000.0,-127000.0,-647392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,9551000.0,9637000.0,8950000.0,5478000.0,4079000.0,3367486.0,3444480.0,2791862.0,2599858.0,1271238.0,406269.0,116115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,25688000.0,16861000.0,-24121000.0,9362000.0,7975308.0,2520672.0,-3879177.0,14361750.0,-6342253.0,15923860.0,1700286.0,-1199536.0,-876602.0,-108976.0,581993.0,475976.0,-1493913.0,-2302652.0,1064110.0,-450517.0,-770329.0,2300000.0,-800000.0,1400000.0,1300000.0,400000.0,-400000.0,-2700000.0,-500000.0,700000.0,0.0
,accountsReceivables,-361000.0,1564000.0,-5673000.0,-2101000.0,-1002000.0,-566069.0,-1454823.0,-391543.0,1862555.0,-1750036.0,-842517.0,575623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-166236.0,7738.0,50090.0,-524.0,121701.0,60276.0,-126434.0,-95685.0,15702.0,-209233.0,-635606.0,-418077.0,200000.0,-200000.0,-800000.0,-600000.0,-200000.0,1300000.0,1500000.0,2300000.0,100000.0,1400000.0
,accountsPayables,277000.0,28000.0,309000.0,593000.0,-222000.0,-448833.0,-83642.0,1163959.0,353043.0,130393.0,-127791.0,-47620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,59770000.0,34082000.0,17221000.0,41342000.0,31980000.0,24004692.0,21484020.0,25363197.0,11001447.0,17343700.0,1419840.0,-280446.0,919090.0,1795692.0,1904668.0,1322675.0,846699.0,2340612.0,4643264.0,3579154.0,4029671.0,4800000.0,2500000.0,3300000.0,1900000.0,600000.0,200000.0,600000.0,3300000.0,3800000.0,3100000.0
,otherNonCashItems,199000.0,338000.0,2091000.0,1579000.0,1652000.0,827523.0,401319.0,182162.0,0.0,384124.0,276622.0,-23609.0,248890.0,170567.0,-64068.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,100000.0,0.0,0.0,0.0,100000.0
,netCashProvidedByOperatingActivites,24122000.0,14250000.0,5626000.0,10445000.0,7854000.0,6105308.0,-2468671.0,-615061.0,-1778764.0,316168.0,-806064.0,-553452.0,-398940.0,-205724.0,-53527.0,-2022174.0,-3380957.0,1222961.0,374718.0,969300.0,-1817688.0,-300000.0,-200000.0,-2700000.0,500000.0,-300000.0,1200000.0,2400000.0,3400000.0,2800000.0,1300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-803000.0,-1063000.0,-4307000.0,-488000.0,-250000.0,-73126.0,-135452.0,-1497492.0,-339715.0,-204358.0,-9367.0,-9050.0,-397061.0,-34685.0,-54319.0,-48932.0,-70803.0,-190616.0,-308659.0,-131710.0,-216763.0,-200000.0,-100000.0,-200000.0,-100000.0,0.0,-100000.0,-200000.0,0.0,-100000.0,0.0
,acquisitionsNet,136000.0,0.0,0.0,0.0,0.0,-5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-44725000.0,-24410000.0,-15391000.0,-39939000.0,-33658000.0,-27254351.0,-24642603.0,-4058975.0,-12187523.0,-10614723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,20822000.0,14966000.0,41018000.0,32650000.0,30623000.0,21406088.0,11666624.0,6090734.0,14635005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46619.0,3604.0,-184039.0,0.0,0.0,-100000.0,400000.0,-200000.0,100000.0,0.0,0.0,-1800000.0,0.0,0.0,-1500000.0
