Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,163349000.0,126242000.0,122778000.0,96798000.0
Revenue Growth,0.293935457296304,0.0282135235954324,0.26839397508213,
Cost of Revenue,11678000.0,7745000.0,5888000.0,3971000.0
Gross Profit,151671000.0,118497000.0,116890000.0,92827000.0
R&D Expenses,14173000.0,9194000.0,6585000.0,4826000.0
SG&A Expense,151410000.0,113992000.0,110714000.0,95459000.0
Operating Expenses,165583000.0,123186000.0,117299000.0,
Operating Income,-13912000.0,-4689000.0,-409000.0,-2632000.0
Interest Expense,199000.0,382000.0,506000.0,
Earnings before Tax,0.0,-5071000.0,-915000.0,-3436000.0
Income Tax Expense,0.0,0.0,18000.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,0.0,
Net Income,-13791000.0,-5071000.0,-933000.0,
Preferred Dividends,0.0,14093000.0,656000.0,
Net Income Com,-13791000.0,-19164000.0,-1589000.0,-3436000.0
EPS,-3.03,-2.18,-0.16,-0.14
EPS Diluted,-3.03,-2.18,-0.16,-0.14
Weighted Average Shs Out,16922225.0,24803000.0,24803000.0,
Weighted Average Shs Out (Dil),16922225.0,8773880.0,9765872.0,
Dividend per Share,0.0,0.0,0.0,
Gross Margin,0.928508898126,0.9386,0.952,0.959
EBITDA Margin,-0.076957924444,-0.026,0.008,
EBIT Margin,-0.0851673410918,-0.0371,-0.0033,
Profit Margin,-0.0844265958163,-0.152,-0.013,
Free Cash Flow margin,-0.0340681608091,-0.0226,0.0359,
EBITDA,-12571000.0,-3329000.0,1028000.0,
EBIT,-13912000.0,-4689000.0,-409000.0,
Consolidated Income,-13791000.0,-5071000.0,-933000.0,
Earnings Before Tax Margin,0.0,-0.0402,-0.0075,-0.0355
Net Profit Margin,-0.0844265958163,-0.0402,-0.0076,
