date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,revenue,3578700000.0,5301400000.0,3587918000.0,3147970000.0,3034380000.0,2838358000.0,2590527000.0,2918754000.0,2899465000.0,2742257000.0,2459111000.0,2369275000.0,2423053000.0,2436793000.0,2351463000.0,1412466000.0,1140689000.0,1162995000.0,657546000.0,519392000.0,294123000.0,171500000.0,154100000.0,111500000.0,62800000.0,57700000.0,46000000.0,42200000.0
,costOfRevenue,1868000000.0,2954500000.0,2047964000.0,1812897000.0,1757848000.0,1621576000.0,1468760000.0,1663891000.0,1686516000.0,1620739000.0,1464897000.0,1427861000.0,1427470000.0,1402638000.0,1306770000.0,855134000.0,681455000.0,708334000.0,405003000.0,314559000.0,189926000.0,91700000.0,85700000.0,67700000.0,38200000.0,35900000.0,29800000.0,28200000.0
,grossProfit,1710700000.0,2346900000.0,1539954000.0,1335073000.0,1276532000.0,1216782000.0,1121767000.0,1254863000.0,1212949000.0,1121518000.0,994214000.0,941414000.0,995583000.0,1034155000.0,1044693000.0,557332000.0,459234000.0,454661000.0,252543000.0,204833000.0,104197000.0,79800000.0,68400000.0,43800000.0,24600000.0,21800000.0,16200000.0,14000000.0
,grossProfitRatio,0.478022745689776,0.442694382615913,0.429205461217341,0.424106011175456,0.420689564260244,0.42869222275696,0.433026561776812,0.429931059623387,0.418335451540198,0.408976255690112,0.40429813863628,0.397342647012272,0.410879580430143,0.424391813338269,0.444273628800453,0.394580825308361,0.40259352023207,0.39093977188208,0.384068947267568,0.394370725771671,0.354263352406986,0.46530612244898,0.443867618429591,0.392825112107623,0.39171974522293,0.377816291161178,0.352173913043478,0.33175355450237
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1130800000.0,1187700000.0,618951000.0,514776000.0,463028000.0,449433000.0,867793000.0,595984000.0,532241000.0,0.0,0.0,0.0,0.0,0.0,329716000.0,0.0,0.0,0.0,0.0,95028000.0,44716000.0,19500000.0,19100000.0,16200000.0,14000000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106916000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,106600000.0,20000000.0,-7121000.0,-2257000.0,-1679000.0,5872000.0,2944000.0,3803000.0,-1375000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
