Date,2018-12-31,2017-12-31,2017-07-31,2016-07-31,2015-07-31,2014-07-31,2013-07-31,2012-07-31,2012-03-31,2011-07-31,2010-07-31,2009-07-31
Cash and cash equivalents,24614000.0,2300.0,8115903.0,6872555.0,1481393.0,434217.0,254770.0,598623.0,72357000.0,20423.0,51789.0,290.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38975000.0,0.0,0.0,0.0
Cash and short-term investments,24614000.0,2300.0,8115903.0,6872555.0,1481393.0,434217.0,254770.0,598623.0,111332000.0,20423.0,51789.0,290.0
Receivables,4489000.0,0.0,11696676.0,3750000.0,312498.0,0.0,0.0,0.0,40787000.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704000.0,0.0,0.0,0.0
Total current assets,29370000.0,2300.0,20754949.0,10787442.0,1856295.0,467360.0,278849.0,619873.0,160771000.0,20423.0,51789.0,
Property Plant & Equipment Net,0.0,0.0,1183.0,2753.0,6521.0,0.0,0.0,0.0,13936000.0,0.0,0.0,0.0
Goodwill and Intangible Assets,16000.0,19825.0,0.0,17690.0,19062.0,20435.0,21808.0,23180.0,18376000.0,24553.0,25926.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38975000.0,0.0,0.0,0.0
Tax assets,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5182000.0,0.0,0.0,
Total non-current assets,16000.0,,20443.0,25583.0,20435.0,21808.0,23180.0,24553.0,37494000.0,25926.0,19825.0,
Total assets,29386000.0,22125.0,20773250.0,10807885.0,1881878.0,487795.0,300657.0,643053.0,198265000.0,44976.0,77715.0,290.0
Payables,2131000.0,584495.0,1355992.0,2211971.0,140584.0,445460.0,550604.0,390767.0,1175000.0,191909.0,412105.0,0.0
Short-term debt,0.0,,0.0,0.0,165000.0,0.0,0.0,25000.0,0.0,223693.0,,
Total current liabilities,9827000.0,,5657193.0,4166949.0,4236834.0,3574520.0,1967255.0,883069.0,67777000.0,663694.0,,
Long-term debt,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2745000.0,0.0,,
Total debt,0.0,,0.0,165000.0,0.0,0.0,25000.0,223693.0,2745000.0,0.0,0.0,
Deferred revenue,1212000.0,,2560146.0,2600000.0,5300000.0,1411470.0,750000.0,0.0,47909000.0,0.0,0.0,
Tax Liabilities,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Deposit Liabilities,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total non-current liabilities,2700000.0,,2306527.0,2350000.0,5300000.0,1411470.0,750000.0,0.0,10494000.0,,,
Total liabilities,12527000.0,659412.0,7772998.0,6473476.0,6586834.0,8874520.0,3378725.0,1633069.0,78271000.0,663694.0,416232.0,0.0
Other comprehensive income,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,107211000,0.0,0.0,
Retained earnings (deficit),-74421000.0,-2071920.0,-53225350.0,-54604729.0,-61185342.0,-53371086.0,-46333213.0,-34850395.0,13748000.0,-23928895.0,-11507707.0,-55210.0
Total shareholders equity,16859000.0,-637287.0,13000252.0,4334409.0,-4704956.0,-8386725.0,-3078068.0,-990016.0,119994000.0,-618718.0,-338517.0,290.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77950000.0,0.0,0.0,0.0
Net Debt,-24614000.0,,-8115903.0,-6872555.0,-1316393.0,-434217.0,-254770.0,-573623.0,-69612000.0,203270.0,,
Other Assets,267000.0,0.0,942370.0,164887.0,62404.0,33143.0,24079.0,21250.0,0.0,0.0,0.0,0.0
Other Liabilities,7696000.0,,4301201.0,1954978.0,3931250.0,3129060.0,1416651.0,467302.0,0.0,248092.0,,
