Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,19300000.0,49145000.0,35678000.0,29032000.0,40851000.0
Short-term investments,260250000.0,0.0,0.0,0.0,0.0
Cash and short-term investments,19300000.0,49145000.0,35678000.0,29032000.0,40851000.0
Receivables,91602000.0,0.0,0.0,0.0,506706000.0
Inventories,150689000.0,107909000.0,157516000.0,208512000.0,290599000.0
Total current assets,566075000.0,542566000.0,511958000.0,754284000.0,892318000.0
Property Plant & Equipment Net,901577000.0,822279000.0,797809000.0,896462000.0,952743000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,49516000.0
Long-term investments,20399000.0,3004000.0,4849000.0,0.0,0.0
Tax assets,11370000.0,10550000.0,6015000.0,86110000.0,104726000.0
Total non-current assets,1000979000.0,918241000.0,862820000.0,1034112000.0,1106985000.0
Total assets,1567054000.0,1460807000.0,1374778000.0,1788396000.0,1999303000.0
Payables,165744000.0,148744000.0,95959000.0,94566000.0,161826000.0
Short-term debt,101363000.0,0.0,118000000.0,285000000.0,0.0
Total current liabilities,457329000.0,408518000.0,334134000.0,345796000.0,526183000.0
Long-term debt,403810000.0,368472000.0,348970000.0,525593000.0,1107000.0
Total debt,505173000.0,368472000.0,466970000.0,810593000.0,1107000.0
Deferred revenue,0.0,23902000.0,32154000.0,31675000.0,192733000.0
Tax Liabilities,31862000.0,26503000.0,43336000.0,37732000.0,38802000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,449627000.0,490975000.0,483871000.0,636506000.0,108785000.0
Total liabilities,1014233000.0,906021000.0,818007000.0,982460000.0,634968000.0
Other comprehensive income,722898000,732227000,766159000,805701000,26745000.0
Retained earnings (deficit),-208677000.0,-223510000.0,-257252000.0,-29315000.0,0.0
Total shareholders equity,552821000.0,554786000.0,556771000.0,805936000.0,1364335000.0
Investments,280649000.0,3004000.0,4849000.0,0.0,0.0
Net Debt,485873000.0,319327000.0,431292000.0,781561000.0,-39744000.0
Other Assets,0.0,0.0,0.0,0.0,54162000.0
Other Liabilities,107277000.0,6528000.0,2000.0,158000.0,364357000.0
