date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,revenue,116495000.0,168633000.0,214754000.0,241017000.0,248674000.0,113571000.0
,costOfRevenue,77932000.0,80718000.0,71151000.0,65353000.0,65191000.0,6329000.0
,grossProfit,38563000.0,87915000.0,143603000.0,175664000.0,183483000.0,107242000.0
,grossProfitRatio,0.331027082707412,0.521339239650602,0.668686031459251,0.728844853267612,0.73784553270547,0.944272745683317
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,28849000.0,39156000.0,34788000.0,27902000.0,17469000.0,32311000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,124846000.0,143737000.0,261720000.0,290231000.0,194857000.0,116615000.0
,costAndExpenses,202778000.0,224455000.0,332871000.0,355584000.0,260048000.0,122944000.0
,interestExpense,91316000.0,94519000.0,90020000.0,70112000.0,63591000.0,-25553000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,95997000.0,104581000.0,226675000.0,262171000.0,177119000.0,65907000.0
,EBITDA,9714000.0,48759000.0,108558000.0,147604000.0,165745000.0,56534000.0
,EBITDARatio,0.083385553028027,0.289142694490402,0.50549931549587,0.612421530431463,0.666515196602781,0.49778552623469
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-86283000.0,-55822000.0,-118117000.0,-114567000.0,-11374000.0,-9373000.0
,operatingIncomeRatio,-0.74065839735611,-0.331026548777523,-0.550010709928569,-0.475348211951854,-0.0457385975212527,-0.0825298711819038
,totalOtherIncomeExpensesNet,21493000.0,53110000.0,85694000.0,63260000.0,-15805000.0,-2933000.0
,incomeBeforeTax,-152712000.0,-90407000.0,-114557000.0,-120542000.0,-90504000.0,-37859000.0
,incomeBeforeTaxRatio,-1.31088887935105,-0.536116892897594,-0.53343360309936,-0.500138994344797,-0.363946371554726,-0.33335094346268
,incomeTaxExpense,252000.0,196000.0,321000.0,271000.0,505000.0,-944000.0
,netIncome,-105026000.0,-59397000.0,-73472000.0,-73754000.0,-51558000.0,-22338000.0
,netIncomeRatio,-0.901549422722005,-0.352226432548789,-0.342121683414511,-0.306011609139604,-0.207331687269276,-0.196687534669942
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.88429956334276,-1.77,-2.2,-2.19,-1.64,-0.71172
,EPSDiluted,-2.88429956334276,-1.77,-2.2,-2.19,-1.64,-0.71172
,weightedAverageShsOut,38298000.0,36413000.0,35560000.0,33804000.0,31416000.0,31386000.0
,weightedAverageShsOutDil,38298000.0,36413000.0,35560000.0,33804000.0,31416000.0,31386000.0
