Date,2018-12-31,2017-12-31
Revenue,146637931.0345,73947178.8715
Revenue Growth,0.983,
Cost of Revenue,15735632.1839,11186074.4298
Gross Profit,130902298.8506,62761104.4418
R&D Expenses,164413793.1034,102636254.5018
SG&A Expense,33764367.8161,36162064.8259
Operating Expenses,192803448.2759,136324129.6519
Operating Income,-61901149.4253,-73563025.2101
Interest Expense,2033333.3333,32032412.9652
Earnings before Tax,-54504597.7011,-102770708.2833
Income Tax Expense,689655.1724,54021.6086
Net Income - Non-Controlling int,279310.3448,356542.617
Net Income - Discontinued ops,0.0,0.0
Net Income,-55194252.8736,-102824729.892
Preferred Dividends,0.0,0.0
Net Income Com,-55194252.8736,-102824729.892
EPS,-0.2874,-0.6122
EPS Diluted,-0.2874,-0.6122
Weighted Average Shs Out,260071650.5747,
Weighted Average Shs Out (Dil),260071650.5747,
Dividend per Share,0.0,0.0
Gross Margin,0.8927,0.8487
EBITDA Margin,-0.2138,-0.9436
EBIT Margin,-0.3578,-0.9566
Profit Margin,-0.4322,-1.6699
Free Cash Flow margin,-0.6904,-1.1638
EBITDA,-27202298.8506,-58098439.3758
EBIT,-52471264.3678,-70738295.3181
Consolidated Income,-55473563.2184,-103181272.509
Earnings Before Tax Margin,-0.3717,-1.3898
Net Profit Margin,-0.3764,-1.3905
