date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY
,revenue,2900117000.0,3364930000.0,3198951000.0,3532799000.0,3886072000.0,3888722000.0,3763254000.0,3702702000.0,3407929000.0,2905348000.0,1294780000.0,1240378000.0,1151090000.0,954735000.0,760421000.0,688485000.0,608315000.0,565381000.0,612770000.0,560615000.0,441699000.0,400100000.0,329500000.0,250500000.0,186800000.0,164200000.0
,costOfRevenue,2307393000.0,2924920000.0,2533153000.0,2689818000.0,3597299000.0,3141453000.0,2911802000.0,2763488000.0,2564995000.0,2231864000.0,927211000.0,877744000.0,822288000.0,689541000.0,562621000.0,517706000.0,454047000.0,398258000.0,421096000.0,378548000.0,300722000.0,274900000.0,233200000.0,175800000.0,139400000.0,125500000.0
,grossProfit,592724000.0,440010000.0,665798000.0,842981000.0,288773000.0,747269000.0,851452000.0,939214000.0,842934000.0,673484000.0,367569000.0,362634000.0,328802000.0,265194000.0,197800000.0,170779000.0,154268000.0,167123000.0,191674000.0,182067000.0,140977000.0,125200000.0,96300000.0,74700000.0,47400000.0,38700000.0
,grossProfitRatio,0.20437934055764,0.130763492851263,0.208130102649275,0.23861561328567,0.0743097400151104,0.192163132257847,0.226254193843945,0.253656383905591,0.247344941752014,0.231808375451065,0.283885293254452,0.292357652264068,0.285644041734356,0.27776712909865,0.260119065622859,0.248050429566367,0.253598875582552,0.295593590870581,0.312799255838243,0.324762983509182,0.319169841905913,0.312921769557611,0.292261001517451,0.298203592814371,0.253747323340471,0.235688185140073
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,257529000.0,298386000.0,289521000.0,281547000.0,287349000.0,285773000.0,254715000.0,241349000.0,242553000.0,238889000.0,157870000.0,162109000.0,159262000.0,137512000.0,109675000.0,106821000.0,89418000.0,72113000.0,80388000.0,74383000.0,58573000.0,52100000.0,45700000.0,40700000.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,41894000.0,62105000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,395697000.0,448290000.0,447889000.0,458493000.0,465104000.0,444096000.0,418992000.0,370855000.0,321877000.0,338546000.0,212288000.0,210720000.0,202477000.0,174541000.0,141713000.0,137349000.0,117655000.0,96500000.0,107142000.0,100573000.0,78570000.0,66600000.0,55000000.0,47000000.0,0.0,0.0
,costAndExpenses,2703090000.0,3373210000.0,2981042000.0,3148311000.0,4062403000.0,3585549000.0,3330794000.0,3134343000.0,2886872000.0,2570410000.0,1139499000.0,1088464000.0,1024765000.0,864082000.0,704334000.0,655055000.0,571702000.0,494758000.0,528238000.0,479121000.0,379292000.0,341500000.0,288200000.0,222800000.0,170500000.0,150600000.0
,interestExpense,122129000.0,114619000.0,99442000.0,80501000.0,68041000.0,85379000.0,87771000.0,68156000.0,77138000.0,79559000.0,28865000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,138168000.0,149904000.0,158368000.0,176946000.0,177755000.0,158323000.0,164277000.0,129506000.0,129325000.0,99657000.0,54418000.0,48611000.0,43215000.0,37029000.0,32038000.0,30528000.0,28237000.0,24387000.0,21710000.0,26190000.0,19997000.0,14500000.0,9300000.0,6300000.0,3800000.0,3000000.0
,EBITDA,335195000.0,141624000.0,376277000.0,561434000.0,1424000.0,461496000.0,596737000.0,697865000.0,650382000.0,434595000.0,209699000.0,200525000.0,169540000.0,127682000.0,88125000.0,63958000.0,64850000.0,95010000.0,106242000.0,107684000.0,82404000.0,73100000.0,50600000.0,34000000.0,20100000.0,16600000.0
,EBITDARatio,0.115579819710722,0.0420882455207092,0.117625121485137,0.158920448063986,0.000366436854489572,0.118675492874008,0.158569418912462,0.188474524819983,0.190843764644158,0.149584490394954,0.161957243701633,0.161664428101756,0.147286484983798,0.133735539181029,0.115889750546079,0.0928967225139255,0.106605952508158,0.168045972538872,0.173379897840952,0.192081910045218,0.18656143663445,0.18270432391902,0.153566009104704,0.135728542914172,0.107601713062098,0.101096224116931
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,197027000.0,-8280000.0,217909000.0,384488000.0,-176331000.0,303173000.0,432460000.0,568359000.0,521057000.0,334938000.0,155281000.0,151914000.0,126325000.0,90653000.0,56087000.0,33430000.0,36613000.0,70623000.0,84532000.0,81494000.0,62407000.0,58600000.0,41300000.0,27700000.0,16300000.0,13600000.0
,operatingIncomeRatio,0.0679376038966704,-0.00246067525921787,0.0681188927245213,0.108833817038558,-0.0453751242900286,0.0779621171171403,0.114916505768678,0.153498445189486,0.152895497529438,0.115283263829324,0.119928482058728,0.122473955520011,0.109743808042812,0.0949509549770355,0.0737578262567709,0.0485558872016093,0.0601875672965487,0.124912227329889,0.137950617686897,0.14536535768754,0.141288524538204,0.146463384153962,0.125341426403642,0.110578842315369,0.0872591006423983,0.0828258221680877
,totalOtherIncomeExpensesNet,-97226000.0,-204294000.0,-580315000.0,-327599000.0,-914775000.0,131500000.0,-32456000.0,-37146000.0,-6342000.0,-20902000.0,39000.0,2580000.0,0.0,-5088000.0,0.0,0.0,0.0,0.0,-5044000.0,0.0,-734000.0,0.0,2300000.0,0.0,0.0,0.0
,incomeBeforeTax,-22328000.0,-327193000.0,-461848000.0,-23612000.0,-1159147000.0,349294000.0,312233000.0,463057000.0,437577000.0,234477000.0,126455000.0,143398000.0,12903000.0,71097000.0,43568000.0,20405000.0,24401000.0,58258000.0,71802000.0,60785000.0,52152000.0,53400000.0,39600000.0,21100000.0,8900000.0,7000000.0
,incomeBeforeTaxRatio,-0.00769899973001089,-0.0972361980784147,-0.144374827873262,-0.0066836522542041,-0.298282430176281,0.0898223118032094,0.0829688880952495,0.125059213514887,0.128399682035629,0.0807053062146084,0.0976652404269451,0.115608306500115,0.0112093754615191,0.0744677842542695,0.0572945776089824,0.0296375374917391,0.0401124417448197,0.103042019452369,0.117176101963216,0.108425568349045,0.118071356285615,0.133466633341665,0.120182094081942,0.0842315369261477,0.047644539614561,0.0426309378806334
,incomeTaxExpense,5798000.0,-5426000.0,-36457000.0,19340000.0,-111187000.0,110597000.0,105977000.0,165710000.0,155955000.0,82066000.0,41167000.0,45586000.0,37161000.0,24026000.0,9053000.0,4596000.0,4991000.0,20682000.0,22365000.0,21571000.0,17550000.0,20300000.0,15600000.0,8500000.0,3700000.0,2600000.0
,netIncome,-28126000.0,-321767000.0,-425391000.0,-42952000.0,-1047960000.0,238697000.0,206256000.0,297347000.0,280857000.0,149899000.0,67762000.0,93067000.0,67274000.0,47071000.0,34515000.0,11428000.0,18222000.0,36717000.0,49437000.0,39214000.0,34602000.0,33100000.0,24600000.0,11100000.0,9700000.0,1500000.0
,netIncomeRatio,-0.00969822941626148,-0.095623683107821,-0.13297827944223,-0.0121580650356842,-0.269670762662143,0.0613818627302235,0.0548078870041725,0.0803054094010266,0.0824128084828058,0.0515941635907299,0.0523347595730549,0.0750311598561084,0.0584437359372421,0.0493026860856677,0.0453893303840899,0.0165987639527368,0.0299548753524079,0.0649420479287419,0.0806779052499306,0.0699481819073696,0.0783384159801132,0.0827293176705824,0.0746585735963581,0.044311377245509,0.0519271948608137,0.00913520097442144
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.58,-6.47,-8.48,-0.87,-21.21,4.7,3.99,5.99,5.75,3.33,2.06,2.84,2.04,1.45,1.085,0.359891667191535,0.575,1.16,1.565,1.615,1.48,1.395,1.175,0.641766882516189,0.765,0.145
,EPSDiluted,-0.58,-6.47,-8.48,-0.87,-21.21,4.68,3.91,5.67,5.41,3.155,2.035,2.805,1.92,1.435,1.075,0.357773464404233,0.57,1.155,1.555,1.555,1.395,1.31,1.095,0.505298510102306,0.685,0.145
,weightedAverageShsOut,50494000.0,49698000.0,49442000.0,49303000.0,49218000.0,50796000.0,51711000.0,49663000.0,48821000.0,45006000.0,32918000.0,32768000.0,32994000.0,32440000.0,31840000.0,31754000.0,31684000.0,31666000.0,31568000.0,24250000.0,23378000.0,23792000.0,20970000.0,17296000.0,12679739.0,10344828.0
,weightedAverageShsOutDil,50494000.0,49698000.0,49442000.0,49303000.0,49218000.0,51005000.0,52787000.0,52446000.0,51873000.0,47488000.0,33332000.0,33168000.0,35080000.0,32826000.0,32120000.0,31942000.0,31836000.0,31848000.0,31836000.0,25258000.0,24794000.0,25292000.0,22462000.0,21967213.0,14160584.0,10344828.0
