Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,290321000.0,268028000.0,135167000.0,64182000.0,25258000.0,6170000.0
Revenue Growth,0.0832,0.9829,1.106,1.5411,3.0937,
Cost of Revenue,248295000.0,230282000.0,173981000.0,132975000.0,69981000.0,19127000.0
Gross Profit,42026000.0,37746000.0,-38814000.0,-68793000.0,-44723000.0,-12957000.0
R&D Expenses,1867000.0,3340000.0,2979000.0,3901000.0,1892000.0,0.0
SG&A Expense,152653000.0,118653000.0,123238000.0,140742000.0,100768000.0,23786000.0
Operating Expenses,154520000.0,121993000.0,163719000.0,162321000.0,117571000.0,38381000.0
Operating Income,-112494000.0,-84247000.0,-202533000.0,-231114000.0,-162294000.0,-51338000.0
Interest Expense,65308000.0,64264000.0,34008000.0,12568000.0,9323000.0,3144000.0
Earnings before Tax,90707000.0,51765000.0,25419000.0,22817000.0,-35953000.0,5761000.0
Income Tax Expense,106299000.0,-157333000.0,7433000.0,9737000.0,-7070000.0,123000.0
Net Income - Non-Controlling int,-263971000.0,-200628000.0,-260523000.0,-266345000.0,-137036000.0,-62108000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-15592000.0,209098000.0,17986000.0,13080000.0,-28883000.0,5638000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-15592000.0,209098000.0,17986000.0,13080000.0,-28883000.0,5638000.0
EPS,-0.13,1.85,0.17,0.12,-0.35,0.08
EPS Diluted,-0.13,1.77,0.16,0.12,-0.35,0.07
Weighted Average Shs Out,119319921.0,114762517.0,110121252.0,106537391.0,105303122.0,
Weighted Average Shs Out (Dil),117565000.0,113132000.0,108190000.0,106088000.0,83446000.0,75000000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.1448,0.1408,-0.2872,-1.0718,-1.7706,-2.1
EBITDA Margin,0.777,0.661,0.793,1.145,-0.121,4.13
EBIT Margin,0.5374,0.4329,0.4397,0.5513,-1.0543,1.4433
Profit Margin,-0.054,0.78,0.133,0.204,-1.144,0.914
Free Cash Flow margin,-1.2908,-1.1519,-4.2407,-11.4666,-20.7041,-25.1233
EBITDA,225649000.0,177193000.0,107149000.0,73481000.0,-3065000.0,25484000.0
EBIT,156015000.0,116029000.0,59427000.0,35385000.0,-26630000.0,8905000.0
Consolidated Income,-279563000.0,8470000.0,-242537000.0,-253265000.0,-165919000.0,-56470000.0
Earnings Before Tax Margin,0.3124,0.1931,0.1881,0.3555,-1.4234,0.9337
Net Profit Margin,-0.0537,0.7801,0.1331,0.2038,-1.1435,0.9138
