date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,64486000.0,-7331000.0,-24365000.0,-2060000.0,-7606000.0,8848000.0,-247298000.0
,depreciationAndAmortization,89496000.0,97258000.0,105423000.0,115659000.0,99873000.0,36605000.0,38560000.0
,deferredIncomeTax,-19258000.0,-20067000.0,-20768000.0,-25496000.0,-67619000.0,618000.0,-2671000.0
,stockBasedCompensation,9489000.0,7919000.0,6240000.0,3696000.0,0.0,0.0,0.0
,changeInWorkingCapital,-64905000.0,-49492000.0,-14388000.0,51346000.0,82877000.0,38149000.0,-6071000.0
,accountsReceivables,-21421000.0,0.0,0.0,0.0,0.0,0.0,14762000.0
,inventory,15683000.0,47491000.0,-45313000.0,1838000.0,14916000.0,-31395000.0,5961000.0
,accountsPayables,53936000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,207643000.0,272548000.0,322040000.0,336428000.0,285082000.0,202205000.0,164056000.0
,otherNonCashItems,0.0,9282000.0,9599000.0,10935000.0,10879000.0,717000.0,1372000.0
,netCashProvidedByOperatingActivites,243197000.0,146786000.0,27196000.0,42334000.0,76925000.0,25918000.0,31686000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,1206000.0,-53709000.0,-50609000.0,-52514000.0,-54289000.0,-22792000.0,-10497000.0
,acquisitionsNet,0.0,0.0,-4000000.0,-14000000.0,-1008000000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-4990000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,23200000.0,0.0,5891000.0,10442000.0
,netCashUsedForInvestingActivites,-18373000.0,-42295000.0,-51052000.0,-66023000.0,-1062447000.0,-1901000.0,-55000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-11416000.0,-149741000.0,-12510000.0,-305008000.0,-1548709000.0,0.0,-188000.0
,commonStockIssued,2424000.0,1703000.0,0.0,0.0,303805000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-12143000.0,-30941000.0,-2742000.0,18591000.0,-23990000.0,-31448000.0
,netCashUsedProvidedByFinancingActivities,-234272000.0,-106181000.0,-43451000.0,86250000.0,981728000.0,-23990000.0,-31636000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,326000.0,697000.0,-1434000.0,1949000.0,228000.0,10000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-9122000.0,-993000.0,-68741000.0,64510000.0,-3566000.0,37000.0,-5000.0
,cashAtEndOfPeriod,25678000.0,34800000.0,35793000.0,104534000.0,40024000.0,42000.0,5000.0
,cashAtBeginningOfPeriod,34800000.0,35793000.0,104534000.0,40024000.0,43590000.0,5000.0,10000.0
,operatingCashFlow,243197000.0,146786000.0,27196000.0,42334000.0,76925000.0,25918000.0,31686000.0
,capitalExpenditure,1206000.0,-53709000.0,-50609000.0,-52514000.0,-54289000.0,-22792000.0,-10497000.0
,freeCashFlow,244403000.0,93077000.0,-23413000.0,-10180000.0,22636000.0,3126000.0,21189000.0
