date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-06-30_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,3806267000.0,1758675000.0,365614000.0,122249000.0,28125000.0,113093000.0,88845000.0,77790000.0,163778000.0,178223000.0,185490000.0,0.0,144620000.0,89510000.0,92994000.0,103263000.0,81553000.0,68242000.0,76171000.0,67863000.0,44179000.0,31100000.0,11700000.0,24300000.0,16400000.0,26200000.0,25200000.0,15600000.0,2800000.0,15600000.0,8200000.0,10700000.0,10100000.0
,depreciationAndAmortization,0.0,134200000.0,138100000.0,148700000.0,142900000.0,131800000.0,149900000.0,147200000.0,130400000.0,121000000.0,108900000.0,0.0,101682000.0,97100000.0,67300000.0,55400000.0,61000000.0,56200000.0,42000000.0,38000000.0,41300000.0,43309000.0,27500000.0,21000000.0,19500000.0,17900000.0,16700000.0,16800000.0,16600000.0,13900000.0,12100000.0,10300000.0,7900000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-5900000.0,1200000.0,-15000000.0,2500000.0,-8000000.0,12700000.0,-1700000.0,3383000.0,-16900000.0,-5300000.0,-1300000.0,-4900000.0,-1300000.0,3900000.0,3400000.0,-2800000.0,600000.0,-1700000.0,-300000.0
,stockBasedCompensation,0.0,35600000.0,27800000.0,23400000.0,19700000.0,17000000.0,14900000.0,13700000.0,13200000.0,10700000.0,10200000.0,0.0,0.0,7300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1087600000.0,555900000.0,77000000.0,-204000000.0,-40800000.0,-65800000.0,21700000.0,-55800000.0,-13100000.0,-56200000.0,-78900000.0,23630000.0,66707000.0,-46600000.0,11100000.0,-47800000.0,-16400000.0,-8100000.0,2700000.0,-22800000.0,51362000.0,4160000.0,38000000.0,11600000.0,7200000.0,7600000.0,23400000.0,6200000.0,-700000.0,8200000.0,12100000.0,12900000.0,-6400000.0
,accountsReceivables,0.0,1600000.0,59700000.0,-64100000.0,12500000.0,-39000000.0,11100000.0,-24200000.0,4400000.0,-20100000.0,-37000000.0,0.0,0.0,11100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,24200000.0,-12900000.0,-47700000.0,-57100000.0,-54200000.0,5800000.0,-33400000.0,-2200000.0,-44000000.0,-15900000.0,0.0,0.0,-51900000.0,4400000.0,-22800000.0,-18700000.0,-5500000.0,-8200000.0,-16200000.0,-14000000.0,-18915000.0,4100000.0,-200000.0,-14800000.0,5300000.0,-1000000.0,1600000.0,9100000.0,-15700000.0,-8600000.0,-6000000.0,-1600000.0
,accountsPayables,0.0,10600000.0,-45600000.0,7800000.0,30100000.0,28600000.0,-9900000.0,33200000.0,19000000.0,0.0,0.0,0.0,0.0,-3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1508299000.0,1274660000.0,1572683000.0,1473953000.0,1373202000.0,1336245000.0,1269606000.0,1260384000.0,1460012000.0,1339040000.0,1308719000.0,1166332000.0,1142702000.0,675907000.0,614806000.0,810244000.0,688968000.0,595849000.0,436552000.0,243787000.0,231722000.0,180360000.0,176200000.0,138200000.0,126600000.0,119400000.0,111800000.0,88400000.0,82200000.0,82900000.0,74700000.0,62600000.0,49700000.0
,otherNonCashItems,0.0,-1003000.0,-1306000.0,-12915000.0,5333000.0,-5590000.0,-1388000.0,-5824000.0,-4002000.0,10893000.0,5374000.0,0.0,7520000.0,4311000.0,21186000.0,4029000.0,16784000.0,14212000.0,0.0,6835000.0,26395000.0,-1591000.0,1400000.0,-300000.0,-900000.0,-1100000.0,-100000.0,800000.0,0.0,-100000.0,-200000.0,100000.0,-1200000.0
,netCashProvidedByOperatingActivites,575328000.0,457897000.0,285494000.0,103885000.0,216433000.0,186210000.0,273312000.0,175476000.0,278898000.0,259816000.0,225909000.0,0.0,325074000.0,191371000.0,191580000.0,118229000.0,108284000.0,123093000.0,127640000.0,104835000.0,99495000.0,24247000.0,45000000.0,27300000.0,21100000.0,33200000.0,38200000.0,48300000.0,22500000.0,4000000.0,4100000.0,12100000.0,9800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,70000.0,-98532000.0,-129828000.0,-115127000.0,-141571000.0,-113372000.0,-136478000.0,-113698000.0,-154197000.0,-103324000.0,-91344000.0,0.0,-76361000.0,-88809000.0,-62670000.0,-52987000.0,-36055000.0,-60493000.0,-69003000.0,-42224000.0,-43228000.0,-31406000.0,-230100000.0,-21200000.0,-54800000.0,-15200000.0,-12300000.0,-9800000.0,-14500000.0,-20400000.0,-31000000.0,-13400000.0,-13400000.0
,acquisitionsNet,-96655000.0,-79000000.0,7000000.0,-77000000.0,-14000000.0,-4000000.0,-45000000.0,-72000000.0,-39000000.0,-159000000.0,-89000000.0,-89000000.0,-36000000.0,-53000000.0,-388000000.0,-33000000.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-248457000.0,-450836000.0,-370753000.0,-282656000.0,-278071000.0,-294497000.0,-205746000.0,-386714000.0,-683836000.0,-509310000.0,-240286000.0,-0.0,-147554000.0,-77800000.0,-270174000.0,-334047000.0,-873822000.0,-2257694000.0,-8228000.0,-1887000.0,-567000.0,-326000.0,-2200000.0,-19100000.0,-8400000.0,-2700000.0,-3100000.0,-1400000.0,-200000.0,-3300000.0,-900000.0,-100000.0,0.0
