date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2014-06-30_FY,2013-12-31_FY,2013-06-30_FY
,revenue,29323000.0,46279000.0,29101000.0,25275000.0,5830674.0,2931931.0,5365054.0,0.0,12427292.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,29323000.0,0.0,0.0,0.0,0.0,2931931.0,5365054.0,0.0,12427292.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,46531000.0,54996000.0,41490000.0,22285000.0,19698803.0,8244751.0,5600421.0,0.0,9411856.0,0.0
,GeneralAndAdministrativeExpenses,16713000.0,18440000.0,18442000.0,17584000.0,8890886.0,8368215.0,6962891.0,15187.0,2461610.0,274.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-3656000.0,-26000.0,1803000.0,-2102000.0,119501.0,10905.0,3002.0,0.0,6307.0,0.0
,operatingExpenses,63244000.0,73436000.0,59932000.0,39869000.0,28589689.0,16612966.0,12563312.0,15712.0,0.0,0.0
,costAndExpenses,63244000.0,73436000.0,59932000.0,39869000.0,28589689.0,16612966.0,12563312.0,15712.0,11873466.0,274.0
,interestExpense,0.0,0.0,0.0,0.0,-2320.0,184645.0,2654727.0,0.0,493937.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2311000.0,1040000.0,570000.0,369000.0,361382.0,307906.0,366979.0,0.0,384677.0,0.0
,EBITDA,-31610000.0,-26117000.0,-30261000.0,-14225000.0,-22397633.0,-13373129.0,-6831279.0,-15712.0,938503.0,-274.0
,EBITDARatio,-1.07799338403301,-0.564338036690508,-1.03986117315556,-0.562809099901088,-3.84134544308257,-4.56120181545882,-1.27329175065153,0.0,0.0755195098014917,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-33921000.0,-27157000.0,-30831000.0,-14594000.0,-22759015.0,-13681035.0,-7198258.0,-15712.0,553826.0,-274.0
,operatingIncomeRatio,-1.15680523820891,-0.586810432377536,-1.05944812893028,-0.577408506429278,-3.90332489863093,-4.66621997584527,-1.34169348528458,0.0,0.0445653003083858,0.0
,totalOtherIncomeExpensesNet,0.0,-26000.0,1803000.0,-2102000.0,119501.0,10905.0,3002.0,0.0,6307.0,0.0
,incomeBeforeTax,-37066000.0,-25469000.0,-27066000.0,-16544000.0,-22637194.0,-13854775.0,-9849982.0,-15712.0,66196.0,-274.0
,incomeBeforeTaxRatio,-1.26405892985029,-0.550336005531667,-0.930071131576234,-0.654559841740851,-3.88243177375377,-4.72547785060426,-1.8359520705663,0.0,0.00532666328271678,0.0
,incomeTaxExpense,164000.0,0.0,-312000.0,1103000.0,161970.0,203866.0,-18.0,0.0,0.0,0.0
,netIncome,-37230000.0,-25469000.0,-26754000.0,-17647000.0,-22799164.0,-14058641.0,-9849964.0,-15712.0,66196.0,-274.0
,netIncomeRatio,-1.26965180916005,-0.550336005531667,-0.919349850520601,-0.698199802176063,-3.9102107234944,-4.79501086485323,-1.83594871552085,0.0,0.00532666328271678,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.685130658814869,-0.56,-0.5,-0.4,-0.55,-0.41,-0.71,-0.001133,0.004775,-2e-05
,EPSDiluted,-0.685130658814869,-0.56,-0.5,-0.4,-0.55,-0.41,-0.71,-0.001133,0.004775,-2e-05
,weightedAverageShsOut,54340000.0,50625000.0,53081000.0,43931000.0,41713223.0,34392636.0,13872390.0,13863470.0,13863470.0,13863470.0
,weightedAverageShsOutDil,54340000.0,50625000.0,53081000.0,43931000.0,41713223.0,34392636.0,13872390.0,13863470.0,13863470.0,13863470.0
