date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY
,revenue,1498306000.0,1537276000.0,1602580000.0,1515608000.0,1480464000.0,1426068000.0,1106597000.0,985357000.0,900317000.0,898821000.0,821829000.0,780908000.0,818623000.0,749352000.0,715891000.0,639822000.0,508801000.0,458865000.0,428086000.0,283282000.0,262364902.0,239300000.0,211600000.0,189200000.0,172000000.0,166700000.0,158700000.0
,costOfRevenue,1000537000.0,994810000.0,1021230000.0,952221000.0,924010000.0,896693000.0,714101000.0,628839000.0,563747000.0,547161000.0,498442000.0,486131000.0,495659000.0,468895000.0,443958000.0,416747000.0,315047000.0,288563000.0,267722000.0,163846000.0,132268734.0,125700000.0,110500000.0,99600000.0,88000000.0,87100000.0,82800000.0
,grossProfit,497769000.0,542466000.0,581350000.0,563387000.0,556454000.0,529375000.0,392496000.0,356518000.0,336570000.0,351660000.0,323387000.0,294777000.0,322964000.0,280457000.0,271933000.0,223075000.0,193754000.0,170302000.0,160364000.0,119436000.0,130096168.0,113600000.0,101100000.0,89600000.0,84000000.0,79600000.0,75900000.0
,grossProfitRatio,0.33222118846217,0.352874825340407,0.36275880143269,0.371723427165863,0.375864593803024,0.371213013685182,0.354687388453068,0.361816072753327,0.37383499367445,0.39124586541703,0.393496700651839,0.377479805559682,0.394521043264115,0.374266032518763,0.379852519447793,0.348651656241892,0.380805069172427,0.371137480522594,0.374606971496382,0.421615210285158,0.495859648178094,0.474717927287923,0.477788279773157,0.473572938689218,0.488372093023256,0.47750449910018,0.478260869565217
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,274923000.0,275467000.0,274477000.0,306610000.0,296715000.0,281053000.0,191700000.0,154763000.0,139334000.0,133893000.0,115591000.0,110190000.0,190012000.0,168633000.0,158049000.0,121788000.0,95960000.0,89174000.0,92177000.0,68256000.0,70312756.0,62100000.0,57100000.0,52600000.0,49900000.0,50300000.0,0.0
,SellingAndMarketingExpenses,125117000.0,133368000.0,142477000.0,144174000.0,140924000.0,143299000.0,117905000.0,105963000.0,103659000.0,99251000.0,91215000.0,83576000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-9221000.0,-8918000.0,1016000.0,7587000.0,-1298000.0,5064000.0,-4530000.0,-3715000.0,-2071000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,471554000.0,454591000.0,448516000.0,450784000.0,437639000.0,424352000.0,309605000.0,260726000.0,242993000.0,233144000.0,206806000.0,193766000.0,190012000.0,168633000.0,158049000.0,121788000.0,95960000.0,89174000.0,92177000.0,68256000.0,82320116.0,72700000.0,65100000.0,58600000.0,57200000.0,55200000.0,0.0
,costAndExpenses,1472091000.0,1449401000.0,1469746000.0,1403005000.0,1361649000.0,1321045000.0,1023706000.0,889565000.0,806740000.0,780305000.0,705248000.0,679897000.0,685671000.0,637528000.0,602007000.0,538535000.0,411007000.0,377737000.0,359899000.0,232102000.0,214588850.0,198400000.0,175600000.0,158200000.0,145200000.0,142300000.0,134800000.0
,interestExpense,34885000.0,40962000.0,37427000.0,26371000.0,24344000.0,20610000.0,12628000.0,12925000.0,11476000.0,8241000.0,7419000.0,12053000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,71514000.0,45756000.0,31562000.0,67981000.0,65480000.0,62620000.0,42864000.0,37865000.0,28821000.0,27661000.0,27322000.0,30292000.0,24935000.0,20528000.0,21463000.0,19893000.0,15628000.0,14872000.0,13856000.0,12932000.0,12007360.0,10600000.0,8000000.0,6000000.0,7300000.0,4900000.0,4300000.0
,EBITDA,97729000.0,133631000.0,164396000.0,180584000.0,184295000.0,167643000.0,125755000.0,133657000.0,122398000.0,146177000.0,143903000.0,131303000.0,157887000.0,132352000.0,135347000.0,121180000.0,113422000.0,96000000.0,82043000.0,64112000.0,59783412.0,51500000.0,44000000.0,37000000.0,34100000.0,29300000.0,28200000.0
,EBITDARatio,0.065226328934143,0.0869271360510409,0.102582086385703,0.119149542625798,0.124484621037729,0.117556105318961,0.113641190062868,0.135643223725005,0.135949893204282,0.162631936726,0.175100902985901,0.168141445599226,0.192869000748818,0.176621934684901,0.189060904523175,0.189396425880948,0.222920159355033,0.209211859697297,0.19165074307499,0.226318650673181,0.227863603493733,0.215211032177183,0.207939508506616,0.195560253699789,0.198255813953488,0.175764847030594,0.177693761814745
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,26215000.0,87875000.0,132834000.0,112603000.0,118815000.0,105023000.0,82891000.0,95792000.0,93577000.0,118516000.0,116581000.0,101011000.0,132952000.0,111824000.0,113884000.0,101287000.0,97794000.0,81128000.0,68187000.0,51180000.0,47776052.0,40900000.0,36000000.0,31000000.0,26800000.0,24400000.0,23900000.0
,operatingIncomeRatio,0.0174964259637217,0.0571627996534129,0.0828875937550699,0.07429559622277,0.0802552443017865,0.0736451557709731,0.0749062215061129,0.0972155269612942,0.103937835229147,0.131857177346769,0.141855544158213,0.12935070456443,0.162409314177588,0.149227599312473,0.159080083420521,0.158304966068688,0.192204810918218,0.176801455765857,0.15928341501474,0.180668026913111,0.182097725861213,0.170915169243627,0.170132325141777,0.16384778012685,0.155813953488372,0.146370725854829,0.15059861373661
,totalOtherIncomeExpensesNet,-97667000.0,-84996000.0,2586000.0,10055000.0,763000.0,5239000.0,-2467000.0,-1431000.0,1820000.0,298000.0,1251000.0,2036000.0,2318000.0,2744000.0,1490000.0,3384000.0,1555000.0,-1186000.0,1468000.0,6440000.0,1953321.0,1200000.0,2100000.0,1700000.0,6900000.0,700000.0,100000.0
,incomeBeforeTax,-106337000.0,-38083000.0,97993000.0,96287000.0,95234000.0,89652000.0,67796000.0,81436000.0,83921000.0,112016000.0,110413000.0,90994000.0,121572000.0,103716000.0,105408000.0,95930000.0,91833000.0,73354000.0,62457000.0,51458000.0,45938350.0,41300000.0,37100000.0,32300000.0,33600000.0,25100000.0,23700000.0
,incomeBeforeTaxRatio,-0.0709714837956999,-0.0247730401047047,0.0611470254215078,0.0635302795973629,0.0643271298727966,0.0628665673726639,0.0612653025446481,0.082646188132829,0.093212723962782,0.124625481603122,0.134350333220171,0.116523329252614,0.148507921228697,0.138407584152708,0.147240292167383,0.149932324927871,0.18048903205772,0.159859653710786,0.145898254089132,0.181649381182002,0.175093351472751,0.17258671124112,0.175330812854442,0.170718816067653,0.195348837209302,0.150569886022795,0.149338374291115
,incomeTaxExpense,-18685000.0,806000.0,-9118000.0,22354000.0,29073000.0,26364000.0,23476000.0,26664000.0,28717000.0,38556000.0,38639000.0,30811000.0,42088000.0,38990000.0,38964000.0,36106000.0,35638000.0,28461000.0,24225000.0,19859000.0,18015431.0,16300000.0,14600000.0,12700000.0,13300000.0,9600000.0,9700000.0
