date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-04-03_FY,2014-04-04_FY,2013-03-29_FY,2012-03-30_FY,2011-04-01_FY,2010-04-02_FY,2009-04-03_FY,2008-03-28_FY,2007-03-30_FY,2006-03-31_FY,2005-04-01_FY,2004-04-02_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,17101000.0,-212000.0,-67623000.0,-67305000.0,23767000.0,21741000.0,40363000.0,-9400000.0,-41200000.0,7500000.0,36100000.0,31100000.0,38300000.0,33500000.0,30200000.0,23515000.0,19300000.0,13200000.0,-9632000.0,2157000.0,10265000.0,7906000.0,6300000.0,5300000.0,3200000.0,1600000.0
,depreciationAndAmortization,330861.0,342178000.0,318613000.0,255652000.0,245922000.0,242076000.0,221433000.0,185100000.0,157100000.0,125500000.0,103000000.0,47000000.0,28700000.0,28100000.0,26900000.0,21896000.0,20200000.0,20700000.0,19287000.0,14163000.0,9065000.0,3292000.0,2900000.0,2200000.0,1400000.0,1000000.0
,deferredIncomeTax,0.0,0.0,-43813000.0,-36558000.0,-218000.0,-5003000.0,12420000.0,-27200000.0,-50700000.0,-13300000.0,-4100000.0,4200000.0,-5300000.0,500000.0,-10300000.0,-5405000.0,-3400000.0,-100000.0,-5767000.0,-1568000.0,-270000.0,843000.0,-1100000.0,-800000.0,-700000.0,-400000.0
,stockBasedCompensation,84879.0,86553000.0,79599000.0,68545000.0,55775000.0,47510000.0,39353000.0,33639000.0,27035000.0,21382000.0,17440000.0,12212000.0,-346000.0,-977000.0,4987000.0,0.0,0.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-158329000.0,39433000.0,255596000.0,-143243000.0,45994000.0,19931000.0,-33386000.0,-41000000.0,-29400000.0,159700000.0,-47000000.0,11100000.0,-44800000.0,60700000.0,34593000.0,14007000.0,31100000.0,33524000.0,-9182000.0,-876000.0,46165000.0,6869000.0,7000000.0,3800000.0,15900000.0,-1800000.0
,accountsReceivables,84411.0,-44807000.0,-46108000.0,-12439000.0,16071000.0,-26342000.0,3745000.0,-9219000.0,-57124000.0,-21026000.0,-14138000.0,-1117000.0,-9103000.0,866000.0,5223000.0,0.0,-30760000.0,-29310000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-42460.0,-58997000.0,-36593000.0,-37562000.0,-12386000.0,-26749000.0,-1217000.0,-11422000.0,21233000.0,-25271000.0,-14030000.0,-9367000.0,-5338000.0,-13976000.0,5239000.0,-12824000.0,-6249000.0,-198000.0,-10000.0,-4975000.0,-15593000.0,-597000.0,2200000.0,-200000.0,-3300000.0,-1000000.0
,accountsPayables,-24363.0,28175000.0,-5714000.0,32503000.0,972000.0,5250000.0,862000.0,-7404000.0,4564000.0,7679000.0,6644000.0,2965000.0,1740000.0,1216000.0,-11558000.0,0.0,5885000.0,10643000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,282796000.0,441125000.0,401692000.0,146096000.0,289339000.0,243345000.0,223414000.0,256800000.0,297800000.0,327200000.0,167500000.0,214500000.0,203400000.0,248200000.0,187500000.0,152907000.0,138900000.0,107800000.0,74276000.0,83458000.0,84334000.0,38169000.0,31300000.0,24300000.0,20500000.0,4600000.0
,otherNonCashItems,0.0,-3154000.0,18483000.0,6883000.0,10018000.0,8957000.0,76128000.0,73500000.0,57300000.0,29000000.0,24900000.0,15300000.0,10200000.0,7500000.0,4000000.0,0.0,1100000.0,800000.0,0.0,15000.0,0.0,0.0,0.0,-100000.0,-100000.0,100000.0
,netCashProvidedByOperatingActivites,727215.0,436936000.0,327551000.0,358633000.0,411298000.0,296937000.0,349516000.0,205100000.0,91800000.0,141400000.0,169600000.0,112500000.0,61900000.0,48300000.0,66700000.0,52165000.0,3600000.0,28600000.0,15363000.0,-10371000.0,-10973000.0,3649000.0,13400000.0,-100000.0,-1200000.0,500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-827241.0,-693966000.0,-636855000.0,-511634000.0,-514692000.0,-377894000.0,-366492000.0,-307625000.0,-176295000.0,-204973000.0,-208285000.0,-134543000.0,-117194000.0,-22765000.0,-15452000.0,-23734000.0,-11279000.0,-8532000.0,-12242000.0,-15617000.0,-7468000.0,-4826000.0,-2500000.0,-4100000.0,-3700000.0,-1900000.0
,acquisitionsNet,0.0,0.0,-2000000.0,0.0,-17000000.0,-4000000.0,-57376000.0,-2400000.0,0.0,0.0,-13456000.0,-377987000.0,-925000.0,-9826000.0,-7687000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11835000.0,0.0,-2000.0,-2000.0,-2000.0,-2000.0,-156000.0,0.0,0.0,-8900000.0,-5900000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121000.0,14667000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,2277000.0,185706000.0,0.0,0.0,-1258000.0,-53196000.0,-44461000.0,-25270000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7033000.0,-2787000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-885271.0,-758801000.0,-489419000.0,-584487000.0,-715005000.0,-456285000.0,-476554000.0,-354500000.0,-201600000.0,-229000000.0,-237700000.0,-519000000.0,-126100000.0,-35200000.0,-23000000.0,-39730000.0,-11300000.0,-8500000.0,-19277000.0,-39347000.0,-65251000.0,9841000.0,-11400000.0,-10000000.0,-3700000.0,-1900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
