Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,709000.0,32522000.0,28995000.0,,
Revenue Growth,-0.978199372732304,0.121641662355579,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0,,
Gross Profit,0.0,32522000.0,28995000.0,21774000.0,
R&D Expenses,0.0,0.0,0.0,,
SG&A Expense,16026000.0,19862000.0,18331000.0,,
Operating Expenses,16026000.0,22433000.0,21538000.0,17367000.0,
Operating Income,12242000.0,10089000.0,7457000.0,21387000.0,4407000.0
Interest Expense,3926000.0,0.0,0.0,0.0,
Earnings before Tax,12242000.0,10089000.0,7457000.0,,
Income Tax Expense,2541000.0,4653000.0,2454000.0,1483000.0,
Net Income - Non-Controlling int,0.0,0.0,0.0,,
Net Income - Discontinued ops,0.0,0.0,0.0,,
Net Income,9701000.0,5436000.0,5003000.0,,
Preferred Dividends,0.0,0.0,0.0,,
Net Income Com,9701000.0,5436000.0,5003000.0,3004000.0,
EPS,0.93,0.59,0.54,0.26,
EPS Diluted,0.91,0.59,0.54,0.26,
Weighted Average Shs Out,10440740.0,11403000.0,11403000.0,,
Weighted Average Shs Out (Dil),10608764.0,9234490.0,9221513.0,,
Dividend per Share,0.0,0.0,0.0,,
Gross Margin,0.0,1.0,1.0,,
EBITDA Margin,18.8110014104,0.341,0.288,,
EBIT Margin,17.2665726375,0.3102,0.2572,,
Profit Margin,13.682651622,0.167,0.173,,
Free Cash Flow margin,18.6925246827,0.2017,0.214,,
EBITDA,13337000.0,11082000.0,8352000.0,,
EBIT,12242000.0,10089000.0,7457000.0,0.0,
Consolidated Income,9701000.0,5436000.0,5003000.0,,
Earnings Before Tax Margin,17.2665726375,0.3102,0.2572,,
Net Profit Margin,13.682651622,0.1671,0.1725,,
