date,,2020-09-03_FY,2019-08-29_FY,2018-08-30_FY,2017-08-31_FY,2016-09-01_FY,2015-09-03_FY,2014-08-28_FY,2013-08-29_FY,2012-08-30_FY,2011-09-01_FY,2010-09-02_FY,2009-09-03_FY,2008-10-08_FY,2008-08-28_FY,2007-10-12_FY,2007-08-30_FY,2006-08-31_FY,2005-09-01_FY,2004-09-02_FY,2003-08-28_FY,2002-08-29_FY,2001-08-30_FY,2000-08-31_FY,1999-09-02_FY,1998-09-03_FY,1997-08-28_FY,1996-08-29_FY,1995-08-31_FY,1994-09-01_FY
,revenue,21435000000.0,23406000000.0,30391000000.0,20322000000.0,12399000000.0,16192000000.0,16358000000.0,9073000000.0,8234000000.0,8788000000.0,8482000000.0,4803000000.0,5841000000.0,5841000000.0,5688000000.0,5688000000.0,5272000000.0,4880000000.0,4404000000.0,3091000000.0,2589000000.0,3936000000.0,7336300000.0,3764000000.0,3012000000.0,3516000000.0,3654000000.0,2952700000.0,1629000000.0
,costOfRevenue,14883000000.0,12704000000.0,12500000000.0,11886000000.0,9894000000.0,10977000000.0,10921000000.0,7226000000.0,7266000000.0,7030000000.0,5768000000.0,5242000000.0,5896000000.0,5896000000.0,4610000000.0,4610000000.0,4072000000.0,3734000000.0,3090000000.0,2805000000.0,2700000000.0,3825000000.0,3949000000.0,2950000000.0,2732000000.0,2539000000.0,2198000000.0,1328700000.0,789000000.0
,grossProfit,6552000000.0,10702000000.0,17891000000.0,8436000000.0,2505000000.0,5215000000.0,5437000000.0,1847000000.0,968000000.0,1758000000.0,2714000000.0,-439000000.0,-55000000.0,-55000000.0,1078000000.0,1078000000.0,1200000000.0,1146000000.0,1314000000.0,286000000.0,-111000000.0,111000000.0,3387300000.0,814000000.0,280000000.0,976000000.0,1455000000.0,1624000000.0,839000000.0
,grossProfitRatio,0.305668299510147,0.457233188071435,0.588694021256293,0.415116622379687,0.202032421969514,0.322072628458498,0.332375596038636,0.203571034938829,0.11756133106631,0.200045516613564,0.319971704786607,-0.0914012075785967,-0.00941619585687382,-0.00941619585687382,0.189521800281294,0.189521800281294,0.227617602427921,0.23483606557377,0.298365122615804,0.0925266903914591,-0.0428736964078795,0.0282012195121951,0.461717759633603,0.216259298618491,0.0929614873837981,0.277588168373151,0.398193760262726,0.550005080096183,0.515039901780233
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,2600000000.0,2441000000.0,2141000000.0,1824000000.0,1617000000.0,1540000000.0,1371000000.0,931000000.0,918000000.0,791000000.0,624000000.0,647000000.0,680000000.0,680000000.0,805000000.0,805000000.0,656000000.0,604000000.0,755000000.0,656000000.0,561000000.0,490000000.0,427500000.0,322000000.0,272000000.0,209000000.0,192000000.0,128800000.0,83000000.0
,GeneralAndAdministrativeExpenses,881000000.0,836000000.0,813000000.0,743000000.0,659000000.0,720000000.0,708000000.0,563000000.0,620000000.0,592000000.0,528000000.0,354000000.0,455000000.0,455000000.0,610000000.0,610000000.0,460000000.0,348000000.0,332000000.0,358000000.0,332000000.0,524000000.0,666500000.0,486000000.0,468000000.0,365000000.0,289000000.0,198700000.0,131000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,68000000.0,35000000.0,11000000.0,-9000000.0,-2000000.0,-29000000.0,-12000000.0,-6000000.0,19000000.0,-13000000.0,-16000000.0,12000000.0,-91000000.0,-25000000.0,-76000000.0,-3000000.0,0.0,-10000000.0,-5000000.0,1000000.0,-43000000.0,10000000.0,0.0,53000000.0,34000000.0,0.0,0.0,0.0,0.0
