Date,2018-12-31,2017-12-31,2016-12-31
Revenue,457412000.0,226240000.0,178388000.0
Revenue Growth,1.02179985855728,0.268246743054466,
Cost of Revenue,0.0,0.0,0.0
Gross Profit,457412000.0,226240000.0,178388000.0
R&D Expenses,0.0,0.0,0.0
SG&A Expense,151736000.0,122104000.0,88474000.0
Operating Expenses,287317000.0,224171000.0,162332000.0
Operating Income,170095000.0,2069000.0,16056000.0
Interest Expense,0.0,0.0,0.0
Earnings before Tax,63298000.0,2069000.0,-30383000.0
Income Tax Expense,46701000.0,12275000.0,-34802000.0
Net Income - Non-Controlling int,106797000.0,0.0,46439000.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,16597000.0,-10206000.0,4419000.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,16597000.0,-10206000.0,4419000.0
EPS,6.42,-4.22,1.83
EPS Diluted,4.47,-4.22,1.28
Weighted Average Shs Out,,,
Weighted Average Shs Out (Dil),2585405.0,2419810.0,2412580.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0
EBITDA Margin,0.164,0.056,-0.123
EBIT Margin,0.1384,0.0091,-0.1703
Profit Margin,0.036,-0.045,0.025
Free Cash Flow margin,0.2633,0.5618,0.5589
EBITDA,75121000.0,12658000.0,-22005000.0
EBIT,63298000.0,2069000.0,-30383000.0
Consolidated Income,123394000.0,-10206000.0,50858000.0
Earnings Before Tax Margin,0.1384,0.0091,-0.1703
Net Profit Margin,0.0363,-0.0451,0.0248
