date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2006-02-22_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,585000000.0,566000000.0,454000000.0,374000000.0,263000000.0,280900000.0,470000000.0,406800000.0,403500000.0,444000000.0,468000000.0,387900000.0,319500000.0,281300000.0,329600000.0,261000000.0,261500000.0,295600000.0,229900000.0,156100000.0,-99200000.0,68200000.0,104200000.0,16600000.0,58300000.0,24200000.0,-18600000.0,73000000.0,-65100000.0,69100000.0,66200000.0,50200000.0,35800000.0
,depreciationAndAmortization,668000000.0,678000000.0,702000000.0,729000000.0,453000000.0,285500000.0,280900000.0,299900000.0,282900000.0,301100000.0,265500000.0,285200000.0,297400000.0,281000000.0,252600000.0,213000000.0,213500000.0,215100000.0,205500000.0,149200000.0,152500000.0,159100000.0,162900000.0,154600000.0,117500000.0,93500000.0,113600000.0,127000000.0,116300000.0,105500000.0,108000000.0,53500000.0,50100000.0
,deferredIncomeTax,17000000.0,-45000000.0,35000000.0,82000000.0,-293000000.0,-61800000.0,11900000.0,-1600000.0,14000000.0,28400000.0,-28700000.0,-24300000.0,19600000.0,-21000000.0,38200000.0,-58000000.0,-58500000.0,42800000.0,17800000.0,30700000.0,2500000.0,9800000.0,34300000.0,0.0,17100000.0,12400000.0,-14300000.0,7700000.0,-41800000.0,-1600000.0,-8700000.0,1800000.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-106000000.0,-538000000.0,194000000.0,-1033000000.0,641600000.0,-264300000.0,-231600000.0,-115300000.0,187800000.0,-456600000.0,427700000.0,191800000.0,-26900000.0,22800000.0,258000000.0,-800000.0,-199500000.0,186900000.0,-93200000.0,-63200000.0,-91400000.0,84500000.0,27700000.0,237700000.0,-295300000.0,160400000.0,-103200000.0,-42500000.0,-19200000.0,67800000.0,-26900000.0,64500000.0,-32700000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-64000000.0,-45000000.0,-248000000.0,-66000000.0,30000000.0,96900000.0,-23800000.0,21400000.0,29100000.0,27500000.0,-153100000.0,95700000.0,2400000.0,-41000000.0,-132200000.0,-54000000.0,-54200000.0,-49300000.0,38500000.0,12400000.0,155800000.0,-73800000.0,-49100000.0,27700000.0,-33400000.0,3200000.0,-85600000.0,-13000000.0,32400000.0,-65500000.0,-100000.0,-9300000.0,-9800000.0
,accountsPayables,66000000.0,72000000.0,592000000.0,639000000.0,-55000000.0,124600000.0,355300000.0,50900000.0,55900000.0,111100000.0,68800000.0,-163800000.0,0.0,0.0,0.0,113000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-27000000.0,-693000000.0,-155000000.0,-349000000.0,684000000.0,42400000.0,306700000.0,538300000.0,653600000.0,465800000.0,922400000.0,494700000.0,302900000.0,329800000.0,307000000.0,49000000.0,49800000.0,249300000.0,62400000.0,155600000.0,218800000.0,310200000.0,225700000.0,198000000.0,-39700000.0,255600000.0,95200000.0,198400000.0,240900000.0,260100000.0,192300000.0,219200000.0,154700000.0
,otherNonCashItems,271000000.0,143000000.0,286000000.0,-47000000.0,277000000.0,339900000.0,53800000.0,44700000.0,77500000.0,93700000.0,77700000.0,14500000.0,-13900000.0,85600000.0,-54900000.0,0.0,0.0,43700000.0,0.0,0.0,0.0,0.0,-800000.0,0.0,0.0,-11100000.0,0.0,0.0,-14400000.0,-16100000.0,-9000000.0,100000.0,4600000.0
,netCashProvidedByOperatingActivites,1432000000.0,1548000000.0,1566000000.0,1478000000.0,194000000.0,1006700000.0,1012500000.0,839000000.0,853200000.0,948400000.0,515200000.0,559700000.0,627600000.0,673000000.0,401400000.0,558000000.0,558800000.0,535900000.0,364000000.0,452300000.0,320800000.0,176500000.0,306000000.0,387100000.0,143500000.0,84300000.0,47900000.0,240700000.0,185400000.0,117000000.0,164400000.0,102600000.0,48600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-443800000.0,-250200000.0,-187100000.0,-306900000.0,-308500000.0,-279600000.0,-291000000.0,-291700000.0,-196000000.0,-137200000.0,-158400000.0,-68500000.0,-98700000.0,-107000000.0,-922600000.0,-97700000.0,-196100000.0,-206200000.0,-94500000.0,-140900000.0,-110200000.0,-95800000.0,-33700000.0,-55700000.0
,acquisitionsNet,-86000000.0,160000000.0,539000000.0,-2000000.0,-682000000.0,-44000000.0,6000000.0,-14000000.0,-71000000.0,-295000000.0,136000000.0,-538000000.0,6000000.0,0.0,-791000000.0,-791000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-252000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
