Date,2018-12-31,2017-12-31
Cash and cash equivalents,48580000.0,61362000.0
Short-term investments,0.0,0.0
Cash and short-term investments,48580000.0,61362000.0
Receivables,4919000.0,6520000.0
Inventories,0.0,0.0
Total current assets,62311000.0,69958000.0
Property Plant & Equipment Net,4337000.0,3575000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,5940000.0,3774000.0
Total assets,68251000.0,73732000.0
Payables,3656000.0,1477000.0
Short-term debt,0.0,0.0
Total current liabilities,14695000.0,4035000.0
Long-term debt,4392000.0,3738000.0
Total debt,4392000.0,3738000.0
Deferred revenue,8282000.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,9157000.0,7579000.0
Total liabilities,23852000.0,11614000.0
Other comprehensive income,-3720000.0,-1362000.0
Retained earnings (deficit),-59982000.0,-43745000.0
Total shareholders equity,-60375000.0,-42656000.0
Investments,0.0,0.0
Net Debt,-44188000.0,-57624000.0
Other Assets,8812000.0,2076000.0
Other Liabilities,11039000.0,2558000.0
