Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,15087000.0,17239000.0,50681000.0,72979000.0,13389000.0,828000.0
Revenue Growth,-0.1248,-0.6599,-0.3055,4.4507,15.1703,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,15087000.0,17239000.0,50681000.0,72979000.0,13389000.0,828000.0
R&D Expenses,75836000.0,89382000.0,87718000.0,58649000.0,23513000.0,10687000.0
SG&A Expense,36035000.0,33751000.0,34277000.0,27805000.0,8994000.0,4677000.0
Operating Expenses,116447000.0,123692000.0,122544000.0,86543000.0,32507000.0,15364000.0
Operating Income,-101360000.0,-106453000.0,-71863000.0,-13564000.0,-19118000.0,-14536000.0
Interest Expense,-5284000.0,-3444000.0,-2219000.0,-494000.0,2395000.0,1371000.0
Earnings before Tax,-96140000.0,-103227000.0,-69684000.0,-39308000.0,-17014000.0,-16054000.0
Income Tax Expense,-783000.0,-11364000.0,21464000.0,-99000.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-95357000.0,-91863000.0,-91148000.0,-39209000.0,-17014000.0,-16054000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-95357000.0,-91863000.0,-91148000.0,-39209000.0,-17014000.0,-16054000.0
EPS,-1.21,-1.26,-1.4,-0.88,-53.06,-55.8
EPS Diluted,-1.21,-1.26,-1.4,-0.88,-53.06,-55.8
Weighted Average Shs Out,79404084.0,77303665.0,67182220.0,63224033.0,,
Weighted Average Shs Out (Dil),78812407.0,72901215.0,65200762.0,44706393.0,320686.0,287711.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0
EBITDA Margin,-6.394,-5.957,-1.368,-0.535,-1.074,-17.577
EBIT Margin,-6.7226,-6.1878,-1.4187,-0.5454,-1.0919,-17.7331
Profit Margin,-6.32,-5.329,-1.798,-0.537,-1.271,-19.389
Free Cash Flow margin,-4.7115,-5.4533,-2.1697,2.0915,1.3879,-17.3937
EBITDA,-96471000.0,-102686000.0,-69351000.0,-39079000.0,-14379000.0,-14554000.0
EBIT,-101424000.0,-106671000.0,-71903000.0,-39802000.0,-14619000.0,-14683000.0
Consolidated Income,-95357000.0,-91863000.0,-91148000.0,-39209000.0,-17014000.0,-16054000.0
Earnings Before Tax Margin,-6.3724,-5.988,-1.375,-0.5386,-1.2707,-19.3889
Net Profit Margin,-6.3205,-5.3288,-1.7985,-0.5373,-1.2707,-19.3889
