date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-274000000.0,39000000.0,74000000.0,50000000.0,-83000000.0,-331579000.0,144110000.0,152095000.0,117958000.0,28984000.0,-51824000.0,-339771000.0
,depreciationAndAmortization,46000000.0,63000000.0,68000000.0,67000000.0,69000000.0,80572000.0,90258000.0,74410000.0,68051000.0,67698000.0,70431000.0,61091000.0
,deferredIncomeTax,-21000000.0,-5000000.0,-9000000.0,-78000000.0,-23000000.0,-87333000.0,-34200000.0,-19823000.0,-20432000.0,-16362000.0,2673000.0,-49237000.0
,stockBasedCompensation,12000000.0,16000000.0,14000000.0,16000000.0,12000000.0,10567000.0,8973000.0,15488000.0,8475000.0,8385000.0,3744000.0,7830000.0
,changeInWorkingCapital,-165000000.0,-164000000.0,140000000.0,72000000.0,-276939000.0,-477085000.0,354128000.0,-116574000.0,125729000.0,232181000.0,-87606000.0,483589000.0
,accountsReceivables,141000000.0,127000000.0,-74000000.0,-118000000.0,128000000.0,412237000.0,-132127000.0,2069000.0,22399000.0,-177744000.0,-83648000.0,311613000.0
,inventory,173000000.0,95000000.0,-175000000.0,-168000000.0,141000000.0,419399000.0,-208711000.0,4479000.0,26674000.0,-182173000.0,27098000.0,521528000.0
,accountsPayables,-98000000.0,-79000000.0,27000000.0,93000000.0,-13000000.0,-198525000.0,-29747000.0,117320000.0,-84380000.0,36550000.0,85074000.0,-193825000.0
,otherWorkingCapital,567000000.0,732000000.0,896000000.0,756000000.0,684000000.0,960939000.0,1438024000.0,1083896000.0,1200470000.0,1074741000.0,842560000.0,930166000.0
,otherNonCashItems,44000000.0,11000000.0,11000000.0,21000000.0,54000000.0,17110000.0,12681000.0,9779000.0,17428000.0,109118000.0,3243000.0,-418396000.0
,netCashProvidedByOperatingActivites,261000000.0,242000000.0,-11000000.0,-48000000.0,253000000.0,689895000.0,-106378000.0,323588000.0,240072000.0,-102897000.0,112458000.0,505492000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-11000000.0,-18000000.0,-20000000.0,-30000000.0,-33000000.0,-38722000.0,-20078000.0,-22068000.0,-26189000.0,-18056000.0,-14307000.0,-16698000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,48000000.0,0.0,-344000000.0,-47000000.0,-152000000.0,-40000000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,1000000.0,0.0,0.0,0.0,-3775000.0,700000.0,0.0,0.0,6799000.0,7411000.0,-1266000.0
,netCashUsedForInvestingActivites,19000000.0,-16000000.0,-14000000.0,-27000000.0,16000000.0,-41186000.0,-361971000.0,-69409000.0,-183039000.0,-48035000.0,-16235000.0,-66936000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-819000000.0,-1145000000.0,-1118000000.0,-696000000.0,-41000000.0,-1343496000.0,-1501122000.0,-2150188000.0,-1135223000.0,0.0,0.0,-997359000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333342000.0,0.0,0.0,0.0
,commonStockRepurchased,-4000000.0,-81000000.0,-130000000.0,-71000000.0,-95000000.0,-11526000.0,0.0,0.0,0.0,0.0,0.0,-70000.0
,dividendsPaid,-24000000.0,-24000000.0,-24000000.0,-24000000.0,-24000000.0,-10159000.0,0.0,0.0,0.0,0.0,0.0,-2900000.0
,otherFinancingActivites,-6000000.0,-4000000.0,-5000000.0,-26000000.0,-108000000.0,-259707000.0,-11498000.0,-6301000.0,-52487000.0,-9836000.0,-3936000.0,-26375000.0
,netCashUsedProvidedByFinancingActivities,-195000000.0,-238000000.0,24000000.0,9000000.0,-226000000.0,-599191000.0,467241000.0,-264991000.0,-60492000.0,140595000.0,-97938000.0,-393850000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,2000000.0,1000000.0,-4000000.0,5000000.0,-3000000.0,-5585000.0,984000.0,-1090000.0,-5578000.0,262000.0,1673000.0,-567000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,87000000.0,-11000000.0,-5000000.0,-61000000.0,40000000.0,43933000.0,-124000.0,-11902000.0,-9037000.0,-10075000.0,-42000.0,44139000.0
,cashAtEndOfPeriod,119000000.0,32000000.0,43000000.0,48000000.0,109000000.0,68997000.0,25064000.0,25188000.0,37090000.0,46127000.0,56202000.0,56244000.0
,cashAtBeginningOfPeriod,32000000.0,43000000.0,48000000.0,109000000.0,69000000.0,25064000.0,25188000.0,37090000.0,46127000.0,56202000.0,56244000.0,12105000.0
,operatingCashFlow,261000000.0,242000000.0,-11000000.0,-48000000.0,253000000.0,689895000.0,-106378000.0,323588000.0,240072000.0,-102897000.0,112458000.0,505492000.0
,capitalExpenditure,-11000000.0,-18000000.0,-20000000.0,-30000000.0,-33000000.0,-38722000.0,-20078000.0,-22068000.0,-26189000.0,-18056000.0,-14307000.0,-16698000.0
