date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,20423000.0,24366000.0,21830000.0,22503000.0,23292000.0,15369000.0,15542000.0,9303000.0,7168000.0
,GeneralAndAdministrativeExpenses,9616000.0,9085000.0,8921000.0,9849000.0,4229000.0,5720000.0,4711000.0,4567000.0,1507000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,29808000.0,33319000.0,29995000.0,32352000.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,29808000.0,33319000.0,29995000.0,32352000.0,27521000.0,21089000.0,20253000.0,13870000.0,8675000.0
,interestExpense,39000.0,23000.0,19000.0,121000.0,1233000.0,18000.0,4371000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,34000.0,47000.0,49000.0,48000.0,25000.0,474000.0,657000.0,640000.0,649000.0
,EBITDA,-27443000.0,-33272000.0,-29946000.0,-32304000.0,-24374000.0,-20459000.0,-19729000.0,-13230000.0,-6983000.0
,EBITDARatio,-18.2953333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-28308000.0,-33319000.0,-29995000.0,-32352000.0,-27521000.0,-21089000.0,-20253000.0,-13870000.0,-8675000.0
,operatingIncomeRatio,-18.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,-792000.0,-416000.0,-6877000.0,-2468000.0,-1889000.0,-138000.0,5167000.0,4305000.0,-919000.0
,incomeBeforeTax,-27516000.0,-32903000.0,-23118000.0,-29884000.0,-25632000.0,-20951000.0,-25420000.0,-18175000.0,-7756000.0
,incomeBeforeTaxRatio,-18.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,-2000.0,-3000.0,20000.0,-157000.0,0.0,152000.0,31000.0,149000.0,0.0
,netIncome,-27514000.0,-32900000.0,-23138000.0,-29727000.0,-25632000.0,-21103000.0,-25451000.0,-18324000.0,-7756000.0
,netIncomeRatio,-18.3426666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.21836697289388,-1.47,-1.64,-3.27,-1.500645,-1.16,-2.15,-2.46,-1.041907
,EPSDiluted,-1.21836697289388,-1.47,-2.11,-3.31,-1.500645,-1.16,-2.15,-2.46,-1.041907
,weightedAverageShsOut,76321644.0,22582687.0,14144287.0,9161844.0,9392414.0,18248340.0,11863372.0,7444042.0,7444042.0
,weightedAverageShsOutDil,76321644.0,22582687.0,14412695.0,9188587.0,9392414.0,18248340.0,11863372.0,7444042.0,7444042.0
