date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY
,revenue,1429456000.0,1444441000.0,1339541000.0,1247424000.0,1137196000.0,1060966000.0
,costOfRevenue,979653000.0,1018479000.0,934808000.0,847673000.0,804131000.0,768549000.0
,grossProfit,449803000.0,425962000.0,404733000.0,399751000.0,333065000.0,292417000.0
,grossProfitRatio,0.314667258033825,0.294897472447819,0.302143047506571,0.320461206454261,0.292882669302389,0.275613921652532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,13198000.0,15300000.0,15877000.0,19990000.0,22897000.0,25909000.0
,GeneralAndAdministrativeExpenses,192597000.0,217013000.0,193816000.0,169617000.0,144771000.0,147663000.0
,SellingAndMarketingExpenses,136167000.0,138936000.0,136009000.0,142441000.0,135208000.0,124429000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,281355000.0,366290000.0,337887000.0,330547000.0,295910000.0,297927000.0
,costAndExpenses,1261008000.0,1384769000.0,1272695000.0,1178220000.0,1100041000.0,1066476000.0
,interestExpense,46682000.0,58556000.0,57580000.0,55377000.0,42518000.0,34060000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,107268000.0,98236000.0,85860000.0,77886000.0,69289000.0,58139000.0
,EBITDA,275716000.0,157908000.0,152706000.0,147090000.0,106444000.0,52629000.0
,EBITDARatio,0.192881767609496,0.1093211837659,0.113998750318206,0.117914999230414,0.0936021582910949,0.0496047941215835
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,168448000.0,59672000.0,66846000.0,69204000.0,37155000.0,-5510000.0
,operatingIncomeRatio,0.117840633079997,0.0413114831273828,0.0499021679814205,0.0554775280898876,0.0326724680705877,-0.00519338037222682
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,1424000.0
,incomeBeforeTax,121766000.0,1116000.0,9266000.0,13827000.0,-5363000.0,-38146000.0
,incomeBeforeTaxRatio,0.0851834544050324,0.000772617227010311,0.00691729480471296,0.011084442819763,-0.00471598563484219,-0.0359540268019899
,incomeTaxExpense,7371000.0,9587000.0,1382000.0,7417000.0,-18394000.0,47905000.0
,netIncome,113649000.0,-9523000.0,6135000.0,2163000.0,11639000.0,-86051000.0
,netIncomeRatio,0.0795050704603709,-0.00659286187528601,0.00457992700484718,0.00173397337232569,0.0102348231967049,-0.0811062748476389
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.97,-0.08,0.0538422382924946,0.019094,0.103377832254168,-0.820933
,EPSDiluted,0.94,-0.08,0.0510547996504806,0.019094,0.101655981972854,-0.820933
,weightedAverageShsOut,116721000.0,119037500.0,113944000.0,113282257.0,112587000.0,104821000.0
,weightedAverageShsOutDil,121063000.0,119037500.0,120165000.0,113282257.0,114494000.0,104821000.0
