date,,2021-01-03_FY,2019-12-29_FY,2018-12-30_FY,2017-12-31_FY,2017-01-01_FY,2016-01-03_FY,2014-12-28_FY,2013-12-29_FY,2012-12-30_FY,2012-01-01_FY,2011-01-02_FY,2010-01-03_FY,2008-12-28_FY,2007-12-30_FY,2006-12-31_FY,2005-12-31_FY,2005-01-02_FY,2003-12-28_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,474026000.0,22159000.0,-811091000.0,-851163000.0,-448635000.0,-187019000.0,245900000.0,95600000.0,-352000000.0,-613700000.0,178700000.0,32500000.0,-124400000.0,28300000.0,26516000.0,-15843000.0,-28900000.0,-14500000.0,-3533000.0
,depreciationAndAmortization,48304.0,80081000.0,127204000.0,188698000.0,170537000.0,138007000.0,108800000.0,98200000.0,117800000.0,130500000.0,140700000.0,101100000.0,71300000.0,55800000.0,21053000.0,11851000.0,2700000.0,1300000.0,200000.0
,deferredIncomeTax,19241.0,5067000.0,-6862000.0,-6966000.0,-6611000.0,63672000.0,21700000.0,1100000.0,-4300000.0,-14400000.0,15900000.0,12200000.0,17400000.0,-25600000.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,24817.0,26935000.0,26353000.0,34674000.0,61498000.0,58960000.0,55592000.0,45678000.0,42439000.0,46736000.0,54372000.0,52026000.0,70220000.0,51212000.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-383589000.0,113757000.0,113437000.0,-569196000.0,-691394000.0,242718000.0,745200000.0,-448600000.0,-186600000.0,157800000.0,258100000.0,327600000.0,325700000.0,-134269000.0,73026000.0,209543000.0,-25700000.0,-28600000.0,200000.0
,accountsReceivables,98962.0,-66194000.0,-175000.0,-458000.0,-33466000.0,311743000.0,-31505000.0,53756000.0,11522000.0,87000.0,-132184000.0,-55324000.0,-57575000.0,-42749000.0,0.0,0.0,-3600000.0,0.0,0.0
,inventory,-29808.0,-128404000.0,-39174000.0,-38236000.0,-70448000.0,-237764000.0,-1247000.0,6243000.0,28324000.0,-96909000.0,-114534000.0,-48301000.0,-98999000.0,-87033000.0,-9586000.0,-8731000.0,-3100000.0,0.0,0.0
,accountsPayables,-78269.0,79394000.0,-127286000.0,0.0,-12146000.0,90904000.0,45768000.0,120599000.0,91564000.0,86630000.0,157993000.0,76513000.0,147216000.0,40346000.0,0.0,0.0,-23500000.0,0.0,0.0
,otherWorkingCapital,98933000.0,482522000.0,368765000.0,255328000.0,824524000.0,1515918000.0,1273200000.0,528000000.0,976600000.0,1163200000.0,1005400000.0,747300000.0,419700000.0,94000000.0,228269000.0,155243000.0,-54300000.0,-28600000.0,0.0
,otherNonCashItems,0.0,-260281000.0,566702000.0,19689000.0,244756000.0,-9126000.0,69100000.0,43200000.0,180600000.0,461000000.0,-7600000.0,43000000.0,256100000.0,83900000.0,4864000.0,0.0,3300000.0,1400000.0,500000.0
,netCashProvidedByOperatingActivites,-187391.0,-270413000.0,-543389000.0,-267412000.0,-312283000.0,-726231000.0,8400000.0,162400000.0,28900000.0,-94300000.0,166800000.0,141400000.0,154800000.0,4100000.0,-37951000.0,17771000.0,-13600000.0,-8800000.0,-2700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-14577.0,777000.0,-44906000.0,-282878000.0,-187094000.0,-230051000.0,-102505000.0,-34054000.0,-104786000.0,-131446000.0,-119152000.0,-150302000.0,-265549000.0,-193484000.0,-108307000.0,-71616000.0,-26900000.0,-14800000.0,-5400000.0
,acquisitionsNet,0.0,40000000.0,-17000000.0,0.0,-24003000.0,-64756000.0,-35078000.0,0.0,0.0,0.0,-272699000.0,-18311000.0,-18311000.0,-98645000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1338.0,0.0,-20217000.0,-1306000.0,-38019000.0,-47872000.0,-154591000.0,-137518000.0,-20944000.0,-100924000.0,-21488000.0,-65748000.0,-65748000.0,-209607000.0,-38990000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,6210000.0,0.0,1380000.0,100947000.0,0.0,43759000.0,1572000.0,133948000.0,155833000.0,0.0,17500000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,357023000.0,0.0,-134544000.0,452078000.0,-18445000.0,-82553000.0,-94337000.0,308107000.0,-14071000.0,0.0,0.0,0.0,-11639000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,129190.0,21366000.0,274900000.0,-293084000.0,-354783000.0,109399000.0,-309200000.0,-153200000.0,-220100000.0,64000000.0,-427400000.0,-256600000.0,-326100000.0,-475900000.0,-141345000.0,-70365000.0,-26900000.0,-14800000.0,-5400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-227677.0,0.0,-17358000.0,-541274000.0,-37932000.0,-1528000.0,-244000.0,-290486000.0,-352686000.0,-377124000.0,-207450000.0,0.0,13431000.0,887000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163616000.0,0.0,0.0,0.0,0.0,5000.0,201300000.0,180158000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,166269000.0,-5530000.0,-4756000.0,-21517000.0,-43263000.0,-137600000.0,-19700000.0,158000000.0,-5400000.0,58600000.0,189600000.0,-1600000.0,174100000.0,0.0,0.0,200000.0,0.0,8100000.0
,dividendsPaid,0.0,0.0,-3947000.0,0.0,-6949000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,108735000.0,179200000.0,219228000.0,665275000.0,556358000.0,604383000.0,282669000.0,495533000.0,472480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-153852.0,344314000.0,85847000.0,589932000.0,159779000.0,619967000.0,498600000.0,294100000.0,-75700000.0,157100000.0,261100000.0,532300000.0,92600000.0,584600000.0,201300000.0,192410000.0,38700000.0,28800000.0,8400000.0
