date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,738900000.0,2913800000.0,1044500000.0,872300000.0,863800000.0
,depreciationAndAmortization,426200000.0,260800000.0,174100000.0,176400000.0,176900000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,61400000.0,50800000.0,48600000.0,45300000.0,35200000.0
,changeInWorkingCapital,112700000.0,-29700000.0,-69800000.0,38100000.0,-78900000.0
,accountsReceivables,-166900000.0,-105900000.0,-65400000.0,24800000.0,-51800000.0
,inventory,118800000.0,-73400000.0,14300000.0,-28700000.0,-27700000.0
,accountsPayables,53700000.0,76200000.0,24900000.0,17200000.0,53600000.0
,otherWorkingCapital,13900000.0,7700000.0,-78200000.0,-10000000.0,8000000.0
,otherNonCashItems,-40800000.0,0.0,-15300000.0,0.0,0.0
,netCashProvidedByOperatingActivites,1271400000.0,1344400000.0,1176400000.0,1136900000.0,1009000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-112500000.0,-112300000.0,-136100000.0,-129600000.0,-120100000.0
,acquisitionsNet,-3940000000.0,-2779000000.0,-1557000000.0,-190000000.0,-37000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,1800000.0,-42100000.0,1500000.0,8900000.0,-16900000.0
,netCashUsedForInvestingActivites,-4054600000.0,-2969500000.0,-1669700000.0,-310800000.0,-174100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-455300000.0,-1850000000.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-162800000.0,-131500000.0,-97200000.0,-3048400000.0,0.0
,otherFinancingActivites,13000000.0,39300000.0,13400000.0,-301100000.0,-834900000.0
,netCashUsedProvidedByFinancingActivities,2802900000.0,879100000.0,599700000.0,3800000.0,-834900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,7100000.0,-40600000.0,52500000.0,-26700000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,26800000.0,216300000.0,158900000.0,0.0,0.0
,cashAtEndOfPeriod,1205200000.0,1178400000.0,962100000.0,803200000.0,0.0
,cashAtBeginningOfPeriod,1178400000.0,962100000.0,803200000.0,0.0,0.0
,operatingCashFlow,1271400000.0,1344400000.0,1176400000.0,1136900000.0,1009000000.0
,capitalExpenditure,-112500000.0,-112300000.0,-136100000.0,-129600000.0,-120100000.0
,freeCashFlow,1158900000.0,1232100000.0,1040300000.0,1007300000.0,888900000.0
