date,,2021-01-02_FY,2019-12-28_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2008-12-27_FY,2007-12-29_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1998-01-31_FY,1997-01-31_FY,1996-01-31_FY,1995-01-31_FY,1994-01-31_FY,1993-01-31_FY,1992-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-156000000.0,2000000.0,382900000.0,-1400000.0,-77800000.0,14500000.0,10800000.0,17000000.0,47800000.0,37600000.0,59000000.0,86000000.0,-122000000.0,-72000000.0,-17500000.0,24600000.0,78300000.0,77400000.0,3900000.0,39900000.0,25400000.0,18500000.0,-109500000.0,-5300000.0,25300000.0,-21400000.0,24700000.0,26600000.0,10100000.0,6900000.0
,depreciationAndAmortization,202000.0,192000000.0,194600000.0,188600000.0,238700000.0,223800000.0,110700000.0,100800000.0,97700000.0,95300000.0,13000000.0,66000000.0,80000000.0,71000000.0,87900000.0,71000000.0,60700000.0,52700000.0,45800000.0,42100000.0,39000000.0,39100000.0,43700000.0,38500000.0,35100000.0,27800000.0,13300000.0,8100000.0,3400000.0,1400000.0
,deferredIncomeTax,0.0,-2000000.0,-6700000.0,-33900000.0,21200000.0,-30400000.0,-65800000.0,900000.0,3800000.0,0.0,-27000000.0,6000000.0,-13000000.0,0.0,-6600000.0,-6500000.0,9100000.0,9600000.0,9800000.0,9300000.0,20100000.0,-6100000.0,-6900000.0,-4700000.0,4700000.0,-5500000.0,100000.0,6300000.0,1800000.0,1400000.0
,stockBasedCompensation,22000.0,12000000.0,17300000.0,17500000.0,9400000.0,10300000.0,5800000.0,4000000.0,4900000.0,2900000.0,2000000.0,1000000.0,5000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-141000000.0,-39900000.0,74400000.0,-42600000.0,-32500000.0,4800000.0,-81400000.0,-183300000.0,69100000.0,78400000.0,75000000.0,100000000.0,-50000000.0,-11000000.0,48700000.0,-100700000.0,80800000.0,-14400000.0,6200000.0,24300000.0,-33600000.0,-14500000.0,-72200000.0,8600000.0,-8300000.0,55000000.0,-23800000.0,105400000.0,4800000.0,-6500000.0
,accountsReceivables,14000.0,15000000.0,-10800000.0,-8000000.0,18500000.0,4500000.0,1500000.0,13900000.0,15000000.0,-5000000.0,0.0,20000000.0,8000000.0,-7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,1000.0,-7000000.0,-500000.0,-2000000.0,22600000.0,6500000.0,12900000.0,-1000000.0,-12100000.0,6500000.0,0.0,16000000.0,6000000.0,7000000.0,15200000.0,-15400000.0,-22800000.0,-11000000.0,-3500000.0,1700000.0,2100000.0,8300000.0,14800000.0,200000.0,400000.0,-5900000.0,-37200000.0,-28700000.0,-14900000.0,-12900000.0
,accountsPayables,-35000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6000000.0,-3000000.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-106000000.0,35000000.0,74900000.0,500000.0,43100000.0,75600000.0,70800000.0,152200000.0,335500000.0,266400000.0,188000000.0,113000000.0,13000000.0,63000000.0,74000000.0,25300000.0,126000000.0,45200000.0,59600000.0,53400000.0,29100000.0,62700000.0,77200000.0,149400000.0,140800000.0,149100000.0,94100000.0,117900000.0,12500000.0,7700000.0
,otherNonCashItems,0.0,0.0,200000.0,-1300000.0,8900000.0,-10200000.0,2400000.0,3700000.0,3300000.0,-1900000.0,0.0,0.0,0.0,0.0,38800000.0,3000000.0,800000.0,1600000.0,2400000.0,-700000.0,300000.0,0.0,10600000.0,4700000.0,-3500000.0,3300000.0,200000.0,1500000.0,0.0,-100000.0
,netCashProvidedByOperatingActivites,193000.0,250000000.0,146700000.0,278700000.0,269800000.0,254600000.0,56700000.0,155200000.0,173000000.0,163500000.0,-12000000.0,155000000.0,66000000.0,79000000.0,109400000.0,129100000.0,102700000.0,142700000.0,90600000.0,93400000.0,91500000.0,55900000.0,-11200000.0,42800000.0,54800000.0,-18600000.0,13100000.0,-6000000.0,16700000.0,3300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-114000.0,-114000000.0,-144000000.0,-126900000.0,-147900000.0,-115400000.0,-53600000.0,-61500000.0,-74900000.0,-54500000.0,-2000000.0,-32000000.0,-55000000.0,-73000000.0,-48100000.0,-75800000.0,-50300000.0,-49100000.0,-41200000.0,-35800000.0,-23900000.0,-43500000.0,-39600000.0,-79000000.0,-51700000.0,-25200000.0,-52000000.0,-25800000.0,-14100000.0,-9000000.0
,acquisitionsNet,-446000.0,-76000000.0,-151000000.0,0.0,-959000000.0,0.0,-799000000.0,0.0,-10000000.0,-34000000.0,-34000000.0,-508000000.0,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,7900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,500000.0,1000000.0,1900000.0,-1200000.0,0.0,600000.0,1900000.0,-1800000.0,0.0,0.0,0.0,0.0,0.0,-6800000.0,-4700000.0,-52700000.0,-500000.0,-700000.0,-3800000.0,-2600000.0,-6400000.0,-104700000.0,-41600000.0,-25800000.0,-45600000.0,-33000000.0,-30000000.0,-600000.0
