date,,2021-01-31_FY,2020-01-31_FY,2019-01-31_FY,2018-01-31_FY
,revenue,590380000.0,421720000.0,267016000.0,154519000.0
,costOfRevenue,177076000.0,125356000.0,73568000.0,42859000.0
,grossProfit,413304000.0,296364000.0,193448000.0,111660000.0
,grossProfitRatio,0.700064365324029,0.702750640235227,0.724480929981724,0.722629579533908
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,205161000.0,149033000.0,89854000.0,62202000.0
,GeneralAndAdministrativeExpenses,92347000.0,71304000.0,53063000.0,36775000.0
,SellingAndMarketingExpenses,325100000.0,223893000.0,148296000.0,109950000.0
,otherExpenses,-1851000.0,-15885000.0,-1437000.0,895000.0
,operatingExpenses,622608000.0,444230000.0,291213000.0,208927000.0
,costAndExpenses,799684000.0,569586000.0,364781000.0,251786000.0
,interestExpense,56107000.0,20983000.0,10290000.0,8000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,24532000.0,19774000.0,5792000.0,3703000.0
,EBITDA,-184772000.0,-128092000.0,-91973000.0,-93564000.0
,EBITDARatio,-0.312971306616078,-0.303737076733378,-0.344447523743895,-0.605517768041471
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-209304000.0,-147866000.0,-97765000.0,-97267000.0
,operatingIncomeRatio,-0.444955791185338,-0.350626007777672,-0.366139107768823,-0.629482458467891
,totalOtherIncomeExpensesNet,-1851000.0,-15885000.0,-1437000.0,895000.0
,incomeBeforeTax,-262693000.0,-176178000.0,-102329000.0,-95072000.0
,incomeBeforeTaxRatio,-0.444955791185338,-0.417760599449872,-0.383231716451449,-0.61527708566584
,incomeTaxExpense,4251000.0,-656000.0,-3318000.0,1287000.0
,netIncome,-266944000.0,-175522000.0,-99011000.0,-96359000.0
,netIncomeRatio,-0.452156238354958,-0.416205064972019,-0.37080549480181,-0.623606158465949
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-4.77205254463467,-3.14,-1.9,-4.06
,EPSDiluted,-4.77205254463467,-3.14,-1.9,-4.06
,weightedAverageShsOut,55939032.0,55939032.0,52034596.0,23718391.0
,weightedAverageShsOutDil,55939032.0,55939032.0,52034596.0,23718391.0
