date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1993-06-30_FY
,revenue,1201814000.0,1787157000.0,1653609000.0,1546098000.0,1399551000.0,1405239000.0,1334951000.0,1314223000.0,1227072000.0,987264000.0,635418000.0,503550000.0,457046000.0,431050000.0,475163000.0,375786000.0,338144000.0,324204000.0,326136000.0,243391000.0,205113000.0,163000000.0,85800000.0,59300000.0,45800000.0,38700000.0,8400000.0,2600000.0,3800000.0
,costOfRevenue,737273000.0,1101140000.0,1037571000.0,968357000.0,877568000.0,904747000.0,865951000.0,831847000.0,771370000.0,606601000.0,359564000.0,287361000.0,270222000.0,257646000.0,276734000.0,233286000.0,215475000.0,198185000.0,199453000.0,143518000.0,111909000.0,91500000.0,48500000.0,34000000.0,30900000.0,25800000.0,6200000.0,0.0,2500000.0
,grossProfit,464541000.0,686017000.0,616038000.0,577741000.0,521983000.0,500492000.0,469000000.0,482376000.0,455702000.0,380663000.0,275854000.0,216189000.0,186824000.0,173404000.0,198429000.0,142500000.0,122669000.0,126019000.0,126683000.0,99873000.0,93204000.0,71500000.0,37300000.0,25300000.0,14900000.0,12900000.0,2200000.0,0.0,1300000.0
,grossProfitRatio,0.386533190660119,0.383859392319757,0.372541513743575,0.373676830317354,0.372964615080122,0.356161478581224,0.351323756452484,0.367042731712959,0.371373480936734,0.385573666212887,0.434129974284644,0.429329758713137,0.408764106895148,0.402282797819279,0.417601959748549,0.37920518593029,0.362771481972178,0.388702792069191,0.388436112542007,0.41033974140375,0.454403182635913,0.438650306748466,0.434731934731935,0.426644182124789,0.325327510917031,0.333333333333333,0.261904761904762,0.0,0.342105263157895
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,421216000.0,364691000.0,342446000.0,315081000.0,295223000.0,283689000.0,226893000.0,176859000.0,157149000.0,156212000.0,138841000.0,134377000.0,117530000.0,110494000.0,100287000.0,100074000.0,79472000.0,68833000.0,52900000.0,29900000.0,22300000.0,14000000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,-5000.0,-664000.0,-1373000.0,677000.0,1083000.0,2193000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,414978000.0,505153000.0,442656000.0,406957000.0,352807000.0,325799000.0,301358000.0,279591000.0,268294000.0,226893000.0,176859000.0,157149000.0,156212000.0,120490000.0,120131000.0,110930000.0,103688000.0,92393000.0,93471000.0,79472000.0,72419000.0,55900000.0,31300000.0,23100000.0,14400000.0,0.0,0.0,0.0,0.0
,costAndExpenses,1152251000.0,1606293000.0,1480227000.0,1375314000.0,1230375000.0,1230546000.0,1167309000.0,1111438000.0,1039664000.0,833494000.0,536423000.0,444510000.0,426434000.0,378136000.0,396865000.0,344216000.0,319163000.0,290578000.0,292924000.0,222990000.0,184328000.0,147400000.0,79800000.0,57100000.0,45300000.0,33400000.0,9200000.0,0.0,3700000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,469000.0,211000.0,128000.0,49000.0,51000.0,4000.0,93000.0,207000.0,65000.0,100000.0,164000.0,68000.0,54000.0,16000.0,66000.0,102000.0,0.0,200000.0,0.0,200000.0,300000.0,100000.0,0.0,100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,17360000.0,21337000.0,22482000.0,21389000.0,21102000.0,20757000.0,15077000.0,12979000.0,12642000.0,11060000.0,9999000.0,9560000.0,9101000.0,8435000.0,6705000.0,5120000.0,5063000.0,4743000.0,3706000.0,3447000.0,3586000.0,3000000.0,1400000.0,800000.0,400000.0,100000.0,100000.0,0.0,200000.0
,EBITDA,66923000.0,202201000.0,195864000.0,192173000.0,190278000.0,195450000.0,182719000.0,215764000.0,200050000.0,164830000.0,108994000.0,68600000.0,39713000.0,61349000.0,85003000.0,36690000.0,24044000.0,38369000.0,36918000.0,23848000.0,24371000.0,18600000.0,7400000.0,3000000.0,900000.0,5400000.0,-700000.0,2600000.0,300000.0
,EBITDARatio,0.0556849895241693,0.113141151001283,0.118446380008817,0.12429548450357,0.135956460321918,0.139086660703268,0.136873188603926,0.16417609492453,0.163030368226151,0.166956356151951,0.171531181049325,0.136232747492801,0.0868905974453337,0.142324556315973,0.178892295906878,0.0976353562932094,0.0711058010788303,0.118348323894832,0.113198174994481,0.0979822589988948,0.118817432342172,0.114110429447853,0.0862470862470862,0.0505902192242833,0.0196506550218341,0.13953488372093,-0.0833333333333333,1.0,0.0789473684210526
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,49563000.0,180864000.0,173382000.0,170784000.0,169176000.0,174693000.0,167642000.0,202785000.0,187408000.0,153770000.0,98995000.0,59040000.0,30612000.0,52914000.0,78298000.0,31570000.0,18981000.0,33626000.0,33212000.0,20401000.0,20785000.0,15600000.0,6000000.0,2200000.0,500000.0,5300000.0,-800000.0,2600000.0,100000.0
,operatingIncomeRatio,0.0412401586268757,0.101202076818097,0.104850663004374,0.110461303229161,0.120878767547592,0.12431550789581,0.125579141107052,0.154300297590287,0.152727794294059,0.155753678853883,0.155795082921793,0.117247542448615,0.066977940951239,0.122756060781812,0.164781348716125,0.0840105804899597,0.0561328901296489,0.103718646284438,0.1018348173768,0.0838198618683517,0.101334386411393,0.0957055214723926,0.0699300699300699,0.0370994940978078,0.0109170305676856,0.136950904392765,-0.0952380952380952,1.0,0.0263157894736842
,totalOtherIncomeExpensesNet,-81168000.0,-4050000.0,0.0,-1005000.0,-664000.0,-4418000.0,677000.0,2066000.0,-6239000.0,188000.0,29000.0,-182000.0,13281000.0,17762000.0,13279000.0,6100000.0,6836000.0,8030000.0,6669000.0,-968000.0,5077000.0,4300000.0,3700000.0,2600000.0,1300000.0,400000.0,100000.0,0.0,-100000.0
,incomeBeforeTax,-29985000.0,181226000.0,177340000.0,172327000.0,171000000.0,172466000.0,171393000.0,208951000.0,184187000.0,158792000.0,125857000.0,80789000.0,46306000.0,56136000.0,80934000.0,33460000.0,20954000.0,35319000.0,34428000.0,20711000.0,27504000.0,19800000.0,9300000.0,4600000.0,1600000.0,5600000.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,-0.0249497842428196,0.10140463316877,0.107244215530999,0.111459299475195,0.122182042669399,0.122730724097467,0.128388982067507,0.158992043207279,0.150102846450738,0.160840464151433,0.198069617165393,0.160438883924139,0.101315841293874,0.130230831690059,0.170328918707896,0.0890400387454562,0.061967682407495,0.108940666987452,0.105563323276179,0.0850935326285688,0.13409193956502,0.121472392638037,0.108391608391608,0.0775716694772344,0.0349344978165939,0.144702842377261,0.0,0.0,0.0
,incomeTaxExpense,-11704000.0,39504000.0,46841000.0,53189000.0,49726000.0,58811000.0,58764000.0,75666000.0,64623000.0,61591000.0,50132000.0,30682000.0,18330000.0,20446000.0,34684000.0,14260000.0,8679000.0,14865000.0,14587000.0,8595000.0,11461000.0,8300000.0,3900000.0,1900000.0,500000.0,1800000.0,0.0,0.0,0.0
,netIncome,-18397000.0,141311000.0,129136000.0,117948000.0,120911000.0,112938000.0,111880000.0,132007000.0,119626000.0,97319000.0,75725000.0,50107000.0,27976000.0,35690000.0,46250000.0,19200000.0,12275000.0,20454000.0,19841000.0,12116000.0,16043000.0,11500000.0,5400000.0,2700000.0,1100000.0,3800000.0,-700000.0,-900000.0,-100000.0
,netIncomeRatio,-0.0153076932037736,0.0790702775413688,0.07809343079289,0.0762875315794988,0.0863927073754368,0.080369246797164,0.0838083195562983,0.100444901664329,0.0974889819016325,0.0985744441203164,0.119173520422777,0.0995074967729123,0.0612104689681126,0.082797819278506,0.0973350197721624,0.0510929092621865,0.0363011024888805,0.0630899063552578,0.0608365835111733,0.0497799836477109,0.078215422718209,0.0705521472392638,0.0629370629370629,0.045531197301855,0.0240174672489083,0.0981912144702842,-0.0833333333333333,-0.346153846153846,-0.0263157894736842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.23,1.78,1.58,1.426667,1.413333,1.273333,1.213333,1.36,1.235556,1.022222,0.811852,0.549136,0.302222,0.341728,0.436543,0.188313,0.122469,0.208066,0.208066,0.136955,0.186996,0.139588,0.076379,0.043457,0.018436,0.086957,-0.017128,-0.073782,-0.01054
,EPSDiluted,-0.23,1.69,1.5,1.36,1.353333,1.233333,1.173333,1.32,1.204444,1.0,0.794074,0.539259,0.298272,0.331852,0.41284,0.181728,0.113251,0.190947,0.190947,0.123786,0.165926,0.121152,0.065844,0.039506,0.018436,0.067194,-0.017128,-0.073782,-0.01054
,weightedAverageShsOut,78635000.0,79577000.0,81664000.0,82735500.0,85663500.0,88495500.0,92176500.0,96874500.0,96792750.0,95094000.0,93322125.0,91352812.0,92770312.0,104525437.0,105836625.0,101817000.0,99849223.0,98606856.0,95642225.0,88223139.0,85886299.0,82249804.0,71660684.0,61240586.0,77285512.0,43699741.0,40868989.0,41835831.0,9487444.0
,weightedAverageShsOutDil,78635000.0,83646000.0,86097000.0,86745000.0,89334000.0,91713000.0,95514000.0,100254000.0,99382500.0,97287750.0,95495625.0,92760187.0,93752437.0,107790750.0,111886312.0,105894843.0,108005518.0,107364317.0,104109393.0,98322842.0,96420683.0,94658766.0,83402923.0,67683594.0,77285512.0,56552606.0,40868989.0,41835831.0,9487444.0
