date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,revenue,2800000000.0,2923000000.0,3756000000.0,3513000000.0,3545000000.0,3645000000.0,4258000000.0,4461000000.0,4503000000.0,4756000000.0,4746000000.0,4366000000.0,6771000000.0,3876000000.0
,costOfRevenue,2010000000.0,2198000000.0,2549000000.0,2574000000.0,2716000000.0,2826000000.0,3240000000.0,3446000000.0,3492000000.0,3590000000.0,3724000000.0,3343000000.0,5144000000.0,3206000000.0
,grossProfit,790000000.0,725000000.0,1207000000.0,939000000.0,829000000.0,819000000.0,1018000000.0,1015000000.0,1011000000.0,1166000000.0,1022000000.0,1023000000.0,1627000000.0,670000000.0
,grossProfitRatio,0.282142857142857,0.248032842969552,0.321352502662407,0.267292912040991,0.233850493653032,0.224691358024691,0.239079379990606,0.227527460210715,0.224516988674217,0.245164003364172,0.215339233038348,0.234310581768209,0.240289469797667,0.172858617131063
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,136000000.0,136000000.0,165000000.0,172000000.0,149000000.0,160000000.0,155000000.0,166000000.0,149000000.0,158000000.0,708000000.0,685000000.0,1089000000.0,668000000.0
,SellingAndMarketingExpenses,344000000.0,389000000.0,475000000.0,442000000.0,440000000.0,460000000.0,518000000.0,521000000.0,514000000.0,547000000.0,0.0,0.0,0.0,0.0
,otherExpenses,-4000000.0,25000000.0,55000000.0,-3000000.0,9000000.0,8000000.0,10000000.0,-7000000.0,-6000000.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,649000000.0,692000000.0,852000000.0,818000000.0,795000000.0,857000000.0,916000000.0,930000000.0,896000000.0,971000000.0,1171000000.0,1287000000.0,2247000000.0,947000000.0
,costAndExpenses,2659000000.0,2890000000.0,3401000000.0,3392000000.0,3511000000.0,3683000000.0,4156000000.0,4376000000.0,4388000000.0,4561000000.0,4895000000.0,4630000000.0,7391000000.0,4153000000.0
,interestExpense,34000000.0,31000000.0,47000000.0,49000000.0,38000000.0,41000000.0,47000000.0,51000000.0,66000000.0,95000000.0,483000000.0,597000000.0,706000000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,169000000.0,167000000.0,212000000.0,204000000.0,206000000.0,237000000.0,243000000.0,243000000.0,233000000.0,220000000.0,493000000.0,602000000.0,726000000.0,396000000.0
,EBITDA,310000000.0,200000000.0,567000000.0,325000000.0,240000000.0,199000000.0,345000000.0,328000000.0,348000000.0,415000000.0,344000000.0,338000000.0,106000000.0,119000000.0
,EBITDARatio,0.110714285714286,0.0684228532329798,0.150958466453674,0.0925135212069456,0.0677009873060649,0.0545953360768176,0.0810239549084077,0.0735261152208025,0.0772818121252498,0.0872582001682086,0.0724820901812052,0.0774163994502978,0.0156549992615566,0.0307017543859649
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
