date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,175212000.0,369127000.0,106774000.0,-74182000.0,-50484000.0,23429000.0,27510000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,61437000.0,105912000.0,-30095000.0,-24933000.0,-23755000.0,36468000.0,1906000.0
,stockBasedCompensation,20682000.0,19877000.0,19619000.0,12871000.0,8133000.0,53297000.0,1233000.0
,changeInWorkingCapital,16431000.0,-9498000.0,153394000.0,-54889000.0,-1894000.0,19883000.0,-2147000.0
,accountsReceivables,-64659000.0,-12662000.0,-95337000.0,-35674000.0,27778000.0,45372000.0,-77086000.0
,inventory,0.0,0.0,0.0,0.0,3767000.0,-689000.0,-867000.0
,accountsPayables,49466000.0,-13395000.0,122992000.0,20897000.0,-7287000.0,-32121000.0,57532000.0
,otherWorkingCapital,643000.0,-100000.0,2754000.0,-1403000.0,-2102000.0,-2867000.0,-621000.0
,otherNonCashItems,-45771000.0,128653000.0,26640000.0,31247000.0,94497000.0,5683000.0,-12999000.0
,netCashProvidedByOperatingActivites,1286279000.0,1218974000.0,694040000.0,228191000.0,172290000.0,184983000.0,53235000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1448030000.0,-2018102000.0,-3336245000.0,-1885366000.0,-476112000.0,-1247849000.0,-426361000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-149283000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,149331000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,5905000.0,41088000.0,-1869000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-1400799000.0,-1594036000.0,-3456860000.0,-1885366000.0,-427165000.0,-1247677000.0,-425611000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-619746000.0,-2888000.0,-74769000.0,-521944000.0,-225794000.0,-700766000.0,-254100000.0
,commonStockIssued,0.0,0.0,2123344000.0,930315000.0,669418000.0,867750000.0,73540000.0
,commonStockRepurchased,-5679000.0,-11014000.0,-354000.0,-213000.0,-71000.0,-6726000.0,0.0
,dividendsPaid,-19532000.0,-1962000.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-47000.0,-17371000.0,-18188000.0,-1144000.0,-12547000.0,-2562000.0
,netCashUsedProvidedByFinancingActivities,-27957000.0,-15911000.0,3183630000.0,1447470000.0,547409000.0,1093851000.0,378096000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-142477000.0,-390973000.0,420810000.0,-209705000.0,292534000.0,31157000.0,5720000.0
,cashAtEndOfPeriod,20739000.0,163216000.0,554189000.0,133379000.0,343084000.0,50550000.0,19393000.0
,cashAtBeginningOfPeriod,163216000.0,554189000.0,133379000.0,343084000.0,50550000.0,19393000.0,13673000.0
,operatingCashFlow,1286279000.0,1218974000.0,694040000.0,228191000.0,172290000.0,184983000.0,53235000.0
,capitalExpenditure,-1448030000.0,-2018102000.0,-3336245000.0,-1885366000.0,-476112000.0,-1247849000.0,-426361000.0
,freeCashFlow,-161751000.0,-799128000.0,-2642205000.0,-1657175000.0,-303822000.0,-1062866000.0,-373126000.0
