date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,revenue,6433363000.0,5812255000.0,3645335000.0,2048896000.0,1556476000.0,896458000.0
,costOfRevenue,5100698000.0,4344512000.0,2705885000.0,1554194000.0,1280324000.0,785867000.0
,grossProfit,1332665000.0,1467743000.0,939450000.0,494702000.0,276152000.0,110591000.0
,grossProfitRatio,0.20714904475311,0.252525568819675,0.257712939962994,0.241448077403636,0.177421302994714,0.1233643963242
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,538009000.0,430822000.0,263220000.0,153827000.0,132304000.0,61553000.0
,GeneralAndAdministrativeExpenses,261805000.0,404298000.0,296470000.0,158906000.0,102644000.0,69984000.0
,SellingAndMarketingExpenses,358655000.0,26139000.0,14041000.0,0.0,27821000.0,19168000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1158469000.0,861259000.0,573731000.0,312733000.0,262769000.0,150705000.0
,costAndExpenses,6259167000.0,5208371000.0,3287206000.0,1866927000.0,1543093000.0,936572000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,27129000.0,17215000.0,6216000.0,3717000.0,2399000.0,285000.0
,EBITDA,287036000.0,670298000.0,338694000.0,194808000.0,29433000.0,-38465000.0
,EBITDARatio,0.044616789072838,0.115324947030025,0.0929116254061698,0.0950794964702942,0.0189100249538059,-0.042907754741438
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,174196000.0,603884000.0,358129000.0,181969000.0,13383000.0,-40114000.0
,operatingIncomeRatio,0.0270769735828679,0.103898400878833,0.0982430969993156,0.0888131950084338,0.00859826942400654,-0.0447472162666851
,totalOtherIncomeExpensesNet,-91413000.0,-48486000.0,-28484000.0,-9931000.0,-15480000.0,-1364000.0
,incomeBeforeTax,265609000.0,652370000.0,386613000.0,191900000.0,28863000.0,-38750000.0
,incomeBeforeTaxRatio,0.0412861826699348,0.112240429919197,0.106056919322915,0.0936601955394515,0.0185438130751775,-0.0432256725914655
,incomeTaxExpense,31154000.0,77887000.0,-7568000.0,23409000.0,3088000.0,-897000.0
,netIncome,228753000.0,575196000.0,340046000.0,167682000.0,23946000.0,-37853000.0
,netIncomeRatio,0.035557297171013,0.0989626229406659,0.0932825103865626,0.0818401714874742,0.0153847537642726,-0.0422250679897999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.893708945844761,2.24722,1.51108,0.70533,-0.204,-1.030553
,EPSDiluted,0.893708945844761,2.24722,1.51108,0.70533,-0.204,-1.030553
,weightedAverageShsOut,255959170.0,255959170.0,225034650.0,237736470.0,59434117.0,59434117.0
,weightedAverageShsOutDil,255959170.0,255959170.0,225034650.0,237736470.0,59434117.0,59434117.0
