Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12
Revenue,655898000.0,656000000.0,605122000.0,605000000.0,536197000.0,536000000.0,371556000.0,372000000.0,267708000.0,268000000.0
Revenue Growth,-0.000155487804878049,0.0840789130125826,0.000201652892561983,0.128316644815245,0.000367537313432836,0.442582006480853,-0.00119354838709677,0.389573714644314,-0.00108955223880597,
Cost of Revenue,402057000.0,199000000.0,335807000.0,184000000.0,303601000.0,178000000.0,292275000.0,231000000.0,207217000.0,169000000.0
Gross Profit,253841000.0,456000000.0,269315000.0,421000000.0,232596000.0,358000000.0,79281000.0,140000000.0,60491000.0,98000000.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,
SG&A Expense,63296000.0,,53633000.0,,50195000.0,,33160000.0,,21894000.0,
Operating Expenses,-20246000.0,183000000.0,12945000.0,163000000.0,34681000.0,155000000.0,25868000.0,87000000.0,19781000.0,58000000.0
Operating Income,274087000.0,273000000.0,256370000.0,258000000.0,197915000.0,203000000.0,53413000.0,53000000.0,40710000.0,41000000.0
Interest Expense,0.0,84000000.0,0.0,41000000.0,0.0,16000000.0,0.0,7000000.0,0.0,11000000.0
Earnings before Tax,0.0,,0.0,,184814000.0,,59329000.0,,14179000.0,
Income Tax Expense,0.0,,0.0,,0.0,,0.0,,0.0,
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,
Net Income,433990000.0,434000000.0,263529000.0,264000000.0,160546000.0,161000000.0,70681000.0,71000000.0,14179000.0,14000000.0
Preferred Dividends,-147823000.0,,-102465000.0,,0.0,,-7399000.0,,7188000.0,
Net Income Com,433990000.0,434000000.0,263529000.0,264000000.0,160546000.0,161000000.0,70681000.0,71000000.0,14179000.0,14000000.0
EPS,3.9,3.93,2.23,2.26,1.91,1.95,1.36,1.39,0.17,0.17
EPS Diluted,3.9,3.90,2.23,2.23,1.91,1.91,1.36,1.36,0.17,0.17
Weighted Average Shs Out,72876000.0,73000000.0,71150000.0,71000000.0,58597000.0,59000000.0,44346000.0,44000000.0,40450000.0,40000000.0
Weighted Average Shs Out (Dil),72876000.0,73000000.0,71150000.0,72000000.0,58597000.0,60000000.0,44346000.0,45000000.0,40450000.0,41000000.0
Dividend per Share,5.39081453428,,4.11572733661,,2.76181374473,,1.53603481712,,0.0,
Gross Margin,0.387012919692,0.69512195121951,0.445059012893,0.69586776859504,0.433788327797,0.66791044776119,0.213375641895,0.37634408602151,0.225958880571,0.36567164179104
EBITDA Margin,0.567391576129,0.94817073170732,0.574798139879,0.66115702479339,0.532046990192,0.53731343283582,0.275743091216,0.31182795698925,0.268968428288,0.21268656716418
EBIT Margin,0.417880524106,0.78963414634146,0.423666632514,0.50413223140496,0.36910874175,0.33022388059701,0.143754911776,0.20967741935484,0.152068671836,0.093283582089552
Profit Margin,0.661673004034,0.66158536585366,0.435497304676,0.43636363636364,0.299416072824,0.30037313432836,0.190229736567,0.19086021505376,0.0529644239246,0.052238805970149
Free Cash Flow margin,0.882852211777,,0.676696600024,,0.399659080525,,-1.57770564868,,0.123358285894,
EBITDA,372151000.0,622000000.0,347823000.0,400000000.0,285282000.0,288000000.0,102454000.0,116000000.0,72005000.0,57000000.0
EBIT,274087000.0,518000000,256370000.0,305000000,197915000.0,177000000,53413000.0,78000000,40710000.0,25000000
Consolidated Income,433990000.0,434000000.0,263529000.0,264000000.0,160546000.0,161000000.0,70681000.0,71000000.0,14179000.0,14000000.0
Earnings Before Tax Margin,0.0,0,0.0,0,0.344675557677,0,0.159677141535,0,0.0529644239246,0
Net Profit Margin,0.661673004034,0.66158536585366,0.435497304676,0.43636363636364,0.299416072824,0.30037313432836,0.190229736567,0.19086021505376,0.0529644239246,0.052238805970149
