date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,400881000.0,359440000.0,173979487.0,127224695.0,95509402.0,70471167.0,57726201.0,41883881.0,43737367.0,-24300492.0,-35499967.0,30873918.0,23041355.0,17927033.0,8055268.0,5318910.0,2554639.0,648060.0,-1136665.0,-2255189.0
,depreciationAndAmortization,8342000.0,-23604000.0,-23618474.0,16995490.0,10268576.0,9282197.0,9245876.0,10207638.0,10950434.0,11500075.0,10804664.0,7285781.0,4302654.0,2012035.0,1944104.0,2298142.0,1812231.0,950134.0,632803.0,70367.0
,deferredIncomeTax,14696000.0,11765000.0,59650543.0,14390035.0,5819463.0,394452.0,1841044.0,1547626.0,-23395052.0,17822071.0,-24645791.0,-2619989.0,3977708.0,-1164336.0,-575755.0,-922286.0,569987.0,356124.0,-2065169.0,0.0
,stockBasedCompensation,21226000.0,17636000.0,19538083.0,10970849.0,7341603.0,5308167.0,4082132.0,4414452.0,5018294.0,3981013.0,3251003.0,2347429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,21765000.0,36146000.0,-50996887.0,-14581567.0,-10717485.0,4432140.0,8720905.0,41772507.0,53351240.0,42116908.0,14375221.0,-952906.0,-19766993.0,-10076259.0,-1028883.0,-2257975.0,704427.0,622831.0,-115376.0,-699192.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17695759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-21298000.0,51906000.0,-11747875.0,-2418015.0,-5545767.0,4441795.0,34587712.0,867892.0,0.0,1.0,0.0,0.0,6713851.0,5075872.0,43309.0,2896123.0,-425320.0,938000.0,1669622.0,162378.0
,netCashProvidedByOperatingActivites,434288000.0,470757000.0,147941106.0,126638676.0,83733334.0,95058155.0,126435352.0,114277665.0,113089755.0,129589112.0,90305539.0,33632874.0,16394026.0,11906161.0,8171556.0,6742072.0,4633737.0,3394852.0,-1205805.0,-2736868.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2031265.0,-9608409.0,-19191810.0,-9449780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,-45000000.0,0.0,155000000.0,18000000.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-4000000.0,38000000.0,36000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1621653000.0,-1371639000.0,-1298520769.0,-685498917.0,-413744909.0,-154184022.0,-243524923.0,-205088586.0,-268549479.0,-548916132.0,-721011285.0,-541448936.0,-78978057.0,-62760686.0,-116361069.0,-132755709.0,-132340115.0,-67909017.0,-22083058.0,-7640960.0
,salesMaturitiesOfInvestments,1118317000.0,499196000.0,691248285.0,359835209.0,343655694.0,127540144.0,170385677.0,401074134.0,402012934.0,470686692.0,635805828.0,216584277.0,52288509.0,35568504.0,39727082.0,63633783.0,64762421.0,14723189.0,9387345.0,0.0
,otherInvestingActivites,-109679000.0,-96533000.0,-55000000.0,0.0,0.0,0.0,-38352344.0,0.0,0.0,-1878676.0,-6859089.0,0.0,-391069656.0,-303673391.0,-178314019.0,-177256835.0,-88615899.0,-78066501.0,-122459585.0,-12407108.0
,netCashUsedForInvestingActivites,-2619061000.0,-2969084000.0,-2097602927.0,-1253404506.0,-742598028.0,-487879654.0,-564692904.0,-250387452.0,-13149288.0,104437531.0,-440814081.0,-972271985.0,-385681546.0,-299284710.0,-258386922.0,-251523630.0,-160104341.0,-131929652.0,-136470159.0,-23051836.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2237956000.0,-1542000000.0,-1051435345.0,-2008163856.0,-1092781984.0,-685093244.0,-585144603.0,-670141606.0,-110236705.0,-181149655.0,-59153299.0,-29163002.0,-102304513.0,-61540828.0,-74000000.0,-39000000.0,-11500000.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,192193750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109027785.0,21454758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-61416000.0,-20694000.0,0.0,0.0,0.0,0.0,0.0,-71250000.0,-23750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-49828000.0,-45454000.0,-35907449.0,-24725598.0,-18307075.0,-11398285.0,-2814691.0,-2127604.0,-4891839.0,-4750000.0,-4393750.0,0.0,0.0,0.0,0.0,-2732.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,4604007.0,4116120.0,1698521.0,389415.0,36071.0,13819.0,-129153941.0,53538.0,875114.0,-193588.0,-56488.0,0.0,0.0,-150000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,1989788000.0,2440423000.0,2545613698.0,989459917.0,791908517.0,371790272.0,481907620.0,129235416.0,-116363608.0,-212042536.0,426857861.0,906388003.0,399272533.0,321243129.0,282123849.0,224343295.0,189712525.0,126894853.0,137069578.0,40977166.0
